PR_type,bonus,bonus_rate,completed,condition,delay_hours,delay_window,feedback,frequencyOfFB,info_cost,message,pid,q_weights,score,test_idx,time_limit,version
objectLevel,0.0,0.01,False,8,24,4,True,after_each_move,4.0,full,241,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",,,True,1.7
objectLevel,1.78,0.01,True,7,24,4,True,after_each_move,1.25,full,242,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",178.0,"[10, 9, 0, 3, 4, 12]",True,1.7
none,1.66,0.01,True,1,24,4,False,after_each_move,1.25,none,243,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",166.25,"[4, 1, 5, 12, 3, 13]",True,1.7
featureBased,2.99,0.01,True,3,24,4,True,after_each_move,0.1,full,244,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",299.2,"[15, 9, 7, 11, 5, 6]",True,1.7
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,245,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",0.0,"[7, 14, 8, 12, 11, 9]",True,1.7
none,1.59,0.01,True,1,24,4,False,after_each_move,1.25,none,246,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",158.5,"[12, 5, 6, 15, 7, 4]",True,1.7
objectLevel,0.32,0.01,True,7,24,4,True,after_each_move,1.25,full,247,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",32.0,"[1, 4, 15, 11, 5, 6]",True,1.7
objectLevel,1.35,0.01,True,7,24,4,True,after_each_move,1.25,full,248,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",135.0,"[12, 15, 1, 2, 6, 4]",True,1.7
featureBased,1.96,0.01,True,4,24,4,True,after_each_move,1.25,full,249,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",196.0,"[3, 9, 2, 11, 6, 15]",True,1.7
objectLevel,0.14,0.01,True,6,24,4,True,after_each_move,0.1,full,250,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",14.5,"[15, 2, 10, 6, 7, 0]",True,1.7
featureBased,0.76,0.01,True,3,24,4,True,after_each_move,0.1,full,251,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",76.0,"[9, 11, 6, 2, 3, 1]",True,1.7
objectLevel,1.2,0.01,True,7,24,4,True,after_each_move,1.25,full,252,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",120.0,"[13, 5, 3, 12, 11, 10]",True,1.7
objectLevel,1.56,0.01,True,7,24,4,True,after_each_move,1.25,full,253,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",155.75,"[1, 11, 7, 2, 13, 8]",True,1.7
featureBased,1.68,0.01,True,4,24,4,True,after_each_move,1.25,full,254,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",167.75,"[13, 0, 14, 9, 15, 3]",True,1.7
objectLevel,3.74,0.01,True,6,24,4,True,after_each_move,0.1,full,255,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",373.7,"[11, 14, 8, 4, 1, 2]",True,1.7
objectLevel,0.99,0.01,True,7,24,4,True,after_each_move,1.25,full,256,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",98.5,"[5, 4, 9, 7, 13, 14]",True,1.7
objectLevel,0.0,0.01,False,6,24,4,True,after_each_move,0.1,full,257,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",,,True,1.7
none,2.3,0.01,True,1,24,4,False,after_each_move,1.25,none,258,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",229.5,"[15, 2, 10, 3, 11, 0]",True,1.7
none,0.0,0.01,False,2,24,4,False,after_each_move,4.0,none,259,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",,,True,1.7
none,3.56,0.01,True,0,24,4,False,after_each_move,0.1,none,260,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",355.8,"[15, 5, 14, 1, 10, 6]",True,1.7
none,0.0,0.01,True,1,24,4,False,after_each_move,1.25,none,261,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",-40.0,"[2, 13, 10, 15, 1, 6]",True,1.7
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,262,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-16.0,"[11, 6, 9, 5, 4, 3]",True,1.7
featureBased,1.2,0.01,True,4,24,4,True,after_each_move,1.25,full,263,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",120.0,"[15, 5, 2, 11, 0, 3]",True,1.7
objectLevel,1.31,0.01,True,7,24,4,True,after_each_move,1.25,full,264,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",131.0,"[11, 12, 4, 5, 3, 15]",True,1.7
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,265,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",0.0,"[2, 9, 14, 7, 8, 12]",True,1.7
none,1.85,0.01,True,1,24,4,False,after_each_move,1.25,none,266,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",185.25,"[10, 7, 14, 1, 5, 0]",True,1.7
none,0.0,0.01,False,1,24,4,False,after_each_move,1.25,none,267,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",,,True,1.7
objectLevel,3.79,0.01,True,6,24,4,True,after_each_move,0.1,full,268,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",379.0,"[3, 12, 14, 1, 11, 7]",True,1.7
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,269,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-64.0,"[15, 5, 6, 10, 12, 9]",True,1.7
featureBased,2.08,0.01,True,4,24,4,True,after_each_move,1.25,full,270,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",207.75,"[1, 3, 7, 6, 0, 4]",True,1.7
featureBased,3.76,0.01,True,3,24,4,True,after_each_move,0.1,full,271,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",376.2,"[15, 7, 5, 4, 14, 3]",True,1.7
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,272,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-152.0,"[8, 2, 4, 15, 0, 3]",True,1.7
featureBased,1.53,0.01,True,4,24,4,True,after_each_move,1.25,full,273,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",153.25,"[7, 8, 4, 11, 5, 1]",True,1.7
none,2.07,0.01,True,1,24,4,False,after_each_move,1.25,none,274,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",206.5,"[11, 14, 1, 12, 6, 10]",True,1.7
objectLevel,1.03,0.01,True,7,24,4,True,after_each_move,1.25,full,275,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",103.0,"[6, 9, 8, 7, 10, 5]",True,1.7
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,276,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-56.0,"[1, 3, 7, 5, 14, 2]",True,1.7
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,277,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-48.0,"[10, 14, 7, 1, 2, 12]",True,1.7
featureBased,1.15,0.01,True,4,24,4,True,after_each_move,1.25,full,278,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",115.25,"[10, 3, 13, 0, 6, 7]",True,1.7
featureBased,3.65,0.01,True,3,24,4,True,after_each_move,0.1,full,279,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",364.5,"[14, 10, 7, 15, 11, 2]",True,1.7
featureBased,0.0,0.01,False,3,24,4,True,after_each_move,0.1,full,280,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",,,True,1.7
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,281,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-12.0,"[2, 8, 1, 0, 15, 10]",True,1.7
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,282,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-32.0,"[15, 2, 8, 3, 12, 13]",True,1.7
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,283,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-116.0,"[12, 14, 10, 1, 11, 6]",True,1.7
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,284,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-20.0,"[11, 9, 3, 2, 8, 0]",True,1.7
objectLevel,0.81,0.01,True,7,24,4,True,after_each_move,1.25,full,285,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",80.75,"[3, 8, 11, 4, 14, 15]",True,1.7
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,286,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-52.0,"[4, 11, 14, 13, 7, 0]",True,1.7
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,287,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-112.0,"[13, 11, 4, 15, 1, 0]",True,1.7
none,3.73,0.01,True,0,24,4,False,after_each_move,0.1,none,288,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",373.2,"[1, 0, 5, 6, 13, 12]",True,1.7
objectLevel,3.15,0.01,True,6,24,4,True,after_each_move,0.1,full,289,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",315.3,"[9, 3, 2, 10, 8, 14]",True,1.7
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,290,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-16.0,"[0, 5, 14, 4, 10, 1]",True,1.7
objectLevel,0.0,0.01,False,6,24,4,True,after_each_move,0.1,full,291,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",,,True,1.7
featureBased,1.7,0.01,True,4,24,4,True,after_each_move,1.25,full,292,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",170.25,"[4, 1, 13, 12, 3, 2]",True,1.7
featureBased,0.0,0.01,False,5,24,4,True,after_each_move,4.0,full,293,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",,,True,1.7
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,294,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-36.0,"[14, 13, 3, 10, 12, 6]",True,1.7
none,2.18,0.01,True,0,24,4,False,after_each_move,0.1,none,295,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",217.7,"[7, 14, 4, 5, 2, 8]",True,1.7
none,2.29,0.01,True,1,24,4,False,after_each_move,1.25,none,296,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",229.0,"[5, 8, 6, 15, 4, 13]",True,1.7
none,3.69,0.01,True,0,24,4,False,after_each_move,0.1,none,297,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",368.8,"[15, 12, 8, 4, 5, 2]",True,1.7
objectLevel,2.74,0.01,True,6,24,4,True,after_each_move,0.1,full,298,,273.6,"[6, 5, 14, 9, 2, 1]",True,1.7
featureBased,0.0,0.01,False,4,24,4,True,after_each_move,1.25,full,299,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",,,True,1.7
featureBased,0.0,0.01,False,5,24,4,True,after_each_move,4.0,full,300,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",,,True,1.7
objectLevel,0.0,0.01,False,8,24,4,True,after_each_move,4.0,full,301,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",,,True,1.7
featureBased,3.38,0.01,True,3,24,4,True,after_each_move,0.1,full,302,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",337.7,"[13, 2, 6, 15, 3, 7]",True,1.7
objectLevel,3.85,0.01,True,6,24,4,True,after_each_move,0.1,full,303,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",384.8,"[2, 8, 11, 12, 14, 0]",True,1.7
objectLevel,1.47,0.01,True,7,24,4,True,after_each_move,1.25,full,304,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",147.0,"[12, 7, 0, 14, 10, 2]",True,1.7
none,2.11,0.01,True,1,24,4,False,after_each_move,1.25,none,305,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",210.75,"[5, 11, 0, 9, 8, 6]",True,1.7
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,306,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",0.0,"[0, 6, 9, 10, 4, 8]",True,1.7
objectLevel,0.2,0.01,True,8,24,4,True,after_each_move,4.0,full,307,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",20.0,"[9, 11, 10, 15, 8, 4]",True,1.7
featureBased,1.06,0.01,True,4,24,4,True,after_each_move,1.25,full,308,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",106.25,"[1, 3, 12, 15, 9, 5]",True,1.7
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,309,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-72.0,"[15, 8, 11, 2, 13, 14]",True,1.7
featureBased,1.12,0.01,True,4,24,4,True,after_each_move,1.25,full,310,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",112.0,"[4, 9, 3, 5, 6, 8]",True,1.7
featureBased,0.4,0.01,True,5,24,4,True,after_each_move,4.0,full,311,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",40.0,"[7, 13, 6, 2, 5, 11]",True,1.7
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,312,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-4.0,"[11, 7, 5, 12, 14, 6]",True,1.7
none,1.39,0.01,True,1,24,4,False,after_each_move,1.25,none,313,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",139.25,"[3, 14, 7, 0, 15, 10]",True,1.7
objectLevel,0.8,0.01,True,8,24,4,True,after_each_move,4.0,full,314,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",80.0,"[10, 0, 4, 11, 2, 7]",True,1.7
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,315,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-24.0,"[8, 13, 0, 11, 15, 5]",True,1.7
featureBased,1.45,0.01,True,4,24,4,True,after_each_move,1.25,full,316,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",145.0,"[8, 13, 9, 12, 6, 10]",True,1.7
featureBased,0.0,0.01,False,4,24,4,True,after_each_move,1.25,full,317,,,,True,1.7
featureBased,3.49,0.01,True,3,24,4,True,after_each_move,0.1,full,318,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",348.8,"[1, 12, 10, 0, 9, 15]",True,1.7
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,319,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-72.0,"[9, 6, 10, 3, 5, 15]",True,1.7
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,320,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",0.0,"[11, 1, 9, 3, 15, 0]",True,1.7
objectLevel,1.12,0.01,True,7,24,4,True,after_each_move,1.25,full,321,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",112.0,"[9, 12, 1, 15, 6, 7]",True,1.7
none,3.57,0.01,True,0,24,4,False,after_each_move,0.1,none,322,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",356.7,"[13, 14, 10, 3, 2, 6]",True,1.7
featureBased,0.0,0.01,False,4,24,4,True,after_each_move,1.25,full,323,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",,,True,1.7
featureBased,3.56,0.01,True,3,24,4,True,after_each_move,0.1,full,324,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",355.7,"[6, 15, 4, 7, 2, 14]",True,1.7
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,325,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-56.0,"[10, 4, 15, 6, 11, 0]",True,1.7
objectLevel,3.31,0.01,True,6,24,4,True,after_each_move,0.1,full,326,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",330.7,"[10, 13, 9, 4, 2, 14]",True,1.7
none,0.0,0.01,False,2,24,4,False,after_each_move,4.0,none,327,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",,,True,1.7
none,0.35,0.01,True,1,24,4,False,after_each_move,1.25,none,328,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",34.5,"[13, 10, 15, 6, 8, 2]",True,1.7
objectLevel,3.81,0.01,True,6,24,4,True,after_each_move,0.1,full,329,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",381.4,"[4, 1, 2, 0, 6, 7]",True,1.7
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,330,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-28.0,"[1, 14, 2, 3, 10, 15]",True,1.7
none,1.61,0.01,True,1,24,4,False,after_each_move,1.25,none,331,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",160.5,"[14, 6, 4, 10, 8, 13]",True,1.7
featureBased,0.54,0.01,True,4,24,4,True,after_each_move,1.25,full,332,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",54.0,"[1, 10, 14, 4, 3, 13]",True,1.7
none,1.84,0.01,True,1,24,4,False,after_each_move,1.25,none,333,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",183.75,"[8, 13, 15, 11, 6, 7]",True,1.7
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,334,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-80.0,"[9, 12, 8, 13, 2, 3]",True,1.7
none,0.0,0.01,True,0,24,4,False,after_each_move,0.1,none,335,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",-32.0,"[0, 6, 8, 12, 5, 7]",True,1.7
featureBased,3.0,0.01,True,3,24,4,True,after_each_move,0.1,full,336,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",299.8,"[5, 0, 7, 1, 4, 11]",True,1.7
none,3.71,0.01,True,0,24,4,False,after_each_move,0.1,none,337,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",370.6,"[13, 11, 12, 14, 8, 0]",True,1.7
objectLevel,0.0,0.01,False,7,24,4,True,after_each_move,1.25,full,338,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",,,True,1.7
none,3.21,0.01,True,0,24,4,False,after_each_move,0.1,none,339,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",320.8,"[5, 2, 11, 6, 0, 3]",True,1.7
objectLevel,2.34,0.01,True,6,24,4,True,after_each_move,0.1,full,340,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",234.0,"[5, 15, 10, 14, 3, 13]",True,1.7
featureBased,0.93,0.01,True,4,24,4,True,after_each_move,1.25,full,341,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",92.75,"[14, 5, 1, 10, 12, 8]",True,1.7
objectLevel,3.68,0.01,True,6,24,4,True,after_each_move,0.1,full,342,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",368.4,"[5, 15, 0, 13, 7, 14]",True,1.7
objectLevel,3.81,0.01,True,6,24,4,True,after_each_move,0.1,full,343,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",380.6,"[11, 10, 13, 6, 9, 1]",True,1.7
objectLevel,0.0,0.01,False,7,24,4,True,after_each_move,1.25,full,344,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",,,True,1.7
featureBased,1.76,0.01,True,4,24,4,True,after_each_move,1.25,full,345,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",176.0,"[1, 12, 8, 4, 0, 9]",True,1.7
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,346,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-132.0,"[1, 6, 11, 4, 7, 15]",True,1.7
objectLevel,3.44,0.01,True,6,24,4,True,after_each_move,0.1,full,347,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",343.9,"[11, 14, 13, 1, 4, 12]",True,1.7
objectLevel,3.84,0.01,True,6,24,4,True,after_each_move,0.1,full,348,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",384.1,"[9, 0, 1, 14, 3, 13]",True,1.7
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,349,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-308.0,"[15, 10, 8, 14, 3, 0]",True,1.7
objectLevel,3.67,0.01,True,6,24,4,True,after_each_move,0.1,full,350,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",366.7,"[11, 10, 15, 4, 13, 12]",True,1.7
featureBased,2.43,0.01,True,4,24,4,True,after_each_move,1.25,full,351,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",243.0,"[12, 2, 4, 14, 13, 9]",True,1.7
objectLevel,0.55,0.01,True,7,24,4,True,after_each_move,1.25,full,352,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",55.0,"[1, 7, 2, 9, 12, 6]",True,1.7
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,353,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-28.0,"[8, 11, 0, 6, 4, 2]",True,1.7
featureBased,3.37,0.01,True,3,24,4,True,after_each_move,0.1,full,354,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",336.5,"[4, 9, 10, 7, 14, 11]",True,1.7
none,0.56,0.01,True,2,24,4,False,after_each_move,4.0,none,355,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",56.0,"[7, 3, 2, 9, 5, 10]",True,1.7
featureBased,0.48,0.01,True,5,24,4,True,after_each_move,4.0,full,356,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",48.0,"[15, 6, 7, 3, 8, 4]",True,1.7
objectLevel,1.78,0.01,True,7,24,4,True,after_each_move,1.25,full,357,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",177.5,"[6, 5, 0, 2, 4, 11]",True,1.7
none,3.55,0.01,True,0,24,4,False,after_each_move,0.1,none,358,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",354.7,"[14, 3, 7, 4, 6, 8]",True,1.7
none,0.0,0.01,True,0,24,4,False,after_each_move,0.1,none,359,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",-32.2,"[6, 9, 12, 14, 4, 10]",True,1.7
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,360,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-16.0,"[6, 5, 3, 4, 0, 15]",True,1.7
none,0.41,0.01,True,1,24,4,False,after_each_move,1.25,none,361,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",40.5,"[13, 15, 0, 7, 3, 12]",True,1.7
