PR_type,bonus,bonus_rate,completed,condition,delay_hours,delay_window,feedback,frequencyOfFB,info_cost,message,pid,q_weights,score,test_idx,time_limit,version
featureBased,2.87,0.01,True,3,24,4,True,after_each_move,0.1,full,11,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",287.3,"[0, 5, 10, 12, 1, 8]",True,1.7
featureBased,1.72,0.01,True,4,24,4,True,after_each_move,1.25,full,12,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",171.5,"[11, 9, 0, 13, 2, 6]",True,1.7
featureBased,2.04,0.01,True,4,24,4,True,after_each_move,1.25,full,13,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",204.0,"[1, 2, 5, 11, 15, 7]",True,1.7
featureBased,0.0,0.01,False,3,24,4,True,after_each_move,0.1,full,14,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",,,True,1.7
featureBased,1.8,0.01,True,4,24,4,True,after_each_move,1.25,full,15,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",180.0,"[7, 4, 14, 9, 11, 13]",True,1.7
featureBased,2.75,0.01,True,3,24,4,True,after_each_move,0.1,full,16,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",274.5,"[3, 13, 12, 6, 2, 10]",True,1.7
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,17,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-120.0,"[0, 1, 3, 2, 5, 15]",True,1.7
featureBased,1.26,0.01,True,4,24,4,True,after_each_move,1.25,full,18,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",125.75,"[7, 10, 5, 1, 12, 0]",True,1.7
objectLevel,3.23,0.01,True,6,24,4,True,after_each_move,0.1,full,19,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",323.0,"[5, 3, 1, 7, 13, 11]",True,1.7
none,2.03,0.01,True,1,24,4,False,after_each_move,1.25,none,20,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",203.25,"[10, 9, 0, 14, 7, 2]",True,1.7
none,1.86,0.01,True,0,24,4,False,after_each_move,0.1,none,21,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",186.1,"[14, 7, 2, 12, 4, 11]",True,1.7
objectLevel,0.0,0.01,False,8,24,4,True,after_each_move,4.0,full,22,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",,,True,1.7
objectLevel,0.46,0.01,True,7,24,4,True,after_each_move,1.25,full,23,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",46.25,"[13, 8, 4, 7, 11, 9]",True,1.7
featureBased,0.16,0.01,True,5,24,4,True,after_each_move,4.0,full,24,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",16.0,"[15, 12, 0, 14, 1, 5]",True,1.7
featureBased,3.51,0.01,True,3,24,4,True,after_each_move,0.1,full,25,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",350.8,"[11, 14, 10, 13, 15, 7]",True,1.7
none,0.96,0.01,True,2,24,4,False,after_each_move,4.0,none,26,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",96.0,"[9, 11, 3, 7, 4, 5]",True,1.7
none,0.24,0.01,True,2,24,4,False,after_each_move,4.0,none,27,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",24.0,"[7, 6, 2, 12, 10, 11]",True,1.7
none,1.04,0.01,True,0,24,4,False,after_each_move,0.1,none,28,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",104.0,"[9, 4, 3, 2, 5, 13]",True,1.7
none,2.79,0.01,True,0,24,4,False,after_each_move,0.1,none,29,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",278.9,"[3, 14, 15, 9, 5, 1]",True,1.7
featureBased,3.38,0.01,True,3,24,4,True,after_each_move,0.1,full,30,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",337.6,"[0, 2, 14, 10, 13, 6]",True,1.7
featureBased,0.08,0.01,True,5,24,4,True,after_each_move,4.0,full,31,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",8.0,"[8, 6, 12, 1, 13, 2]",True,1.7
featureBased,0.0,0.01,False,5,24,4,True,after_each_move,4.0,full,32,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",,,True,1.7
none,0.79,0.01,True,1,24,4,False,after_each_move,1.25,none,33,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",78.75,"[4, 6, 2, 14, 11, 0]",True,1.7
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,34,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-24.0,"[2, 0, 9, 8, 4, 14]",True,1.7
objectLevel,0.58,0.01,True,7,24,4,True,after_each_move,1.25,full,35,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",58.25,"[11, 6, 4, 7, 10, 1]",True,1.7
none,3.42,0.01,True,0,24,4,False,after_each_move,0.1,none,36,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",342.0,"[7, 4, 5, 9, 3, 11]",True,1.7
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,37,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-88.0,"[8, 9, 5, 4, 15, 6]",True,1.7
objectLevel,0.0,0.01,True,6,24,4,True,after_each_move,0.1,full,38,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",-8.0,"[3, 9, 8, 1, 13, 4]",True,1.7
none,2.01,0.01,True,1,24,4,False,after_each_move,1.25,none,39,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",201.0,"[1, 4, 5, 12, 11, 0]",True,1.7
objectLevel,1.42,0.01,True,7,24,4,True,after_each_move,1.25,full,40,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",142.25,"[7, 15, 3, 1, 14, 9]",True,1.7
objectLevel,0.64,0.01,True,7,24,4,True,after_each_move,1.25,full,41,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",64.0,"[8, 7, 4, 0, 13, 2]",True,1.7
objectLevel,3.35,0.01,True,6,24,4,True,after_each_move,0.1,full,42,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",335.4,"[10, 1, 3, 7, 13, 6]",True,1.7
objectLevel,1.36,0.01,True,8,24,4,True,after_each_move,4.0,full,43,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",136.0,"[8, 2, 7, 0, 12, 6]",True,1.7
objectLevel,0.07,0.01,True,7,24,4,True,after_each_move,1.25,full,44,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",7.25,"[14, 4, 1, 9, 11, 10]",True,1.7
objectLevel,0.0,0.01,False,6,24,4,True,after_each_move,0.1,full,45,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",,,True,1.7
featureBased,0.0,0.01,True,3,24,4,True,after_each_move,0.1,full,46,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",-56.0,"[14, 10, 9, 5, 13, 12]",True,1.7
objectLevel,0.0,0.01,False,8,24,4,True,after_each_move,4.0,full,47,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",,,True,1.7
none,0.72,0.01,True,0,24,4,False,after_each_move,0.1,none,48,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",72.0,"[1, 11, 5, 8, 0, 9]",True,1.7
objectLevel,1.27,0.01,True,7,24,4,True,after_each_move,1.25,full,49,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",127.25,"[10, 13, 7, 11, 2, 6]",True,1.7
featureBased,3.63,0.01,True,3,24,4,True,after_each_move,0.1,full,50,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",363.0,"[0, 15, 12, 13, 6, 10]",True,1.7
none,2.2,0.01,True,0,24,4,False,after_each_move,0.1,none,51,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",220.0,"[0, 8, 4, 6, 2, 7]",True,1.7
featureBased,3.61,0.01,True,3,24,4,True,after_each_move,0.1,full,52,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",360.7,"[13, 8, 0, 6, 15, 2]",True,1.7
none,2.35,0.01,True,1,24,4,False,after_each_move,1.25,none,53,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",235.25,"[6, 12, 2, 14, 7, 3]",True,1.7
featureBased,1.77,0.01,True,3,24,4,True,after_each_move,0.1,full,54,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",177.4,"[4, 9, 6, 12, 5, 13]",True,1.7
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,55,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-144.0,"[6, 8, 15, 3, 10, 9]",True,1.7
objectLevel,3.74,0.01,True,6,24,4,True,after_each_move,0.1,full,56,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",374.4,"[12, 1, 0, 2, 4, 8]",True,1.7
none,3.62,0.01,True,0,24,4,False,after_each_move,0.1,none,57,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",362.0,"[11, 1, 8, 15, 13, 6]",True,1.7
featureBased,0.2,0.01,True,5,24,4,True,after_each_move,4.0,full,58,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",20.0,"[15, 2, 7, 12, 9, 14]",True,1.7
featureBased,0.92,0.01,True,5,24,4,True,after_each_move,4.0,full,59,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",92.0,"[12, 15, 14, 4, 5, 3]",True,1.7
none,0.0,0.01,False,0,24,4,False,after_each_move,0.1,none,60,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",,,True,1.7
objectLevel,0.0,0.01,True,7,24,4,True,after_each_move,1.25,full,61,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",-22.25,"[1, 4, 12, 5, 3, 10]",True,1.7
none,2.04,0.01,True,1,24,4,False,after_each_move,1.25,none,62,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",204.25,"[13, 4, 1, 10, 6, 2]",True,1.7
none,1.26,0.01,True,0,24,4,False,after_each_move,0.1,none,63,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",126.1,"[10, 4, 13, 5, 14, 15]",True,1.7
none,1.84,0.01,True,1,24,4,False,after_each_move,1.25,none,64,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",184.25,"[14, 15, 7, 9, 13, 4]",True,1.7
objectLevel,1.73,0.01,True,6,24,4,True,after_each_move,0.1,full,65,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",172.7,"[1, 10, 9, 7, 15, 3]",True,1.7
featureBased,3.54,0.01,True,3,24,4,True,after_each_move,0.1,full,66,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",354.2,"[11, 13, 6, 9, 10, 5]",True,1.7
featureBased,3.47,0.01,True,3,24,4,True,after_each_move,0.1,full,67,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",347.2,"[0, 7, 11, 12, 6, 14]",True,1.7
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,68,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-64.0,"[2, 14, 9, 8, 1, 3]",True,1.7
none,0.0,0.01,True,1,24,4,False,after_each_move,1.25,none,69,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",-104.0,"[15, 8, 9, 0, 12, 1]",True,1.7
featureBased,3.59,0.01,True,3,24,4,True,after_each_move,0.1,full,70,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",358.6,"[2, 7, 14, 0, 11, 15]",True,1.7
featureBased,3.75,0.01,True,3,24,4,True,after_each_move,0.1,full,71,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",374.6,"[4, 3, 7, 1, 5, 10]",True,1.7
objectLevel,0.04,0.01,True,8,24,4,True,after_each_move,4.0,full,72,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",4.0,"[2, 14, 3, 13, 10, 5]",True,1.7
objectLevel,0.0,0.01,True,7,24,4,True,after_each_move,1.25,full,73,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",-9.25,"[6, 10, 8, 11, 3, 9]",True,1.7
none,2.96,0.01,True,0,24,4,False,after_each_move,0.1,none,74,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",296.3,"[8, 14, 10, 3, 7, 9]",True,1.7
featureBased,0.72,0.01,True,5,24,4,True,after_each_move,4.0,full,75,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",72.0,"[10, 2, 13, 8, 12, 9]",True,1.7
objectLevel,1.52,0.01,True,7,24,4,True,after_each_move,1.25,full,76,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",152.0,"[15, 14, 6, 2, 11, 9]",True,1.7
none,2.54,0.01,True,1,24,4,False,after_each_move,1.25,none,77,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",253.5,"[2, 12, 7, 3, 9, 15]",True,1.7
none,0.0,0.01,True,0,24,4,False,after_each_move,0.1,none,78,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",-129.7,"[1, 11, 13, 3, 2, 4]",True,1.7
none,3.66,0.01,True,0,24,4,False,after_each_move,0.1,none,79,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",366.1,"[6, 9, 0, 5, 15, 12]",True,1.7
featureBased,0.32,0.01,True,5,24,4,True,after_each_move,4.0,full,80,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",32.0,"[8, 3, 11, 14, 2, 12]",True,1.7
objectLevel,1.4,0.01,True,7,24,4,True,after_each_move,1.25,full,81,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",139.75,"[14, 3, 6, 9, 15, 1]",True,1.7
objectLevel,3.77,0.01,True,6,24,4,True,after_each_move,0.1,full,82,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",376.9,"[15, 10, 11, 13, 14, 8]",True,1.7
none,2.5,0.01,True,1,24,4,False,after_each_move,1.25,none,83,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",250.0,"[9, 6, 1, 8, 2, 12]",True,1.7
objectLevel,3.82,0.01,True,6,24,4,True,after_each_move,0.1,full,84,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",381.8,"[5, 1, 11, 10, 7, 0]",True,1.7
featureBased,0.16,0.01,True,5,24,4,True,after_each_move,4.0,full,85,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",16.0,"[2, 13, 4, 14, 10, 3]",True,1.7
featureBased,1.18,0.01,True,3,24,4,True,after_each_move,0.1,full,86,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",118.1,"[2, 12, 4, 0, 6, 3]",True,1.7
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,87,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-88.0,"[9, 13, 7, 8, 0, 1]",True,1.7
none,1.64,0.01,True,2,24,4,False,after_each_move,4.0,none,88,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",164.0,"[9, 3, 10, 5, 0, 7]",True,1.7
none,3.61,0.01,True,0,24,4,False,after_each_move,0.1,none,89,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",361.2,"[15, 14, 0, 12, 9, 11]",True,1.7
featureBased,1.84,0.01,True,4,24,4,True,after_each_move,1.25,full,90,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",184.0,"[10, 14, 1, 8, 3, 2]",True,1.7
none,0.0,0.01,False,0,24,4,False,after_each_move,0.1,none,91,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",,,True,1.7
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,92,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-4.0,"[7, 0, 11, 10, 14, 9]",True,1.7
none,0.16,0.01,True,1,24,4,False,after_each_move,1.25,none,93,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",16.0,"[3, 4, 7, 15, 0, 14]",True,1.7
featureBased,0.0,0.01,False,4,24,4,True,after_each_move,1.25,full,94,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",,,True,1.7
objectLevel,3.77,0.01,True,6,24,4,True,after_each_move,0.1,full,95,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",377.2,"[14, 0, 9, 4, 12, 10]",True,1.7
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,96,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-156.0,"[12, 14, 7, 13, 3, 15]",True,1.7
objectLevel,3.66,0.01,True,6,24,4,True,after_each_move,0.1,full,97,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",366.4,"[14, 6, 5, 1, 12, 10]",True,1.7
featureBased,1.06,0.01,True,4,24,4,True,after_each_move,1.25,full,98,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",106.25,"[0, 12, 15, 11, 1, 8]",True,1.7
objectLevel,2.17,0.01,True,7,24,4,True,after_each_move,1.25,full,99,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",217.0,"[0, 12, 2, 5, 13, 4]",True,1.7
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,100,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-56.0,"[10, 0, 1, 7, 8, 14]",True,1.7
featureBased,2.19,0.01,True,4,24,4,True,after_each_move,1.25,full,101,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",219.5,"[10, 11, 9, 1, 6, 4]",True,1.7
featureBased,0.01,0.01,True,4,24,4,True,after_each_move,1.25,full,102,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",0.5,"[11, 3, 6, 2, 4, 14]",True,1.7
objectLevel,0.88,0.01,True,8,24,4,True,after_each_move,4.0,full,103,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",88.0,"[8, 0, 12, 1, 10, 15]",True,1.7
featureBased,1.59,0.01,True,4,24,4,True,after_each_move,1.25,full,104,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",159.0,"[3, 2, 9, 8, 7, 11]",True,1.7
featureBased,1.63,0.01,True,4,24,4,True,after_each_move,1.25,full,105,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",162.5,"[3, 15, 2, 13, 10, 1]",True,1.7
none,0.03,0.01,True,1,24,4,False,after_each_move,1.25,none,106,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",3.25,"[9, 6, 14, 8, 3, 12]",True,1.7
featureBased,0.0,0.01,False,5,24,4,True,after_each_move,4.0,full,107,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",,,True,1.7
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,108,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-108.0,"[6, 2, 3, 10, 5, 8]",True,1.7
featureBased,1.62,0.01,True,4,24,4,True,after_each_move,1.25,full,109,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",161.5,"[5, 10, 4, 3, 8, 6]",True,1.7
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,110,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-72.0,"[10, 15, 9, 0, 6, 1]",True,1.7
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,111,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-80.0,"[0, 15, 10, 14, 9, 13]",True,1.7
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,112,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-80.0,"[3, 10, 2, 7, 12, 0]",True,1.7
objectLevel,0.0,0.01,False,6,24,4,True,after_each_move,0.1,full,113,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",,,True,1.7
none,0.0,0.01,False,2,24,4,False,after_each_move,4.0,none,114,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",,,True,1.7
featureBased,3.74,0.01,True,3,24,4,True,after_each_move,0.1,full,115,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",373.6,"[7, 0, 12, 11, 8, 15]",True,1.7
none,0.98,0.01,True,1,24,4,False,after_each_move,1.25,none,116,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",97.75,"[5, 9, 11, 7, 4, 10]",True,1.7
none,1.36,0.01,True,0,24,4,False,after_each_move,0.1,none,117,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",136.0,"[15, 1, 3, 5, 8, 9]",True,1.7
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,118,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-12.0,"[14, 13, 15, 12, 0, 3]",True,1.7
