PR_type,bonus,bonus_rate,completed,condition,delay_hours,delay_window,feedback,frequencyOfFB,info_cost,message,pid,score,test_idx,time_limit,version
none,0.8,0.01,True,0,24,4,False,after_each_move,0.01,none,29,79.7,"[7, 6, 11, 0, 4, 13]",True,0.995
none,0.0,0.01,True,3,24,4,False,after_each_move,1.25,none,30,-24.0,"[11, 2, 10, 5, 14, 1]",True,0.995
none,3.89,0.01,True,1,24,4,False,after_each_move,0.05,none,31,389.4,"[11, 0, 14, 13, 8, 2]",True,0.995
none,0.35,0.01,True,3,24,4,False,after_each_move,1.25,none,32,34.75,"[12, 6, 9, 4, 5, 8]",True,0.995
none,0.0,0.01,True,0,24,4,False,after_each_move,0.01,none,33,-40.16,"[1, 4, 14, 12, 9, 10]",True,0.995
none,3.98,0.01,True,0,24,4,False,after_each_move,0.01,none,34,398.2,"[7, 0, 5, 8, 15, 3]",True,0.995
none,0.0,0.01,True,0,24,4,False,after_each_move,0.01,none,35,-80.0,"[2, 12, 5, 10, 1, 9]",True,0.995
none,0.47,0.01,True,1,24,4,False,after_each_move,0.05,none,36,47.2,"[7, 2, 1, 4, 14, 5]",True,0.995
none,0.88,0.01,True,0,24,4,False,after_each_move,0.01,none,37,87.91,"[11, 12, 4, 1, 2, 15]",True,0.995
none,1.37,0.01,True,3,24,4,False,after_each_move,1.25,none,38,137.25,"[5, 8, 1, 11, 2, 4]",True,0.995
none,3.8,0.01,True,2,24,4,False,after_each_move,0.1,none,39,379.6,"[10, 11, 4, 13, 7, 8]",True,0.995
none,0.0,0.01,True,2,24,4,False,after_each_move,0.1,none,40,-0.1,"[13, 2, 10, 1, 9, 0]",True,0.995
none,0.0,0.01,True,0,24,4,False,after_each_move,0.01,none,41,-32.0,"[12, 14, 2, 5, 4, 1]",True,0.995
none,3.39,0.01,True,2,24,4,False,after_each_move,0.1,none,42,338.7,"[11, 12, 1, 10, 3, 14]",True,0.995
none,0.16,0.01,True,3,24,4,False,after_each_move,1.25,none,43,16.0,"[6, 4, 10, 12, 2, 8]",True,0.995
none,2.18,0.01,True,2,24,4,False,after_each_move,0.1,none,44,218.1,"[5, 11, 0, 1, 12, 6]",True,0.995
none,3.52,0.01,True,1,24,4,False,after_each_move,0.05,none,45,352.25,"[7, 3, 8, 6, 14, 5]",True,0.995
none,0.0,0.01,True,2,24,4,False,after_each_move,0.1,none,46,-32.0,"[0, 14, 2, 1, 9, 15]",True,0.995
none,3.6,0.01,True,1,24,4,False,after_each_move,0.05,none,47,360.05,"[4, 13, 1, 5, 12, 0]",True,0.995
none,3.79,0.01,True,2,24,4,False,after_each_move,0.1,none,48,378.6,"[8, 6, 0, 5, 10, 2]",True,0.995
none,1.91,0.01,True,3,24,4,False,after_each_move,1.25,none,49,190.75,"[9, 11, 1, 0, 13, 2]",True,0.995
none,2.95,0.01,True,2,24,4,False,after_each_move,0.1,none,50,295.1,"[7, 6, 9, 8, 10, 5]",True,0.995
none,0.0,0.01,True,0,24,4,False,after_each_move,0.01,none,51,-0.26,"[0, 8, 2, 4, 11, 3]",True,0.995
none,2.01,0.01,True,3,24,4,False,after_each_move,1.25,none,52,200.75,"[12, 2, 13, 11, 9, 5]",True,0.995
none,1.53,0.01,True,2,24,4,False,after_each_move,0.1,none,53,153.1,"[2, 9, 8, 5, 0, 13]",True,0.995
none,2.58,0.01,True,1,24,4,False,after_each_move,0.05,none,54,258.25,"[13, 6, 2, 11, 15, 1]",True,0.995
none,0.0,0.01,False,3,24,4,False,after_each_move,1.25,none,55,,,True,0.995
none,3.82,0.01,True,0,24,4,False,after_each_move,0.01,none,56,382.14,"[4, 13, 14, 8, 7, 2]",True,0.995
none,1.32,0.01,True,3,24,4,False,after_each_move,1.25,none,57,132.0,"[15, 14, 8, 1, 4, 2]",True,0.995
none,0.0,0.01,False,2,24,4,False,after_each_move,0.1,none,58,,,True,0.995
none,2.3,0.01,True,3,24,4,False,after_each_move,1.25,none,59,230.25,"[15, 7, 3, 12, 4, 5]",True,0.995
none,0.0,0.01,True,0,24,4,False,after_each_move,0.01,none,60,-24.16,"[5, 4, 10, 2, 1, 9]",True,0.995
none,1.26,0.01,True,1,24,4,False,after_each_move,0.05,none,61,126.4,"[3, 9, 1, 7, 13, 10]",True,0.995
none,3.53,0.01,True,1,24,4,False,after_each_move,0.05,none,62,353.4,"[8, 14, 5, 3, 1, 10]",True,0.995
none,1.96,0.01,True,1,24,4,False,after_each_move,0.05,none,63,196.4,"[3, 13, 12, 0, 7, 6]",True,0.995
none,1.58,0.01,True,3,24,4,False,after_each_move,1.25,none,64,158.0,"[11, 5, 14, 0, 12, 7]",True,0.995
none,3.68,0.01,True,1,24,4,False,after_each_move,0.05,none,65,368.3,"[0, 5, 13, 7, 12, 4]",True,0.995
none,0.0,0.01,False,3,24,4,False,after_each_move,1.25,none,66,,,True,0.995
none,2.5,0.01,True,2,24,4,False,after_each_move,0.1,none,67,250.0,"[15, 12, 4, 10, 2, 1]",True,0.995
none,1.34,0.01,True,2,24,4,False,after_each_move,0.1,none,68,133.6,"[15, 1, 5, 11, 2, 14]",True,0.995
none,0.0,0.01,False,3,24,4,False,after_each_move,1.25,none,69,,,True,0.995
none,3.74,0.01,True,0,24,4,False,after_each_move,0.01,none,70,374.27,"[4, 6, 3, 13, 10, 7]",True,0.995
none,3.98,0.01,True,0,24,4,False,after_each_move,0.01,none,71,397.99,"[0, 2, 14, 1, 4, 12]",True,0.995
none,0.69,0.01,True,1,24,4,False,after_each_move,0.05,none,72,69.2,"[0, 9, 4, 7, 14, 13]",True,0.995
none,1.12,0.01,True,0,24,4,False,after_each_move,0.01,none,73,112.0,"[10, 5, 9, 11, 14, 15]",True,0.995
none,2.14,0.01,True,3,24,4,False,after_each_move,1.25,none,74,213.75,"[14, 10, 8, 6, 9, 3]",True,0.995
none,0.56,0.01,True,2,24,4,False,after_each_move,0.1,none,75,56.0,"[13, 4, 1, 3, 7, 14]",True,0.995
none,3.9,0.01,True,0,24,4,False,after_each_move,0.01,none,76,390.15,"[13, 8, 14, 7, 5, 12]",True,0.995
none,1.45,0.01,True,3,24,4,False,after_each_move,1.25,none,77,145.0,"[6, 11, 5, 10, 8, 12]",True,0.995
none,1.43,0.01,True,3,24,4,False,after_each_move,1.25,none,78,143.25,"[3, 1, 4, 14, 0, 10]",True,0.995
none,2.31,0.01,True,0,24,4,False,after_each_move,0.01,none,79,230.95,"[6, 3, 13, 11, 7, 15]",True,0.995
none,0.0,0.01,True,3,24,4,False,after_each_move,1.25,none,80,-28.25,"[9, 4, 11, 1, 8, 5]",True,0.995
none,3.64,0.01,True,2,24,4,False,after_each_move,0.1,none,81,363.8,"[1, 7, 8, 14, 6, 5]",True,0.995
none,3.57,0.01,True,1,24,4,False,after_each_move,0.05,none,82,356.55,"[0, 14, 7, 12, 6, 15]",True,0.995
none,1.4,0.01,True,2,24,4,False,after_each_move,0.1,none,83,140.3,"[1, 0, 11, 12, 7, 4]",True,0.995
none,0.0,0.01,True,1,24,4,False,after_each_move,0.05,none,84,-24.0,"[10, 11, 15, 3, 2, 1]",True,0.995
none,3.18,0.01,True,2,24,4,False,after_each_move,0.1,none,85,317.7,"[6, 13, 3, 4, 2, 9]",True,0.995
none,3.37,0.01,True,2,24,4,False,after_each_move,0.1,none,86,336.7,"[0, 9, 14, 1, 4, 10]",True,0.995
none,0.62,0.01,True,3,24,4,False,after_each_move,1.25,none,87,62.0,"[12, 15, 0, 1, 14, 7]",True,0.995
none,0.0,0.01,False,2,24,4,False,after_each_move,0.1,none,88,,,True,0.995
none,3.58,0.01,True,0,24,4,False,after_each_move,0.01,none,89,357.88,"[6, 15, 7, 3, 12, 13]",True,0.995
none,1.8,0.01,True,2,24,4,False,after_each_move,0.1,none,90,180.1,"[3, 10, 2, 1, 15, 5]",True,0.995
none,0.87,0.01,True,3,24,4,False,after_each_move,1.25,none,91,86.75,"[14, 3, 0, 9, 12, 8]",True,0.995
none,0.0,0.01,False,1,24,4,False,after_each_move,0.05,none,92,,,True,0.995
none,0.24,0.01,True,1,24,4,False,after_each_move,0.05,none,93,24.0,"[7, 8, 4, 13, 3, 15]",True,0.995
none,0.0,0.01,True,1,24,4,False,after_each_move,0.05,none,94,-96.0,"[15, 13, 1, 2, 12, 9]",True,0.995
none,1.86,0.01,True,3,24,4,False,after_each_move,1.25,none,95,185.5,"[14, 7, 15, 1, 9, 13]",True,0.995
none,0.24,0.01,True,3,24,4,False,after_each_move,1.25,none,96,24.0,"[15, 14, 0, 6, 12, 9]",True,0.995
none,3.65,0.01,True,2,24,4,False,after_each_move,0.1,none,97,364.8,"[6, 0, 1, 10, 11, 13]",True,0.995
none,0.16,0.01,True,2,24,4,False,after_each_move,0.1,none,98,15.7,"[15, 14, 9, 12, 3, 8]",True,0.995
none,3.84,0.01,True,2,24,4,False,after_each_move,0.1,none,99,383.6,"[7, 0, 9, 3, 2, 11]",True,0.995
none,2.93,0.01,True,2,24,4,False,after_each_move,0.1,none,100,292.8,"[12, 6, 4, 14, 13, 10]",True,0.995
none,3.98,0.01,True,0,24,4,False,after_each_move,0.01,none,101,398.31,"[7, 4, 12, 0, 15, 5]",True,0.995
none,0.0,0.01,False,3,24,4,False,after_each_move,1.25,none,102,,,True,0.995
none,3.53,0.01,True,2,24,4,False,after_each_move,0.1,none,103,352.6,"[14, 12, 13, 11, 6, 5]",True,0.995
none,0.64,0.01,True,3,24,4,False,after_each_move,1.25,none,104,64.0,"[14, 0, 7, 5, 11, 13]",True,0.995
none,0.0,0.01,False,1,24,4,False,after_each_move,0.05,none,105,,,True,0.995
none,0.0,0.01,True,2,24,4,False,after_each_move,0.1,none,106,-40.7,"[9, 0, 6, 8, 5, 4]",True,0.995
none,0.0,0.01,True,2,24,4,False,after_each_move,0.1,none,107,-24.0,"[5, 1, 3, 8, 11, 14]",True,0.995
none,3.9,0.01,True,0,24,4,False,after_each_move,0.01,none,108,390.01,"[15, 9, 5, 14, 2, 1]",True,0.995
none,3.98,0.01,True,0,24,4,False,after_each_move,0.01,none,109,397.83,"[0, 13, 5, 10, 15, 4]",True,0.995
none,1.55,0.01,True,3,24,4,False,after_each_move,1.25,none,110,154.75,"[2, 9, 3, 8, 10, 5]",True,0.995
none,3.05,0.01,True,1,24,4,False,after_each_move,0.05,none,111,305.1,"[14, 1, 2, 9, 13, 15]",True,0.995
none,1.86,0.01,True,3,24,4,False,after_each_move,1.25,none,112,186.0,"[11, 1, 3, 4, 5, 14]",True,0.995
none,1.28,0.01,True,3,24,4,False,after_each_move,1.25,none,113,127.5,"[9, 7, 1, 10, 6, 3]",True,0.995
none,0.0,0.01,True,3,24,4,False,after_each_move,1.25,none,114,-80.0,"[15, 10, 4, 2, 5, 14]",True,0.995
none,3.97,0.01,True,0,24,4,False,after_each_move,0.01,none,115,397.44,"[11, 13, 4, 9, 15, 1]",True,0.995
none,3.91,0.01,True,0,24,4,False,after_each_move,0.01,none,116,390.61,"[10, 12, 5, 8, 3, 11]",True,0.995
none,3.66,0.01,True,0,24,4,False,after_each_move,0.01,none,117,365.72,"[6, 8, 1, 11, 10, 9]",True,0.995
none,0.0,0.01,True,2,24,4,False,after_each_move,0.1,none,118,-1.6,"[3, 15, 11, 5, 4, 12]",True,0.995
none,1.91,0.01,True,3,24,4,False,after_each_move,1.25,none,119,191.0,"[3, 6, 12, 9, 13, 15]",True,0.995
none,3.34,0.01,True,0,24,4,False,after_each_move,0.01,none,120,334.42,"[14, 0, 9, 2, 8, 6]",True,0.995
none,0.56,0.01,True,3,24,4,False,after_each_move,1.25,none,121,55.75,"[1, 3, 13, 2, 15, 8]",True,0.995
none,0.0,0.01,False,0,24,4,False,after_each_move,0.01,none,122,,,True,0.995
none,3.43,0.01,True,2,24,4,False,after_each_move,0.1,none,123,342.9,"[4, 2, 1, 8, 0, 10]",True,0.995
none,0.0,0.01,True,0,24,4,False,after_each_move,0.01,none,124,-72.0,"[8, 2, 11, 10, 15, 3]",True,0.995
none,2.11,0.01,True,3,24,4,False,after_each_move,1.25,none,125,211.25,"[9, 3, 0, 6, 12, 2]",True,0.995
none,3.98,0.01,True,0,24,4,False,after_each_move,0.01,none,126,398.28,"[8, 9, 13, 0, 7, 11]",True,0.995
none,0.0,0.01,False,2,24,4,False,after_each_move,0.1,none,127,,,True,0.995
none,3.35,0.01,True,1,24,4,False,after_each_move,0.05,none,128,334.6,"[13, 8, 1, 9, 3, 15]",True,0.995
none,0.0,0.01,True,1,24,4,False,after_each_move,0.05,none,129,-112.0,"[14, 1, 5, 10, 12, 6]",True,0.995
none,3.75,0.01,True,2,24,4,False,after_each_move,0.1,none,130,375.3,"[5, 10, 0, 12, 15, 8]",True,0.995
none,3.34,0.01,True,1,24,4,False,after_each_move,0.05,none,131,334.15,"[4, 11, 2, 12, 1, 5]",True,0.995
none,3.6,0.01,True,1,24,4,False,after_each_move,0.05,none,132,359.7,"[5, 13, 11, 2, 12, 6]",True,0.995
none,3.97,0.01,True,0,24,4,False,after_each_move,0.01,none,133,397.45,"[8, 10, 1, 7, 6, 15]",True,0.995
none,3.91,0.01,True,1,24,4,False,after_each_move,0.05,none,134,391.35,"[14, 9, 7, 6, 1, 2]",True,0.995
none,1.1,0.01,True,3,24,4,False,after_each_move,1.25,none,135,110.0,"[7, 9, 1, 0, 6, 13]",True,0.995
none,0.0,0.01,False,2,24,4,False,after_each_move,0.1,none,136,,,True,0.995
none,1.26,0.01,True,2,24,4,False,after_each_move,0.1,none,137,126.1,"[14, 8, 10, 2, 9, 6]",True,0.995
none,3.51,0.01,True,1,24,4,False,after_each_move,0.05,none,138,351.05,"[8, 14, 2, 1, 5, 6]",True,0.995
