action_times,actions,block,path,queries,rewards,rt,score,simulation_mode,state_rewards,time_elapsed,trial_index,trial_time,trial_type,pid
[],[],demo,"[u'0', 9, 10, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [12], u'time': [996]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-2, -8, 48]",[],37.0,[],"[u'', -4, -4, 48, -24, -4, 4, -48, 48, -2, -8, 24, 48]",199346,8.0,4749.0,mouselab-mdp,127
[],[],demo,"[u'0', 9, 10, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [12], u'time': [1000]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[2, 8, 48]",[],57.0,[],"[u'', -2, 8, 24, -48, 4, 4, -48, -24, 2, 8, -48, 48]",204928,9.0,4520.0,mouselab-mdp,127
[],[],demo,"[u'0', 5, 6, 8]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [8], u'time': [914]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[2, -8, 48]",[],41.0,[],"[u'', -4, -8, -48, 24, 2, -8, -48, 48, 2, -8, -24, 24]",201866,0.0,8384.0,mouselab-mdp,128
[],[],demo,"[u'0', 1, 2, 4]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [8, 11, 4], u'time': [997, 1998, 3002]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-2, 8, 48]",[],51.0,[],"[u'', -2, 8, -24, 48, 2, -4, 48, 24, -2, 8, -24, -24]",210044,1.0,7104.0,mouselab-mdp,128
[],[],demo,"[u'0', 1, 2, 3]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [8, 12, 7, 4, 11, 3], u'time': [996, 1999, 3000, 4004, 5007, 6010]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[4, 4, 48]",[],50.0,[],"[u'', 4, 4, 48, 24, 4, -4, 24, -48, -2, -8, -24, -48]",225254,2.0,14148.0,mouselab-mdp,128
[],[],demo,"[u'0', 9, 10, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [3, 8, 12, 7, 11], u'time': [996, 1999, 3001, 4004, 5008]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[4, -4, 48]",[],43.0,[],"[u'', 4, -8, 24, 24, 2, 4, -24, 24, 4, -4, 48, -48]",234768,3.0,8455.0,mouselab-mdp,128
[],[],demo,"[u'0', 1, 2, 4]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [11, 12, 3, 4], u'time': [996, 1998, 3001, 4003]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-4, 4, 48]",[],44.0,[],"[u'', -4, 4, -24, 48, -4, -8, -24, 48, -4, 8, -24, -48]",244272,4.0,8380.0,mouselab-mdp,128
[],[],demo,"[u'0', 9, 10, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [7, 11], u'time': [999, 2003]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[2, -4, 48]",[],44.0,[],"[u'', 4, 8, 24, 24, -4, -4, -24, -48, 2, -4, 48, 48]",255660,5.0,10320.0,mouselab-mdp,128
[],[],demo,"[u'0', 9, 10, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [11], u'time': [998]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[4, -4, 48]",[],47.0,[],"[u'', -2, 8, -24, 48, 2, 4, -48, 24, 4, -4, 48, 48]",260978,6.0,4260.0,mouselab-mdp,128
[],[],demo,"[u'0', 1, 2, 4]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [7, 11, 3, 8, 12, 4], u'time': [998, 2001, 3003, 4005, 5008, 6011]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[2, -4, 48]",[],40.0,[],"[u'', 2, -4, -48, 48, -4, -8, -24, -24, -4, 4, -48, 24]",271225,7.0,9174.0,mouselab-mdp,128
[],[],demo,"[u'0', 1, 2, 3]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [7, 3], u'time': [998, 2002]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[2, 8, 48]",[],56.0,[],"[u'', 2, 8, 48, -24, 2, 8, -24, 24, -4, -4, -48, 24]",277339,8.0,5056.0,mouselab-mdp,128
[],[],demo,"[u'0', 5, 6, 8]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [8], u'time': [998]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-2, 4, 48]",[],49.0,[],"[u'', -2, 4, -24, 48, -2, 4, -24, 48, 4, -8, 24, 48]",283253,9.0,4857.0,mouselab-mdp,128
"[30891, 32096, 33282]","[u'up', u'up', u'right']",training,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'4', u'3', u'1'], u'time': [22338, 24523, 26830, 28408]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[2, 8, 48]","[30886, 690, 679]",54.0,"[None, None, None]","[u'', 2, 8, 48, -24, -4, -4, -48, 24, -4, -8, -48, -24]",729948,0.0,37673.0,mouselab-mdp,129
"[17563, 18627, 19480]","[u'up', u'up', u'left']",training,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'7', u'8', u'11', u'12', u'4', u'3', u'2', u'9', u'10', u'6', u'1'], u'time': [4270, 6580, 9599, 10478, 11564, 12350, 12945, 13657, 14696, 15339, 15892, 16730]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[2, -4, 24]","[17562, 546, 341]",10.0,"[None, None, None]","[u'', 2, -4, 24, 24, -4, 4, -24, -24, -2, 4, -24, -48]",751997,1.0,20957.0,mouselab-mdp,129
"[6427, 7113, 8066]","[u'left', u'left', u'up']",training,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'3', u'7', u'8', u'12', u'11'], u'time': [1454, 2331, 3284, 3869, 4700, 5257]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-2, 8, 48]","[6425, 180, 439]",48.0,"[None, None, None]","[u'', 2, 4, -48, -24, -4, -8, 24, -48, -2, 8, 48, -24]",762346,2.0,9324.0,mouselab-mdp,129
"[7604, 8295, 8961]","[u'up', u'up', u'left']",training,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'3', u'7', u'8', u'12', u'11', u'2', u'1', u'10', u'5'], u'time': [720, 1292, 1773, 2290, 2784, 3293, 5283, 5734, 6329, 6882]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[2, 4, 24]","[7602, 180, 162]",20.0,"[None, None, None]","[u'', 2, 4, -24, 24, 4, 8, -48, -48, -4, -4, -48, -24]",774182,3.0,10778.0,mouselab-mdp,129
"[15417, 15926, 16438]","[u'up', u'up', u'left']",training,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'4', u'3', u'2', u'11', u'7', u'8', u'12'], u'time': [4070, 6833, 10942, 11663, 12647, 13553, 14193, 14731]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-2, -8, 48]","[15412, 7, 5]",30.0,"[None, None, None]","[u'', -2, -8, 24, 48, -2, 8, -24, -24, -2, -4, 24, -24]",793243,4.0,17994.0,mouselab-mdp,129
"[3183, 3718, 4299]","[u'up', u'up', u'left']",training,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'2', u'1'], u'time': [1114, 1733, 2302]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[4, 4, 48]","[3179, 23, 57]",53.0,"[None, None, None]","[u'', 4, 4, -48, 48, -2, 4, -48, -24, -2, -4, -48, 24]",802786,5.0,8465.0,mouselab-mdp,129
"[12418, 13624, 14309]","[u'up', u'up', u'right']",training,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'2', u'4', u'3'], u'time': [3839, 6646, 9020, 11387]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[2, -4, 48]","[12415, 686, 173]",42.0,"[None, None, None]","[u'', 2, -4, 48, 24, -2, -4, 24, 24, 2, -8, -24, 24]",821140,6.0,17275.0,mouselab-mdp,129
"[13319, 19848, 20790]","[u'left', u'left', u'up']",training,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'2', u'4', u'3', u'7', u'8', u'12', u'11'], u'time': [4091, 7980, 8288, 9083, 9661, 10210, 11388, 11992]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-2, 4, 48]","[13317, 2000, 430]",42.0,"[None, None, None]","[u'', 4, -4, 48, -48, -2, -8, 24, 24, -2, 4, 48, -48]",845597,7.0,23388.0,mouselab-mdp,129
"[5803, 6500, 7189]","[u'right', u'right', u'up']",training,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'4', u'7', u'8', u'12', u'11'], u'time': [1274, 2359, 3033, 3705, 4413, 4981]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-2, 8, 48]","[5802, 189, 177]",48.0,"[None, None, None]","[u'', 2, 8, -24, -48, -2, 8, 48, 24, 4, 8, -24, -48]",856280,8.0,9619.0,mouselab-mdp,129
"[6394, 7056, 7718]","[u'left', u'left', u'up']",training,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'3', u'7', u'8', u'12', u'11', u'10'], u'time': [983, 1524, 2060, 2558, 3824, 4354, 5352]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-2, 8, 24]","[6392, 145, 157]",23.0,"[None, None, None]","[u'', 2, 4, -24, -48, -2, -4, -24, -24, -2, 8, 24, -24]",866159,9.0,8801.0,mouselab-mdp,129
"[13805, 14640, 15432]","[u'left', u'left', u'up']",training,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'11'], u'time': [2013]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-4, -4, 48]","[13801, 334, 278]",39.0,"[None, None, None]","[u'', -4, 8, 48, 24, 2, -8, -48, -24, -4, -4, 48, -24]",263322,0.0,17743.0,mouselab-mdp,131
"[8276, 14460, 15380]","[u'right', u'right', u'down']",training,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'7', u'8', u'4'], u'time': [2113, 2759, 5899]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[4, -8, 48]","[8272, 1677, 431]",41.0,"[None, None, None]","[u'', 4, -8, 24, 48, 4, -8, -24, 48, -2, -8, 24, -24]",282048,1.0,17681.0,mouselab-mdp,131
"[10428, 11108, 11780]","[u'left', u'left', u'up']",training,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'11', u'8', u'12', u'3', u'4', u'7', u'10'], u'time': [1896, 4015, 4807, 5583, 6175, 6895, 9627]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-2, 8, 24]","[10423, 185, 157]",23.0,"[None, None, None]","[u'', 2, 4, -24, -48, -2, -4, -24, -24, -2, 8, 24, -24]",297115,2.0,14020.0,mouselab-mdp,131
"[6828, 7820, 8564]","[u'left', u'left', u'up']",training,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'7', u'11', u'10'], u'time': [1431, 2326, 3422]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-4, 4, 48]","[6826, 488, 249]",45.0,"[None, None, None]","[u'', -2, -4, 48, 24, 2, 4, -48, 48, -4, 4, 48, 24]",309883,3.0,11732.0,mouselab-mdp,131
"[9278, 9886, 10662]","[u'right', u'right', u'down']",training,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'8', u'11', u'12', u'7', u'3', u'6'], u'time': [1889, 3437, 4568, 5033, 5736, 6329, 7593]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[4, 8, 24]","[9276, 102, 263]",29.0,"[None, None, None]","[u'', 2, 4, 24, -24, 4, 8, -48, 24, 4, -8, -24, 24]",323331,4.0,12414.0,mouselab-mdp,131
"[7493, 8325, 9109]","[u'up', u'up', u'right']",training,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'7', u'12', u'11', u'8', u'4', u'3'], u'time': [2268, 3535, 4127, 4831, 5577, 6470]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[2, 8, 48]","[7489, 325, 292]",52.0,"[None, None, None]","[u'', 2, 8, 48, 24, -2, 4, 24, 24, -2, -4, -48, -24]",335666,5.0,11300.0,mouselab-mdp,131
"[7487, 8221, 8814]","[u'up', u'up', u'left']",training,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'11', u'12', u'7', u'8', u'3', u'4', u'2'], u'time': [1222, 1985, 2665, 3153, 3753, 4513, 6449]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[2, 4, 24]","[7483, 239, 99]",23.0,"[None, None, None]","[u'', 2, 4, -24, 24, 4, 8, -48, -48, -4, -4, -48, -24]",347202,6.0,10502.0,mouselab-mdp,131
"[4007, 4583, 5167]","[u'left', u'left', u'up']",training,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'11', u'10'], u'time': [1367, 2873]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-2, 8, 48]","[4005, 69, 71]",52.0,"[None, None, None]","[u'', 4, -4, -48, -48, 4, 8, 24, -24, -2, 8, 48, -48]",357515,7.0,9279.0,mouselab-mdp,131
"[4824, 5344, 5871]","[u'left', u'left', u'down']",training,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'7', u'8', u'12', u'10'], u'time': [1158, 1946, 3138, 4113]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-4, 4, 48]","[4818, 17, 10]",44.0,"[None, None, None]","[u'', -4, 4, 24, 24, 2, 8, -24, 24, -4, 4, -24, 48]",368226,8.0,9671.0,mouselab-mdp,131
"[6703, 7454, 8119]","[u'up', u'up', u'right']",training,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'8', u'7', u'12', u'11', u'3', u'2'], u'time': [1013, 2321, 3017, 3664, 4217, 4825, 5344]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[2, -4, 24]","[6699, 232, 163]",15.0,"[None, None, None]","[u'', 2, -4, 24, 24, -4, 4, -24, -24, -2, 4, -24, -48]",379059,9.0,9798.0,mouselab-mdp,131
[],[],demo,"[u'0', 1, 2, 4]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [8, 11, 4], u'time': [836, 1835, 2841]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-2, 8, 48]",[],51.0,[],"[u'', -2, 8, -24, 48, 2, -4, 48, 24, -2, 8, -24, -24]",330993,0.0,10406.0,mouselab-mdp,132
[],[],demo,"[u'0', 9, 10, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [3, 8, 12, 7, 11], u'time': [998, 2005, 3008, 4013, 5019]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[4, -4, 48]",[],43.0,[],"[u'', 4, -8, 24, 24, 2, 4, -24, 24, 4, -4, 48, -48]",341224,1.0,9175.0,mouselab-mdp,132
[],[],demo,"[u'0', 9, 10, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [12, 7, 8, 11], u'time': [1002, 2006, 3009, 4009]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[4, -4, 48]",[],44.0,[],"[u'', 4, -4, -48, -48, -4, 8, -48, -24, 4, -4, 48, -24]",350744,2.0,8478.0,mouselab-mdp,132
[],[],demo,"[u'0', 9, 10, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [3, 4, 7, 8, 11], u'time': [1001, 2004, 3009, 4008, 5015]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[4, 8, 48]",[],55.0,[],"[u'', 2, -4, -24, -24, -4, 4, 24, -48, 4, 8, 48, 48]",360649,3.0,8851.0,mouselab-mdp,132
[],[],demo,"[u'0', 5, 6, 7]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [3, 4, 8, 12, 7], u'time': [1002, 2006, 3010, 4011, 5015]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-4, 8, 48]",[],47.0,[],"[u'', -2, 4, 24, 24, -4, 8, 48, 24, -4, 8, -48, -24]",370425,4.0,8735.0,mouselab-mdp,132
[],[],demo,"[u'0', 5, 6, 7]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [11, 7], u'time': [998, 2003]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-2, -8, 48]",[],36.0,[],"[u'', -4, -8, 48, -48, -2, -8, 48, 24, -2, 8, 24, -24]",377136,5.0,5671.0,mouselab-mdp,132
[],[],demo,"[u'0', 9, 10, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [4, 7, 3, 8, 11], u'time': [1000, 2002, 3006, 4010, 5009]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[4, -4, 48]",[],43.0,[],"[u'', -2, 8, -24, 24, 2, -8, -48, -24, 4, -4, 48, -48]",392393,6.0,14213.0,mouselab-mdp,132
[],[],demo,"[u'0', 5, 6, 7]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [7], u'time': [1002]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[4, 8, 48]",[],59.0,[],"[u'', -2, -8, -24, 48, 4, 8, 48, -48, -4, -8, -24, -48]",400728,7.0,7296.0,mouselab-mdp,132
[],[],demo,"[u'0', 9, 10, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [4, 11, 7, 12, 8, 3, 2], u'time': [1003, 2007, 3011, 4010, 5018, 6017, 7021]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[2, -8, 24]",[],11.0,[],"[u'', -2, -8, -48, 24, -4, -4, -24, -48, 2, -8, 24, 24]",431682,8.0,29917.0,mouselab-mdp,132
[],[],demo,"[u'0', 1, 2, 4]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [4, 11, 8, 3, 7, 12], u'time': [999, 2003, 3006, 4009, 5011, 6016]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-4, 8, 24]",[],22.0,[],"[u'', -4, 8, -24, 24, 2, -8, -48, -48, -4, -4, -48, -48]",447008,9.0,14277.0,mouselab-mdp,132
[],[],demo,"[u'0', 1, 2, 4]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [4], u'time': [769]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-2, 8, 48]",[],53.0,[],"[u'', -2, 8, 24, 48, 2, 4, -24, 24, 4, 8, 48, 24]",214525,0.0,6329.0,mouselab-mdp,135
[],[],demo,"[u'0', 9, 10, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [3, 4, 7, 8, 11], u'time': [997, 2026, 3038, 4056, 5059]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[4, 8, 48]",[],55.0,[],"[u'', 2, -4, -24, -24, -4, 4, 24, -48, 4, 8, 48, 48]",225795,1.0,9696.0,mouselab-mdp,135
[],[],demo,"[u'0', 1, 2, 4]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [7, 12, 4, 11, 8, 3, 2], u'time': [990, 2002, 3013, 4023, 5037, 6053, 7062]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-4, 8, 24]",[],21.0,[],"[u'', -4, 8, -48, 24, -2, 4, -48, -48, 4, 8, -24, 24]",238176,2.0,11054.0,mouselab-mdp,135
[],[],demo,"[u'0', 9, 10, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [12, 8, 11], u'time': [974, 1983, 2992]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[4, -8, 48]",[],41.0,[],"[u'', 2, 4, -48, 24, -4, 8, 24, -48, 4, -8, 48, 24]",246852,3.0,7216.0,mouselab-mdp,135
[],[],demo,"[u'0', 9, 10, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [12], u'time': [966]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[4, -8, 48]",[],43.0,[],"[u'', 4, -4, 24, 24, 4, 4, 48, -48, 4, -8, -24, 48]",253277,4.0,5001.0,mouselab-mdp,135
