,pid,temp,p_error,logp,satisfice,prune,model,trial_idx
5959,143,1e-10,0.98,-21.849220448338965,5.0,-30.0,breadth_first,3
5960,143,1e-10,0.24,-12.653961823038607,10.0,-30.0,progressive_deepening,3
5961,143,1.8420699693267164,0.24,-12.900144052843986,10.0,-30.0,best_first,3
5962,143,1e-05,0.48,-17.50855793411385,,,optimal,3
5963,143,1e-10,1.0,-21.85901667256348,,,random,3
5964,143,1e-10,0.9,-11.781216348107359,5.0,-30.0,depth_first,4
5965,143,1e-10,0.9,-11.781216348107359,5.0,-30.0,breadth_first,4
5966,143,1e-10,0.9,-11.781216348107359,5.0,-30.0,progressive_deepening,4
5967,143,1e-05,0.9,-11.781216348107359,5.0,-30.0,best_first,4
5968,143,1e-05,0.01,-5.91969082609729,,,optimal,4
5969,143,1e-10,1.0,-11.947560950378175,,,random,4
5970,143,1e-10,1.0,-15.972912641113323,5.0,-30.0,depth_first,5
5971,143,1e-10,1.0,-15.972912641113323,5.0,-30.0,breadth_first,5
5972,143,1e-10,1.0,-15.972912641113323,5.0,-30.0,progressive_deepening,5
5973,143,1e-05,1.0,-15.972912641113323,5.0,-30.0,best_first,5
5974,143,1e-05,0.01,-6.629114438930426,,,optimal,5
5975,143,1e-10,1.0,-15.972912641113323,,,random,5
5976,143,1e-10,0.8300000000000001,-9.381105804877004,5.0,-30.0,depth_first,6
5977,143,1e-10,0.8300000000000001,-9.381105804877004,5.0,-30.0,breadth_first,6
5978,143,1e-10,0.8300000000000001,-9.381105804877004,5.0,-30.0,progressive_deepening,6
5979,143,1e-05,0.8300000000000001,-9.381105804877004,5.0,-30.0,best_first,6
5980,143,1e-05,0.01,-4.8141660364000645,,,optimal,6
5981,143,1e-10,1.0,-9.750336373041954,,,random,6
5982,143,1e-10,0.55,-3.8643017884476185,5.0,-30.0,depth_first,7
5983,143,1e-10,0.55,-3.8643017884476185,5.0,-30.0,breadth_first,7
5984,143,1e-10,0.55,-3.8643017884476185,5.0,-30.0,progressive_deepening,7
5985,143,1e-05,0.55,-3.8643017884476185,5.0,-30.0,best_first,7
5986,143,1e-05,0.01,-1.8063675729911357,,,optimal,7
5987,143,1e-10,1.0,-5.049856007249537,,,random,7
5988,143,1e-10,1.0,-15.972912641113323,5.0,-30.0,depth_first,8
5989,143,1e-10,1.0,-15.972912641113323,5.0,-30.0,breadth_first,8
5990,143,1e-10,1.0,-15.972912641113323,5.0,-30.0,progressive_deepening,8
5991,143,1e-05,1.0,-15.972912641113323,5.0,-30.0,best_first,8
5992,143,1e-05,0.21,-11.020294876691398,,,optimal,8
5993,143,1e-10,1.0,-15.972912641113323,,,random,8
5994,143,1e-10,0.73,-6.76883995007713,5.0,-30.0,depth_first,9
5995,143,1e-10,0.73,-6.76883995007713,5.0,-30.0,breadth_first,9
5996,143,1e-10,0.73,-6.76883995007713,5.0,-30.0,progressive_deepening,9
5997,143,1e-05,0.73,-6.76883995007713,5.0,-30.0,best_first,9
5998,143,1e-05,0.01,-3.4215794435813742,,,optimal,9
5999,143,1e-10,1.0,-7.447751280047907,,,random,9
6000,143,1e-10,0.95,-13.983364371545422,5.0,-30.0,depth_first,10
6001,143,1e-10,0.95,-13.983364371545422,5.0,-30.0,breadth_first,10
6002,143,1e-10,0.95,-13.983364371545422,5.0,-30.0,progressive_deepening,10
6003,143,1e-05,0.95,-13.983364371545422,5.0,-30.0,best_first,10
6004,143,1e-05,0.01,-6.620506064393825,,,optimal,10
6005,143,1e-10,1.0,-14.02700249205801,,,random,10
6006,143,1e-10,0.55,-3.8643017884476185,5.0,-30.0,depth_first,11
6007,143,1e-10,0.55,-3.8643017884476185,5.0,-30.0,breadth_first,11
6008,143,1e-10,0.55,-3.8643017884476185,5.0,-30.0,progressive_deepening,11
6009,143,1e-05,0.55,-3.8643017884476185,5.0,-30.0,best_first,11
6010,143,1e-05,0.01,-1.8063675729911357,,,optimal,11
6011,143,1e-10,1.0,-5.049856007249537,,,random,11
6012,143,1e-10,0.55,-3.8643017884476185,5.0,-30.0,depth_first,12
6013,143,1e-10,0.55,-3.8643017884476185,5.0,-30.0,breadth_first,12
6014,143,1e-10,0.55,-3.8643017884476185,5.0,-30.0,progressive_deepening,12
6015,143,1e-05,0.55,-3.8643017884476185,5.0,-30.0,best_first,12
6016,143,1e-05,0.01,-1.8063675729911357,,,optimal,12
6017,143,1e-10,1.0,-5.049856007249537,,,random,12
6018,143,1e-10,1.0,-15.972912641113323,5.0,-30.0,depth_first,13
6019,143,1e-10,1.0,-15.972912641113323,5.0,-30.0,breadth_first,13
6020,143,1e-10,1.0,-15.972912641113323,5.0,-30.0,progressive_deepening,13
6021,143,1e-05,1.0,-15.972912641113323,5.0,-30.0,best_first,13
6022,143,1e-05,0.01,-6.629114438930426,,,optimal,13
6023,143,1e-10,1.0,-15.972912641113323,,,random,13
6024,143,1e-10,0.55,-3.8643017884476185,5.0,-30.0,depth_first,14
6025,143,1e-10,0.55,-3.8643017884476185,5.0,-30.0,breadth_first,14
6026,143,1e-10,0.55,-3.8643017884476185,5.0,-30.0,progressive_deepening,14
6027,143,1e-05,0.55,-3.8643017884476185,5.0,-30.0,best_first,14
6028,143,1e-05,0.01,-1.8063675729911357,,,optimal,14
6029,143,1e-10,1.0,-5.049856007249537,,,random,14
6030,143,1e-10,1.0,-15.972912641113323,5.0,-30.0,depth_first,15
6031,143,1e-10,1.0,-15.972912641113323,5.0,-30.0,breadth_first,15
6032,143,1e-10,1.0,-15.972912641113323,5.0,-30.0,progressive_deepening,15
6033,143,1e-05,1.0,-15.972912641113323,5.0,-30.0,best_first,15
6034,143,1e-05,0.01,-6.629114438930426,,,optimal,15
6035,143,1e-10,1.0,-15.972912641113323,,,random,15
6036,143,1e-10,1.0,-15.972912641113323,5.0,-30.0,depth_first,16
6037,143,1e-10,1.0,-15.972912641113323,5.0,-30.0,breadth_first,16
6038,143,1e-10,1.0,-15.972912641113323,5.0,-30.0,progressive_deepening,16
6039,143,1e-05,1.0,-15.972912641113323,5.0,-30.0,best_first,16
6040,143,1e-05,0.01,-6.629114438930426,,,optimal,16
6041,143,1e-10,1.0,-15.972912641113323,,,random,16
6042,143,1e-10,0.73,-6.76883995007713,5.0,-30.0,depth_first,17
6043,143,1e-10,0.73,-6.76883995007713,5.0,-30.0,breadth_first,17
6044,143,1e-10,0.73,-6.76883995007713,5.0,-30.0,progressive_deepening,17
6045,143,1e-05,0.73,-6.76883995007713,5.0,-30.0,best_first,17
6046,143,1e-05,0.01,-3.4215794435813742,,,optimal,17
6047,143,1e-10,1.0,-7.447751280047907,,,random,17
6048,143,1e-10,1.0,-15.972912641113323,5.0,-30.0,depth_first,18
6049,143,1e-10,1.0,-15.972912641113323,5.0,-30.0,breadth_first,18
6050,143,1e-10,1.0,-15.972912641113323,5.0,-30.0,progressive_deepening,18
6051,143,1e-05,1.0,-15.972912641113323,5.0,-30.0,best_first,18
6052,143,1e-05,0.01,-6.629114438930426,,,optimal,18
6053,143,1e-10,1.0,-15.972912641113323,,,random,18
6054,143,1e-10,0.95,-13.983364371545422,5.0,-30.0,depth_first,19
6055,143,1e-10,0.95,-13.983364371545422,5.0,-30.0,breadth_first,19
6056,143,1e-10,0.95,-13.983364371545422,5.0,-30.0,progressive_deepening,19
6057,143,1e-05,0.95,-13.983364371545422,5.0,-30.0,best_first,19
6058,143,1e-05,0.01,-6.620506064393825,,,optimal,19
6059,143,1e-10,1.0,-14.02700249205801,,,random,19
6060,143,1e-10,1.0,-15.972912641113323,5.0,-30.0,depth_first,20
6061,143,1e-10,1.0,-15.972912641113323,5.0,-30.0,breadth_first,20
6062,143,1e-10,1.0,-15.972912641113323,5.0,-30.0,progressive_deepening,20
6063,143,1e-05,1.0,-15.972912641113323,5.0,-30.0,best_first,20
6064,143,1e-05,0.21,-11.020294876691398,,,optimal,20
6065,143,1e-10,1.0,-15.972912641113323,,,random,20
6066,143,1e-10,0.95,-13.983364371545422,5.0,-30.0,depth_first,21
6067,143,1e-10,0.95,-13.983364371545422,5.0,-30.0,breadth_first,21
6068,143,1e-10,0.95,-13.983364371545422,5.0,-30.0,progressive_deepening,21
6069,143,1e-05,0.95,-13.983364371545422,5.0,-30.0,best_first,21
6070,143,1e-05,0.01,-6.620506064393825,,,optimal,21
6071,143,1e-10,1.0,-14.02700249205801,,,random,21
6072,143,1e-10,1.0,-15.972912641113323,5.0,-30.0,depth_first,22
6073,143,1e-10,1.0,-15.972912641113323,5.0,-30.0,breadth_first,22
6074,143,1e-10,1.0,-15.972912641113323,5.0,-30.0,progressive_deepening,22
6075,143,1e-05,1.0,-15.972912641113323,5.0,-30.0,best_first,22
6076,143,1e-05,0.21,-11.020294876691398,,,optimal,22
6077,143,1e-10,1.0,-15.972912641113323,,,random,22
6078,143,1e-10,0.73,-6.76883995007713,5.0,-30.0,depth_first,23
6079,143,1e-10,0.73,-6.76883995007713,5.0,-30.0,breadth_first,23
6080,143,1e-10,0.73,-6.76883995007713,5.0,-30.0,progressive_deepening,23
6081,143,1e-05,0.73,-6.76883995007713,5.0,-30.0,best_first,23
6082,143,1e-05,0.01,-3.4215794435813742,,,optimal,23
6083,143,1e-10,1.0,-7.447751280047907,,,random,23
6084,143,1e-10,0.8300000000000001,-9.381105804877004,5.0,-30.0,depth_first,24
6085,143,1e-10,0.8300000000000001,-9.381105804877004,5.0,-30.0,breadth_first,24
6086,143,1e-10,0.8300000000000001,-9.381105804877004,5.0,-30.0,progressive_deepening,24
6087,143,1e-05,0.8300000000000001,-9.381105804877004,5.0,-30.0,best_first,24
6088,143,1e-05,0.01,-4.8141660364000645,,,optimal,24
6089,143,1e-10,1.0,-9.750336373041954,,,random,24
6090,143,1e-10,1.0,-15.972912641113323,5.0,-30.0,depth_first,25
6091,143,1e-10,1.0,-15.972912641113323,5.0,-30.0,breadth_first,25
6092,143,1e-10,1.0,-15.972912641113323,5.0,-30.0,progressive_deepening,25
6093,143,1e-05,1.0,-15.972912641113323,5.0,-30.0,best_first,25
6094,143,1e-05,0.21,-11.020294876691398,,,optimal,25
6095,143,1e-10,1.0,-15.972912641113323,,,random,25
6096,143,1e-10,0.55,-3.8643017884476185,5.0,-30.0,depth_first,26
6097,143,1e-10,0.55,-3.8643017884476185,5.0,-30.0,breadth_first,26
6098,143,1e-10,0.55,-3.8643017884476185,5.0,-30.0,progressive_deepening,26
6099,143,1e-05,0.55,-3.8643017884476185,5.0,-30.0,best_first,26
6100,143,1e-05,0.01,-1.8063675729911357,,,optimal,26
6101,143,1e-10,1.0,-5.049856007249537,,,random,26
6102,143,1e-10,0.9,-11.781216348107359,5.0,-30.0,depth_first,27
6103,143,1e-10,0.9,-11.781216348107359,5.0,-30.0,breadth_first,27
6104,143,1e-10,0.9,-11.781216348107359,5.0,-30.0,progressive_deepening,27
6105,143,1e-05,0.9,-11.781216348107359,5.0,-30.0,best_first,27
6106,143,1e-05,0.01,-5.91969082609729,,,optimal,27
6107,143,1e-10,1.0,-11.947560950378175,,,random,27
6108,143,1e-10,1.0,-15.972912641113323,5.0,-30.0,depth_first,28
6109,143,1e-10,1.0,-15.972912641113323,5.0,-30.0,breadth_first,28
6110,143,1e-10,1.0,-15.972912641113323,5.0,-30.0,progressive_deepening,28
6111,143,1e-05,1.0,-15.972912641113323,5.0,-30.0,best_first,28
6112,143,1e-05,0.01,-6.629114438930426,,,optimal,28
6113,143,1e-10,1.0,-15.972912641113323,,,random,28
6114,143,1e-10,0.73,-6.76883995007713,5.0,-30.0,depth_first,29
6115,143,1e-10,0.73,-6.76883995007713,5.0,-30.0,breadth_first,29
6116,143,1e-10,0.73,-6.76883995007713,5.0,-30.0,progressive_deepening,29
6117,143,1e-05,0.73,-6.76883995007713,5.0,-30.0,best_first,29
6118,143,1e-05,0.01,-3.4215794435813742,,,optimal,29
6119,143,1e-10,1.0,-7.447751280047907,,,random,29
6120,148,1e-10,1.0,-22.552163853123428,5.0,-30.0,depth_first,0
6121,148,1e-10,0.8200000000000001,-21.64763755870167,5.0,-30.0,breadth_first,0
6122,148,1e-10,1.0,-22.552163853123428,5.0,-30.0,progressive_deepening,0
6123,148,1e-05,0.6900000000000001,-20.025717933122394,15.0,-30.0,best_first,0
6124,148,10.0,0.01,-22.40170703472147,,,optimal,0
6125,148,1e-10,1.0,-22.552163853123428,,,random,0
6126,148,1e-10,0.73,-15.138147401708055,5.0,-30.0,depth_first,1
6127,148,1e-10,0.01,-3.640971395738265,10.0,-30.0,breadth_first,1
6128,148,1e-10,0.73,-15.138147401708055,5.0,-30.0,progressive_deepening,1
6129,148,10.0,0.01,-7.413322954924837,10.0,-30.0,best_first,1
6130,148,1e-05,1.0,-15.972912641113323,,,optimal,1
6131,148,1e-10,1.0,-15.972912641113323,,,random,1
6132,148,1e-10,0.76,-15.428421966135906,5.0,-10.0,depth_first,2
6133,148,1e-10,0.18000000000000002,-8.191353222821794,5.0,-30.0,breadth_first,2
6134,148,1e-10,0.76,-15.428421966135906,5.0,-10.0,progressive_deepening,2
6135,148,10.0,0.21,-11.403824113680216,5.0,-10.0,best_first,2
6136,148,1e-05,1.0,-15.972912641113323,,,optimal,2
6137,148,1e-10,1.0,-15.972912641113323,,,random,2
6138,148,1e-10,0.73,-15.138147401708055,5.0,-30.0,depth_first,3
6139,148,1e-10,0.18000000000000002,-8.191353222821794,10.0,-30.0,breadth_first,3
6140,148,1e-10,0.73,-15.138147401708055,5.0,-30.0,progressive_deepening,3
6141,148,7.543120063354608,0.37,-12.068016166374695,5.0,-30.0,best_first,3
6142,148,1e-05,1.0,-15.972912641113323,,,optimal,3
6143,148,1e-10,1.0,-15.972912641113323,,,random,3
6144,148,1e-10,0.74,-22.06573538603272,15.0,-30.0,depth_first,4
6145,148,1e-10,0.01,-10.22756845909991,15.0,-30.0,breadth_first,4
6146,148,1e-10,0.88,-22.34141067409573,15.0,-10.0,progressive_deepening,4
6147,148,10.0,0.01,-16.340273936963687,15.0,-30.0,best_first,4
6148,148,7.543120063354608,0.01,-20.68024759178882,,,optimal,4
6149,148,1e-10,1.0,-22.552163853123428,,,random,4
6150,148,1e-10,0.97,-22.54355831087308,10.0,-30.0,depth_first,5
6151,148,1e-10,0.28,-15.572962122923201,10.0,-30.0,breadth_first,5
6152,148,1e-10,1.0,-22.552163853123428,5.0,-30.0,progressive_deepening,5
6153,148,10.0,0.34,-19.05091557528031,10.0,-30.0,best_first,5
6154,148,10.0,0.01,-21.33174228050049,,,optimal,5
6155,148,1e-10,1.0,-22.552163853123428,,,random,5
6156,148,1e-10,0.49,-16.864897875530616,10.0,-10.0,depth_first,6
6157,148,1e-10,0.01,-6.1346093087933555,10.0,-10.0,breadth_first,6
6158,148,1e-10,0.48,-16.57207597065952,10.0,-10.0,progressive_deepening,6
6159,148,10.0,0.01,-9.395000067914264,10.0,-10.0,best_first,6
6160,148,10.0,0.01,-18.56689247596561,,,optimal,6
6161,148,1e-10,1.0,-19.37411002277548,,,random,6
6162,148,1e-10,1.0,-22.552163853123428,5.0,-30.0,depth_first,7
6163,148,1e-10,0.48,-17.829029769755188,15.0,-30.0,breadth_first,7
6164,148,1e-10,1.0,-22.552163853123428,5.0,-30.0,progressive_deepening,7
6165,148,10.0,0.64,-21.19733421464433,15.0,-30.0,best_first,7
6166,148,5.689866029018292,0.01,-21.30142551029883,,,optimal,7
6167,148,1e-10,1.0,-22.552163853123428,,,random,7
6168,148,1e-10,0.55,-15.903830405563905,10.0,-30.0,depth_first,8
6169,148,1e-10,0.31,-11.672916938688203,10.0,-30.0,breadth_first,8
6170,148,1e-10,0.6900000000000001,-16.788869457157922,10.0,-30.0,progressive_deepening,8
6171,148,3.23745754281764,0.01,-6.689427729682139,10.0,-30.0,best_first,8
6172,148,1e-05,0.92,-17.657808296582715,,,optimal,8
6173,148,1e-10,1.0,-17.76467211034138,,,random,8
6174,148,1e-10,0.55,-13.763335249997404,25.0,-30.0,depth_first,9
6175,148,1e-10,0.35000000000000003,-10.945884896984296,5.0,-30.0,breadth_first,9
6176,148,1e-10,0.55,-13.878110764589831,5.0,-30.0,progressive_deepening,9
6177,148,1e-05,0.17,-7.646390731740046,5.0,-30.0,best_first,9
6178,148,1e-05,1.0,-15.972912641113323,,,optimal,9
6179,148,1e-10,1.0,-15.972912641113323,,,random,9
6180,148,1e-10,0.73,-18.67354187189404,15.0,-30.0,depth_first,10
6181,148,1e-10,0.01,-7.0446902244713785,15.0,-30.0,breadth_first,10
6182,148,1e-10,0.72,-18.598032347368253,15.0,-30.0,progressive_deepening,10
6183,148,5.689866029018292,0.01,-10.325192137446717,15.0,-30.0,best_first,10
6184,148,10.0,0.01,-18.60996508675192,,,optimal,10
6185,148,1e-10,1.0,-19.37411002277548,,,random,10
6186,148,1e-10,0.74,-22.06573538603272,25.0,-30.0,depth_first,11
6187,148,1e-10,0.01,-10.22756845909991,25.0,-30.0,breadth_first,11
6188,148,1e-10,0.8,-22.186010437652826,25.0,-30.0,progressive_deepening,11
6189,148,5.689866029018292,0.01,-13.710732825410435,25.0,-30.0,best_first,11
6190,148,4.291934260128778,0.01,-20.636284420931858,,,optimal,11
6191,148,1e-10,1.0,-22.552163853123428,,,random,11
6192,148,1e-10,0.55,-15.903830405563905,5.0,-30.0,depth_first,12
6193,148,1e-10,0.31,-11.672916938688203,5.0,-30.0,breadth_first,12
6194,148,1e-10,0.6900000000000001,-16.788869457157922,5.0,-30.0,progressive_deepening,12
6195,148,2.44205309454865,0.01,-7.613972750228823,5.0,-30.0,best_first,12
6196,148,0.0625055192527397,0.76,-16.89796401890285,,,optimal,12
6197,148,1e-10,1.0,-17.76467211034138,,,random,12
6198,148,1e-10,0.43,-11.099983486746186,5.0,-30.0,depth_first,13
6199,148,1e-10,0.2,-7.590275366967796,5.0,-30.0,breadth_first,13
6200,148,1e-10,0.43,-11.099983486746186,5.0,-30.0,progressive_deepening,13
6201,148,1e-05,0.01,-3.2266769054103293,5.0,-30.0,best_first,13
6202,148,10.0,0.01,-13.677185971881855,,,optimal,13
6203,148,1e-10,1.0,-14.02700249205801,,,random,13
6204,148,1e-10,0.43,-11.099983486746186,10.0,-30.0,depth_first,14
6205,148,1e-10,0.2,-7.590275366967796,5.0,-30.0,breadth_first,14
6206,148,1e-10,0.43,-11.099983486746186,10.0,-30.0,progressive_deepening,14
6207,148,1e-05,0.01,-2.5357668622487406,10.0,-30.0,best_first,14
6208,148,1e-05,0.8,-13.513479708898778,,,optimal,14
6209,148,1e-10,1.0,-14.02700249205801,,,random,14
6210,148,1e-10,0.01,-3.961433522529787,25.0,-30.0,depth_first,15
6211,148,1e-10,0.72,-21.441775780722192,25.0,-30.0,breadth_first,15
6212,148,1e-10,0.01,-5.749497600522938,25.0,-30.0,progressive_deepening,15
6213,148,1e-05,0.01,-5.749345359699189,25.0,-30.0,best_first,15
6214,148,3.23745754281764,0.01,-20.44519351361713,,,optimal,15
6215,148,1e-10,1.0,-22.552163853123428,,,random,15
6216,148,1e-10,0.34,-10.34294050791183,25.0,-30.0,depth_first,16
6217,148,1e-10,0.7000000000000001,-14.857223331666887,25.0,-30.0,breadth_first,16
6218,148,1e-10,0.36000000000000004,-11.344659665620865,25.0,-30.0,progressive_deepening,16
6219,148,10.0,0.2,-10.707610187893874,25.0,-30.0,best_first,16
6220,148,1e-05,1.0,-15.972912641113323,,,optimal,16
6221,148,1e-10,1.0,-15.972912641113323,,,random,16
6222,148,1e-10,0.01,-1.8348753027571167,15.0,-30.0,depth_first,17
6223,148,1e-10,0.72,-11.09825419260578,5.0,-30.0,breadth_first,17
6224,148,1e-10,0.01,-2.931471461710042,15.0,-30.0,progressive_deepening,17
6225,148,1e-05,0.01,-1.8348753027571167,15.0,-30.0,best_first,17
6226,148,1e-05,0.46,-8.828435361255842,,,optimal,17
6227,148,1e-10,1.0,-11.947560950378175,,,random,17
6228,148,1e-10,0.37,-14.16423445702382,25.0,-5.0,depth_first,18
6229,148,1e-10,0.38,-14.64557332966481,25.0,-5.0,breadth_first,18
6230,148,1e-10,0.37,-14.16423445702382,25.0,-5.0,progressive_deepening,18
6231,148,1e-05,0.13,-8.549376327604588,25.0,-30.0,best_first,18
6232,148,5.689866029018292,0.01,-19.71113382189944,,,optimal,18
6233,148,1e-10,1.0,-20.76040438389537,,,random,18
6234,148,1e-10,0.56,-17.833745741319582,15.0,-5.0,depth_first,19
6235,148,1e-10,0.95,-21.81696132403561,5.0,-30.0,breadth_first,19
6236,148,1e-10,0.56,-17.833745741319582,15.0,-5.0,progressive_deepening,19
6237,148,1e-05,0.56,-17.833745741319582,15.0,-30.0,best_first,19
6238,148,1.8420699693267164,0.01,-20.646527217488003,,,optimal,19
6239,148,1e-10,1.0,-21.85901667256348,,,random,19
6240,148,1e-10,0.67,-20.58657413923352,10.0,-10.0,depth_first,20
6241,148,1e-10,0.15000000000000002,-12.742203691971962,10.0,-30.0,breadth_first,20
6242,148,1e-10,0.38,-16.719617255034287,10.0,-10.0,progressive_deepening,20
6243,148,10.0,0.01,-11.864988548187167,10.0,-30.0,best_first,20
6244,148,7.543120063354608,0.01,-20.59708245101841,,,optimal,20
6245,148,1e-10,1.0,-21.85901667256348,,,random,20
6246,148,1e-10,0.2,-7.487466942334971,15.0,-30.0,depth_first,21
6247,148,1e-10,0.6,-12.278568147568329,5.0,-30.0,breadth_first,21
6248,148,1e-10,0.41,-10.57961701619606,15.0,-30.0,progressive_deepening,21
6249,148,1e-05,0.01,-2.535878737590345,15.0,-30.0,best_first,21
6250,148,1e-05,0.5800000000000001,-11.831714443189473,,,optimal,21
6251,148,1e-10,1.0,-14.02700249205801,,,random,21
6252,148,1e-10,0.28,-12.173652384509035,25.0,-30.0,depth_first,22
6253,148,1e-10,0.55,-16.339476739596194,25.0,-30.0,breadth_first,22
6254,148,1e-10,0.43,-14.926128197734535,25.0,-30.0,progressive_deepening,22
6255,148,1e-05,0.01,-5.040079093167662,25.0,-30.0,best_first,22
6256,148,1e-05,0.7000000000000001,-18.04978184821772,,,optimal,22
6257,148,1e-10,1.0,-19.37411002277548,,,random,22
6258,148,1e-10,0.01,-1.8259466720128157,10.0,-30.0,depth_first,23
6259,148,1e-10,0.6,-8.398633456691682,5.0,-30.0,breadth_first,23
6260,148,1e-10,0.01,-1.8259466720128157,10.0,-30.0,progressive_deepening,23
6261,148,1e-05,0.01,-1.8259466720128157,10.0,-30.0,best_first,23
6262,148,1e-05,0.5800000000000001,-8.214093675297592,,,optimal,23
6263,148,1e-10,1.0,-9.750336373041954,,,random,23
6264,148,1e-10,0.38,-16.53980193392993,5.0,-30.0,depth_first,24
6265,148,1e-10,0.5,-18.13709541124825,5.0,-30.0,breadth_first,24
6266,148,1e-10,0.38,-16.783275709146082,5.0,-30.0,progressive_deepening,24
6267,148,3.23745754281764,0.01,-9.046972512441293,5.0,-30.0,best_first,24
6268,148,10.0,0.01,-20.635282665650834,,,optimal,24
6269,148,1e-10,1.0,-21.85901667256348,,,random,24
6270,148,1e-10,0.54,-18.807070537883625,10.0,-5.0,depth_first,25
6271,148,1e-10,0.65,-20.30951432949631,10.0,-5.0,breadth_first,25
6272,148,1e-10,0.5700000000000001,-19.687313084829434,10.0,-30.0,progressive_deepening,25
6273,148,1e-05,0.32,-13.498009413240714,10.0,-30.0,best_first,25
6274,148,3.23745754281764,0.01,-20.860970971429733,,,optimal,25
6275,148,1e-10,1.0,-22.552163853123428,,,random,25
6276,148,1e-10,0.22,-10.310193877193838,15.0,-5.0,depth_first,26
6277,148,1e-10,0.54,-18.850370392807925,5.0,-30.0,breadth_first,26
6278,148,1e-10,0.22,-10.96985238799974,15.0,-5.0,progressive_deepening,26
6279,148,4.291934260128778,0.01,-9.894330112239528,15.0,-30.0,best_first,26
6280,148,10.0,0.01,-20.661842804779173,,,optimal,26
6281,148,1e-10,1.0,-21.85901667256348,,,random,26
6282,148,1e-10,0.32,-13.777208406578096,10.0,-10.0,depth_first,27
6283,148,1e-10,0.41,-18.065039731231973,15.0,-30.0,breadth_first,27
6284,148,1e-10,0.33,-14.789462344549408,10.0,-10.0,progressive_deepening,27
6285,148,1e-05,0.01,-3.960859308216073,15.0,-30.0,best_first,27
6286,148,4.291934260128778,0.01,-20.566223643026213,,,optimal,27
6287,148,1e-10,1.0,-22.552163853123428,,,random,27
6288,148,1e-10,0.78,-18.82193312337653,15.0,-30.0,depth_first,28
6289,148,1e-10,0.42,-14.45821296246922,15.0,-30.0,breadth_first,28
6290,148,1e-10,0.78,-18.82193312337653,15.0,-30.0,progressive_deepening,28
6291,148,10.0,0.34,-15.480711449776821,15.0,-30.0,best_first,28
6292,148,0.08286427728546843,0.68,-18.09979863762921,,,optimal,28
6293,148,1e-10,1.0,-19.37411002277548,,,random,28
6294,148,1e-10,0.36000000000000004,-11.506904080758455,30.0,-30.0,depth_first,29
6295,148,1e-10,0.35000000000000003,-10.945884896984296,5.0,-30.0,breadth_first,29
6296,148,1e-10,0.55,-13.878110764589831,5.0,-30.0,progressive_deepening,29
6297,148,4.291934260128778,0.01,-6.004790686888303,30.0,-30.0,best_first,29
6298,148,1e-05,0.68,-14.51698952959291,,,optimal,29
6299,148,1e-10,1.0,-15.972912641113323,,,random,29
6300,153,1e-10,0.3,-6.411924383479836,10.0,-30.0,depth_first,0
6301,153,1e-10,0.6,-8.457473956714615,5.0,-30.0,breadth_first,0
6302,153,1e-10,0.3,-6.411924383479836,10.0,-30.0,progressive_deepening,0
6303,153,1e-05,0.28,-5.37821004103267,10.0,-30.0,best_first,0
6304,153,0.0625055192527397,0.79,-9.505665476449613,,,optimal,0
6305,153,1e-10,1.0,-9.750336373041954,,,random,0
6306,153,1e-10,0.5800000000000001,-17.151179123409868,25.0,-5.0,depth_first,1
6307,153,1e-10,0.56,-16.536581377536322,5.0,-30.0,breadth_first,1
6308,153,1e-10,0.59,-17.29675417894599,5.0,-5.0,progressive_deepening,1
6309,153,10.0,0.45,-15.922715454716851,5.0,-5.0,best_first,1
6310,153,10.0,0.9,-19.371050712587486,,,optimal,1
6311,153,1e-10,1.0,-19.37411002277548,,,random,1
6312,153,1e-10,0.01,-3.2660496727178656,25.0,-5.0,depth_first,2
6313,153,1e-10,0.48,-17.657043260818483,25.0,-5.0,breadth_first,2
6314,153,1e-10,0.01,-3.957936613665523,25.0,-5.0,progressive_deepening,2
6315,153,7.543120063354608,0.01,-6.1051903207928975,25.0,-5.0,best_first,2
6316,153,10.0,0.01,-21.23204361046552,,,optimal,2
6317,153,1e-10,1.0,-21.85901667256348,,,random,2
6318,153,1e-10,0.81,-21.63836937751836,25.0,-30.0,depth_first,3
6319,153,1e-10,0.74,-21.48267334261549,25.0,-30.0,breadth_first,3
6320,153,1e-10,0.48,-18.357059292733,25.0,-30.0,progressive_deepening,3
6321,153,5.689866029018292,0.55,-20.052526367653247,25.0,-30.0,best_first,3
6322,153,10.0,0.01,-21.777506785361176,,,optimal,3
6323,153,1e-10,1.0,-22.552163853123428,,,random,3
6324,153,1e-10,0.8300000000000001,-9.381105804877004,5.0,-30.0,depth_first,4
6325,153,1e-10,0.8300000000000001,-9.381105804877004,5.0,-30.0,breadth_first,4
6326,153,1e-10,0.8300000000000001,-9.381105804877004,5.0,-30.0,progressive_deepening,4
6327,153,1e-05,0.8300000000000001,-9.381105804877004,5.0,-30.0,best_first,4
6328,153,1e-05,0.65,-8.76541783630956,,,optimal,4
6329,153,1e-10,1.0,-9.750336373041954,,,random,4
6330,153,1e-10,0.01,-3.2443744607627263,10.0,-30.0,depth_first,5
6331,153,1e-10,0.79,-17.143808320335413,5.0,-30.0,breadth_first,5
6332,153,1e-10,0.01,-4.340970619715652,10.0,-30.0,progressive_deepening,5
6333,153,2.44205309454865,0.01,-5.559150145726094,10.0,-30.0,best_first,5
