,pid,info_cost,PR_type,message,trial_index,trial_i,delays,score,n_click,clicks,click_times,path,action_times,feedback
332,29,1,featureBased,full,9,10,[],35.0,5,"[6, 8, 7, 13, 12]","[1427, 2582, 3318, 7391, 8046]","[1, 3, 7, 12]","[5063, 6062, 13575]",True
333,29,1,featureBased,full,10,11,[],31.0,4,"[6, 7, 13, 12]","[1551, 2303, 6917, 7789]","[1, 3, 7, 13]","[4884, 5784, 8801]",True
334,29,1,featureBased,full,11,7,[],52.0,5,"[6, 7, 8, 14, 15]","[1011, 1954, 3194, 7410, 8266]","[1, 4, 8, 14]","[4852, 5985, 9231]",True
335,29,1,featureBased,full,12,8,[],44.0,6,"[7, 6, 8, 9, 14, 15]","[1144, 1967, 2815, 4751, 8159, 8821]","[1, 4, 8, 15]","[5889, 6874, 9616]",True
336,30,1,featureBased,full,1,3,"[18, 0, 0]",33.0,3,"[2, 10, 11]","[4167, 37044, 38749]","[1, 2, 6, 10]","[5592, 33238, 39708]",False
337,30,1,featureBased,full,2,1,"[7, 0, 0]",19.0,6,"[2, 3, 4, 5, 17, 16]","[1860, 2727, 3476, 4300, 21286, 22490]","[1, 5, 9, 16]","[5837, 19507, 27302]",False
338,30,1,featureBased,full,3,0,"[3, 0, 0]",46.0,8,"[12, 13, 10, 11, 17, 16, 15, 14]","[1177, 3616, 4554, 5340, 6160, 6959, 7704, 8509]","[1, 4, 8, 14]","[11173, 20448, 21413]",False
339,30,1,featureBased,full,4,4,"[10, 4, 0]",36.0,6,"[7, 8, 6, 5, 17, 16]","[6204, 8069, 8995, 9968, 25447, 26170]","[1, 5, 9, 17]","[10933, 27015, 33473]",False
340,30,1,featureBased,full,5,5,"[0, 0, 0]",21.0,16,"[3, 2, 5, 4, 8, 14, 15, 16, 17, 9, 11, 6, 10, 13, 7, 12]","[9073, 10052, 11737, 12599, 15530, 15956, 16635, 18461, 19244, 19696, 20505, 21009, 21389, 21978, 22383, 22734]","[1, 2, 6, 10]","[33629, 39711, 40537]",False
341,30,1,featureBased,full,6,2,"[0, 0, 0]",20.0,14,"[12, 7, 13, 10, 6, 11, 17, 9, 16, 15, 8, 14, 2, 4]","[3032, 4192, 4890, 5715, 6365, 6863, 7427, 7847, 8701, 9427, 9971, 10435, 16487, 17969]","[1, 2, 6, 10]","[19160, 26419, 27741]",False
342,30,1,featureBased,full,7,11,[],40.0,16,"[3, 2, 4, 5, 11, 10, 6, 13, 7, 12, 8, 14, 15, 16, 9, 17]","[3471, 4037, 4615, 5171, 10599, 11390, 12494, 13447, 13865, 14220, 16678, 17367, 18047, 18823, 19339, 19705]","[1, 2, 6, 11]","[32897, 34157, 34992]",True
343,30,1,featureBased,full,8,9,[],26.0,15,"[3, 2, 4, 5, 7, 13, 8, 14, 15, 9, 16, 17, 6, 10, 11]","[2529, 3107, 4050, 4685, 6211, 7142, 8647, 9105, 10363, 11495, 12005, 13021, 13840, 14306, 14957]","[1, 4, 8, 15]","[18351, 19113, 19980]",True
344,30,1,featureBased,full,9,8,[],41.0,9,"[2, 3, 4, 8, 14, 15, 7, 12, 13]","[2566, 3272, 3973, 6574, 7266, 8345, 9252, 9752, 10372]","[1, 4, 8, 15]","[21354, 21954, 22751]",True
345,30,1,featureBased,full,10,10,[],28.0,12,"[3, 2, 4, 5, 9, 17, 16, 8, 14, 7, 13, 12]","[1278, 1950, 2612, 3965, 5819, 6212, 6806, 7651, 8199, 9089, 9625, 10150]","[1, 3, 7, 12]","[14201, 15016, 15820]",True
346,30,1,featureBased,full,11,6,[],44.0,12,"[3, 4, 7, 12, 13, 8, 14, 15, 6, 10, 11, 2]","[1386, 2436, 3715, 4196, 4716, 5679, 6127, 6733, 10419, 11014, 11536, 13705]","[1, 2, 6, 11]","[14836, 15678, 16343]",True
347,30,1,featureBased,full,12,7,[],41.0,16,"[3, 4, 2, 5, 11, 6, 10, 7, 13, 12, 14, 8, 15, 16, 9, 17]","[1951, 2531, 3064, 3897, 4510, 5722, 6195, 6906, 7858, 8880, 9420, 9865, 10484, 11133, 11576, 11896]","[1, 4, 8, 14]","[13137, 14786, 15383]",True
348,31,1,none,full,1,5,"[3, 0, 1]",35.0,2,"[2, 3]","[3422, 14577]","[1, 2, 6, 10]","[18505, 33863, 37534]",False
349,31,1,none,full,2,1,"[3, 0, 1]",10.0,2,"[4, 3]","[3868, 5655]","[1, 3, 7, 13]","[8096, 20282, 23431]",False
350,31,1,none,full,3,3,"[3, 0, 1]",6.0,4,"[5, 16, 4, 14]","[4250, 6037, 11504, 14577]","[1, 4, 8, 15]","[19347, 31956, 33624]",False
351,31,1,none,full,4,4,"[3, 0, 1]",37.0,5,"[5, 17, 16, 2, 10]","[2665, 5974, 8518, 15938, 17432]","[1, 5, 9, 17]","[24276, 36636, 39317]",False
352,31,1,none,full,5,2,"[3, 0, 1]",27.0,7,"[3, 4, 2, 5, 16, 17, 10]","[4603, 5913, 6979, 7963, 9297, 11577, 13952]","[1, 2, 6, 10]","[16906, 31882, 33985]",False
353,31,1,none,full,6,0,"[3, 0, 1]",47.0,7,"[3, 5, 4, 2, 16, 17, 14]","[2990, 4154, 5083, 6303, 7759, 8710, 11719]","[1, 4, 8, 14]","[14452, 28875, 31482]",False
354,31,1,none,full,7,8,[],28.0,10,"[3, 4, 2, 5, 17, 16, 14, 15, 13, 12]","[2303, 3222, 4363, 5394, 6806, 7789, 9425, 10360, 12612, 13589]","[1, 3, 7, 12]","[18645, 21851, 23675]",True
355,31,1,none,full,8,10,[],19.0,9,"[2, 4, 3, 5, 13, 12, 15, 14, 10]","[2699, 3909, 4790, 5960, 8466, 9461, 10751, 11772, 14133]","[1, 4, 8, 15]","[16381, 17769, 18880]",True
356,31,1,none,full,9,11,[],50.0,6,"[3, 4, 5, 2, 11, 10]","[2651, 3509, 4282, 5094, 6490, 7781]","[1, 2, 6, 11]","[9416, 10970, 12443]",True
357,31,1,none,full,10,9,[],31.0,10,"[3, 4, 2, 5, 14, 15, 13, 12, 10, 11]","[2877, 3656, 4552, 5205, 6838, 7675, 8840, 10092, 12778, 13538]","[1, 4, 8, 15]","[15159, 16184, 17072]",True
358,31,1,none,full,11,6,[],44.0,12,"[3, 5, 4, 2, 12, 13, 10, 11, 15, 14, 16, 17]","[2661, 4296, 5072, 5974, 7014, 7800, 9921, 10672, 13090, 14030, 14947, 15810]","[1, 2, 6, 11]","[17443, 18421, 19676]",True
359,31,1,none,full,12,7,[],23.0,11,"[5, 4, 3, 2, 13, 12, 15, 14, 10, 11, 16]","[1801, 2486, 3326, 4093, 4957, 5798, 7367, 8083, 12239, 13051, 14643]","[1, 3, 7, 12]","[17291, 18132, 19873]",True
360,32,1,featureBased,simple,1,5,"[0, 2, 0]",27.0,10,"[2, 3, 4, 5, 8, 14, 15, 6, 10, 11]","[3549, 4723, 5347, 5993, 7658, 8329, 8919, 9728, 10185, 10715]","[1, 2, 6, 10]","[12608, 24154, 32149]",False
361,32,1,featureBased,simple,2,3,"[0, 0, 0]",20.0,16,"[3, 2, 5, 4, 8, 6, 7, 9, 17, 16, 15, 14, 12, 13, 10, 11]","[1902, 2368, 2975, 3868, 4556, 5235, 5940, 6927, 7757, 8261, 9191, 9675, 10262, 10697, 11272, 11790]","[1, 2, 6, 10]","[16028, 29017, 55899]",False
362,32,1,featureBased,simple,3,4,"[0, 0, 0]",26.0,16,"[4, 3, 2, 5, 8, 7, 6, 9, 16, 17, 15, 14, 12, 13, 10, 11]","[77070, 77462, 78271, 78833, 81908, 82525, 83106, 84071, 85836, 86315, 87035, 87491, 88055, 88453, 89014, 89496]","[1, 5, 9, 17]","[99272, 112272, 114075]",False
363,32,1,featureBased,simple,4,1,"[0, 0, 0]",32.0,12,"[4, 3, 2, 5, 9, 7, 6, 8, 12, 13, 16, 17]","[1576, 1941, 2372, 2814, 3957, 4563, 5413, 6172, 8037, 8555, 9267, 9877]","[1, 3, 7, 12]","[13161, 27691, 29082]",False
364,32,1,featureBased,simple,5,2,"[0, 0, 0]",24.0,10,"[4, 3, 2, 5, 6, 9, 8, 7, 11, 10]","[3266, 3630, 4260, 4613, 5903, 6677, 7364, 7981, 10322, 10813]","[1, 2, 6, 10]","[19792, 32333, 33999]",False
365,32,1,featureBased,simple,6,0,"[0, 0, 0]",38.0,16,"[3, 2, 5, 4, 8, 7, 6, 9, 14, 15, 12, 13, 10, 11, 17, 16]","[2126, 2629, 3468, 3919, 4521, 4982, 5588, 6262, 10565, 11442, 12332, 13209, 13706, 14210, 14858, 15321]","[1, 4, 8, 14]","[17319, 30728, 36177]",False
366,32,1,featureBased,simple,7,8,[],36.0,14,"[4, 3, 2, 5, 8, 7, 6, 9, 14, 15, 16, 17, 12, 13]","[2205, 2613, 3098, 3459, 4242, 4867, 5535, 6176, 9484, 10037, 10717, 11220, 14099, 14477]","[1, 4, 8, 15]","[20279, 21723, 22562]",True
367,32,1,featureBased,simple,8,7,[],41.0,16,"[3, 2, 5, 4, 8, 7, 6, 9, 12, 13, 10, 11, 17, 16, 15, 14]","[2506, 2924, 3487, 4278, 5356, 5836, 6514, 7246, 11596, 12080, 13324, 13903, 14963, 15868, 16712, 17243]","[1, 4, 8, 14]","[19781, 22034, 22784]",True
368,32,1,featureBased,simple,9,11,[],40.0,16,"[3, 2, 5, 4, 7, 6, 9, 8, 10, 11, 17, 16, 15, 14, 12, 13]","[3349, 3773, 4196, 4616, 5684, 6246, 6800, 7369, 9122, 9577, 10185, 10698, 11262, 11651, 12098, 12595]","[1, 2, 6, 11]","[37948, 38792, 39700]",True
369,32,1,featureBased,simple,10,6,[],40.0,16,"[3, 2, 5, 4, 7, 13, 12, 8, 15, 14, 10, 6, 11, 17, 9, 16]","[12258, 12687, 13068, 13485, 14348, 14884, 15334, 16107, 16593, 17035, 17872, 18176, 18512, 19298, 19602, 19933]","[1, 2, 6, 11]","[21996, 22624, 23346]",True
370,32,1,featureBased,simple,11,10,[],24.0,16,"[3, 2, 5, 4, 7, 13, 12, 8, 14, 15, 6, 10, 11, 17, 9, 16]","[2023, 2417, 2897, 3437, 4142, 4490, 4978, 5810, 6222, 6743, 8112, 8685, 9127, 9890, 10182, 10719]","[1, 3, 7, 12]","[15279, 15989, 16709]",True
371,32,1,featureBased,simple,12,9,[],25.0,16,"[3, 2, 5, 4, 8, 7, 6, 9, 15, 14, 12, 13, 10, 11, 17, 16]","[1710, 2039, 2381, 2773, 3296, 3734, 4243, 4854, 5630, 5939, 6557, 6892, 7436, 8035, 8695, 9059]","[1, 4, 8, 15]","[13925, 14607, 15294]",True
372,33,1,featureBased,full,1,5,"[0, 0, 0]",28.0,9,"[12, 13, 6, 14, 15, 8, 2, 10, 11]","[1318, 2299, 3243, 4602, 5588, 6372, 7180, 9066, 9634]","[1, 2, 6, 10]","[16520, 20062, 21024]",False
373,33,1,featureBased,full,2,1,"[0, 0, 0]",33.0,11,"[13, 7, 12, 3, 10, 6, 5, 4, 9, 17, 16]","[1277, 1893, 3531, 3945, 4788, 5676, 6580, 7332, 8757, 9204, 9756]","[1, 3, 7, 12]","[11754, 14393, 15322]",False
374,33,1,featureBased,full,3,0,"[0, 0, 0]",42.0,12,"[3, 7, 13, 12, 2, 4, 5, 9, 17, 16, 8, 14]","[909, 1453, 2045, 2589, 3509, 4173, 4733, 5612, 6157, 6733, 7653, 8078]","[1, 4, 8, 14]","[9830, 12511, 15490]",False
375,33,1,featureBased,full,4,3,"[0, 0, 0]",22.0,14,"[12, 3, 2, 4, 5, 8, 14, 7, 6, 10, 11, 9, 17, 16]","[68013, 69043, 69723, 70555, 71067, 72092, 72675, 73987, 74803, 75235, 75747, 76619, 77381, 78155]","[1, 2, 6, 10]","[79552, 82688, 84075]",False
376,33,1,featureBased,full,5,4,"[0, 0, 0]",26.0,16,"[3, 2, 4, 5, 8, 14, 15, 7, 13, 12, 6, 10, 11, 9, 17, 16]","[1457, 2080, 2720, 3224, 4456, 4936, 5568, 6576, 7024, 7608, 8617, 9264, 9864, 11162, 11720, 12392]","[1, 5, 9, 17]","[13582, 16239, 17382]",False
377,33,1,featureBased,full,6,2,"[0, 0, 0]",23.0,11,"[3, 7, 2, 4, 5, 9, 6, 10, 11, 16, 8]","[1414, 2086, 2765, 3445, 3917, 4781, 5877, 6317, 6989, 7949, 8773]","[1, 2, 6, 10]","[10455, 13704, 15077]",False
378,33,1,featureBased,full,7,9,[],31.0,10,"[3, 2, 4, 5, 8, 7, 12, 13, 14, 15]","[978, 1507, 2194, 2770, 3491, 4610, 5674, 6226, 7114, 7754]","[1, 4, 8, 15]","[9879, 10680, 11524]",True
379,33,1,featureBased,full,8,10,[],26.0,14,"[3, 2, 4, 5, 7, 13, 12, 8, 9, 6, 10, 11, 14, 15]","[1294, 1844, 2724, 3251, 3948, 4492, 5476, 6331, 7828, 8644, 9204, 9940, 12572, 13196]","[1, 3, 7, 12]","[16677, 17490, 18263]",True
380,33,1,featureBased,full,9,11,[],37.0,16,"[3, 2, 4, 5, 6, 10, 9, 17, 16, 11, 13, 7, 12, 8, 14, 15]","[1272, 1895, 2665, 3143, 3791, 4286, 5615, 6223, 6886, 9063, 14624, 15151, 15855, 16799, 17254, 18175]","[1, 5, 9, 16]","[31224, 31927, 32609]",True
381,33,1,featureBased,full,10,8,[],37.0,13,"[3, 2, 7, 13, 12, 4, 5, 8, 15, 14, 9, 17, 16]","[2393, 3024, 3679, 4175, 4791, 5984, 6583, 7295, 8184, 8752, 9400, 9879, 10368]","[1, 4, 8, 15]","[18537, 19200, 19935]",True
382,33,1,featureBased,full,11,7,[],43.0,14,"[3, 7, 12, 13, 2, 4, 6, 10, 11, 8, 14, 15, 5, 9]","[2066, 2600, 3145, 3705, 4410, 5041, 5706, 6081, 6666, 7602, 7970, 8657, 9265, 9826]","[1, 4, 8, 14]","[12053, 12678, 13518]",True
383,33,1,featureBased,full,12,6,[],40.0,16,"[3, 2, 7, 13, 12, 4, 8, 14, 15, 5, 9, 17, 16, 6, 10, 11]","[1351, 1991, 2647, 3159, 3759, 4463, 5239, 5678, 6303, 6966, 7431, 7976, 8487, 9407, 9862, 10415]","[1, 2, 6, 11]","[12094, 12684, 13388]",True
384,34,1,featureBased,full,1,0,"[5, 2, 0]",49.0,5,"[2, 4, 8, 14, 15]","[7955, 9288, 66877, 87244, 88516]","[1, 4, 8, 14]","[14295, 74955, 90022]",False
385,34,1,featureBased,full,2,1,"[9, 2, 0]",20.0,5,"[3, 5, 9, 16, 17]","[6197, 7213, 25721, 35772, 36638]","[1, 5, 9, 16]","[10747, 28171, 38251]",False
386,34,1,featureBased,full,3,4,"[8, 2, 3]",1.0,5,"[2, 4, 8, 15, 14]","[14385, 14993, 32691, 38946, 39584]","[1, 4, 8, 14]","[17816, 34486, 43062]",False
387,34,1,featureBased,full,4,2,"[8, 2, 0]",-4.0,5,"[2, 5, 9, 17, 16]","[1913, 3468, 18761, 26664, 27569]","[1, 5, 9, 17]","[4930, 21949, 28337]",False
388,34,1,featureBased,full,5,5,"[5, 4, 0]",-11.0,7,"[3, 2, 5, 4, 8, 14, 15]","[2312, 4545, 5490, 6206, 17553, 30292, 30939]","[1, 4, 8, 15]","[7425, 22954, 31560]",False
389,34,1,featureBased,full,6,3,"[9, 10, 0]",-3.0,7,"[5, 4, 3, 2, 7, 12, 13]","[2234, 2860, 3574, 4291, 19236, 21085, 22642]","[1, 3, 7, 13]","[5072, 25530, 43413]",False
390,34,1,featureBased,full,7,9,[],17.0,5,"[2, 3, 13, 10, 12]","[2632, 3490, 6888, 10012, 26706]","[1, 3, 7, 13]","[13451, 30020, 33329]",True
391,34,1,featureBased,full,8,8,[],33.0,5,"[4, 3, 14, 12, 13]","[1941, 3049, 4365, 5453, 11767]","[1, 3, 7, 12]","[6977, 13560, 15464]",True
392,34,1,featureBased,full,9,7,[],53.0,4,"[5, 4, 14, 8]","[6799, 7440, 10174, 17389]","[1, 4, 8, 14]","[20433, 21053, 22742]",True
393,34,1,featureBased,full,10,10,[],33.0,7,"[2, 3, 13, 12, 11, 10, 7]","[3131, 3884, 5669, 6783, 8849, 9902, 12858]","[1, 3, 7, 12]","[14339, 16031, 16774]",True
394,34,1,featureBased,full,11,6,[],12.0,5,"[4, 3, 12, 13, 7]","[1959, 2580, 3808, 4538, 7330]","[1, 3, 7, 13]","[9884, 10452, 11342]",True
395,34,1,featureBased,full,12,11,[],49.0,4,"[5, 17, 16, 9]","[2229, 3439, 4181, 6443]","[1, 5, 9, 16]","[7019, 7617, 8807]",True
397,36,1,none,simple,1,0,"[3, 0, 1]",9.0,0,[],[],"[1, 3, 7, 12]","[10381, 16400, 19157]",False
398,36,1,none,simple,2,4,"[3, 0, 1]",31.0,0,[],[],"[1, 5, 9, 16]","[1512, 7842, 12658]",False
399,36,1,none,simple,3,2,"[3, 0, 1]",22.0,0,[],[],"[1, 2, 6, 11]","[1876, 7611, 9478]",False
400,36,1,none,simple,4,1,"[3, 0, 1]",-10.0,1,[14],[19394],"[1, 4, 8, 14]","[1820, 8893, 20567]",False
401,36,1,none,simple,5,3,"[3, 0, 1]",14.0,0,[],[],"[1, 2, 6, 11]","[1437, 7528, 9002]",False
402,36,1,none,simple,6,5,"[3, 0, 1]",-1.0,0,[],[],"[1, 3, 7, 12]","[1503, 7252, 9412]",False
403,36,1,none,simple,7,6,[],9.0,0,[],[],"[1, 5, 9, 17]","[545, 1561, 2692]",True
404,36,1,none,simple,8,10,[],6.0,2,"[17, 16]","[8453, 9290]","[1, 5, 9, 17]","[5653, 7147, 10350]",True
405,36,1,none,simple,9,8,[],48.0,2,"[14, 15]","[4361, 5038]","[1, 4, 8, 15]","[526, 1545, 5819]",True
406,36,1,none,simple,10,11,[],33.0,2,"[13, 12]","[6634, 7390]","[1, 3, 7, 13]","[4267, 5421, 8618]",True
407,36,1,none,simple,11,7,[],1.0,1,[17],[3802],"[1, 5, 9, 17]","[1053, 2036, 5247]",True
408,36,1,none,simple,12,9,[],39.0,2,"[14, 15]","[4146, 4885]","[1, 4, 8, 15]","[2132, 2780, 5398]",True
409,37,1,none,simple,1,0,"[3, 0, 1]",-7.0,16,"[3, 7, 12, 13, 2, 6, 10, 11, 5, 9, 17, 16, 15, 8, 14, 4]","[8787, 13244, 13854, 20441, 23669, 24241, 24657, 25217, 25889, 26201, 26571, 27084, 27583, 28524, 29145, 29773]","[1, 3, 7, 12]","[34889, 84765, 90401]",False
410,37,1,none,simple,2,4,"[3, 0, 1]",42.0,0,[],[],"[1, 5, 9, 17]","[3134, 7862, 10837]",False
411,37,1,none,simple,3,1,"[3, 0, 1]",10.0,0,[],[],"[1, 5, 9, 17]","[1162, 5766, 8788]",False
412,37,1,none,simple,4,5,"[3, 0, 1]",-8.0,0,[],[],"[1, 5, 9, 16]","[741, 5385, 7775]",False
413,37,1,none,simple,5,2,"[3, 0, 1]",-8.0,0,[],[],"[1, 4, 8, 14]","[1290, 5682, 8063]",False
414,37,1,none,simple,6,3,"[3, 0, 1]",-10.0,0,[],[],"[1, 3, 7, 12]","[332, 4808, 5783]",False
415,37,1,none,simple,7,11,[],7.0,0,[],[],"[1, 4, 8, 15]","[777, 2053, 3331]",True
416,37,1,none,simple,8,8,[],12.0,0,[],[],"[1, 5, 9, 16]","[1418, 2156, 3132]",True
417,37,1,none,simple,9,6,[],56.0,0,[],[],"[1, 2, 6, 11]","[899, 1641, 2248]",True
418,37,1,none,simple,10,10,[],7.0,0,[],[],"[1, 5, 9, 16]","[104, 1237, 1811]",True
419,37,1,none,simple,11,7,[],57.0,0,[],[],"[1, 4, 8, 14]","[918, 1960, 3156]",True
420,37,1,none,simple,12,9,[],5.0,0,[],[],"[1, 5, 9, 17]","[458, 1020, 1678]",True
421,38,1,none,full,1,0,"[3, 0, 1]",12.0,3,"[2, 10, 11]","[6654, 26629, 28643]","[1, 2, 6, 10]","[14865, 52833, 53960]",False
422,38,1,none,full,2,5,"[3, 0, 1]",18.0,3,"[3, 12, 13]","[2564, 5445, 6370]","[1, 3, 7, 13]","[30970, 49394, 50225]",False
423,38,1,none,full,3,1,"[3, 0, 1]",-15.0,6,"[5, 16, 17, 4, 14, 15]","[28427, 31383, 32183, 36773, 37932, 39109]","[1, 4, 8, 14]","[52591, 58083, 58811]",False
424,38,1,none,full,4,4,"[3, 0, 1]",32.0,10,"[13, 16, 17, 12, 10, 11, 15, 14, 3, 5]","[4400, 6257, 7568, 8721, 10646, 11792, 13695, 14468, 19229, 20745]","[1, 5, 9, 17]","[54740, 60633, 61278]",False
425,38,1,none,full,5,3,"[3, 0, 1]",26.0,10,"[12, 13, 11, 10, 17, 16, 15, 14, 4, 2]","[2933, 3684, 4501, 5150, 6229, 7003, 7795, 8339, 11027, 11912]","[1, 2, 6, 10]","[24605, 51704, 52407]",False
426,38,1,none,full,6,2,"[3, 0, 1]",24.0,10,"[12, 13, 10, 11, 16, 17, 15, 14, 2, 3]","[1716, 2396, 3099, 4132, 5856, 7456, 8731, 9838, 14861, 19739]","[1, 2, 6, 10]","[33582, 49597, 50435]",False
427,38,1,none,full,7,10,[],18.0,10,"[12, 13, 17, 16, 11, 10, 14, 15, 4, 3]","[2280, 3439, 4534, 5407, 6294, 7097, 8121, 8778, 10088, 12711]","[1, 4, 8, 15]","[21460, 29998, 47065]",True
428,38,1,none,full,8,8,[],28.0,10,"[12, 13, 10, 11, 17, 16, 15, 14, 3, 2]","[1273, 2929, 3823, 4679, 5422, 6198, 7096, 7734, 8700, 10748]","[1, 3, 7, 12]","[63632, 64703, 65455]",True
429,38,1,none,full,9,6,[],46.0,10,"[13, 12, 14, 15, 16, 17, 11, 10, 2, 4]","[6365, 6963, 7739, 10837, 11475, 12444, 13067, 13811, 15193, 17730]","[1, 2, 6, 11]","[21599, 47046, 47717]",True
430,38,1,none,full,10,11,[],46.0,10,"[12, 13, 10, 11, 17, 16, 15, 14, 5, 2]","[1078, 2230, 2966, 3646, 4515, 5292, 6084, 6629, 8334, 9474]","[1, 2, 6, 11]","[12401, 16015, 62528]",True
431,38,1,none,full,11,7,[],47.0,10,"[12, 13, 10, 11, 17, 16, 15, 14, 4, 5]","[1026, 2177, 2775, 3511, 4696, 6057, 6784, 7296, 8558, 15062]","[1, 4, 8, 14]","[21869, 25970, 45352]",True
432,38,1,none,full,12,9,[],12.0,10,"[12, 13, 10, 11, 17, 16, 15, 14, 3, 5]","[2412, 3139, 3835, 4433, 5161, 5833, 6689, 7842, 9904, 12411]","[1, 3, 7, 13]","[16244, 109583, 110301]",True
433,39,1,none,simple,1,3,"[3, 0, 1]",14.0,0,[],[],"[1, 2, 6, 11]","[2810, 10095, 14635]",False
434,39,1,none,simple,2,5,"[3, 0, 1]",-8.0,0,[],[],"[1, 5, 9, 16]","[2692, 10968, 15558]",False
435,39,1,none,simple,3,0,"[3, 0, 1]",54.0,0,[],[],"[1, 4, 8, 14]","[1841, 8560, 11694]",False
436,39,1,none,simple,4,2,"[3, 0, 1]",-24.0,0,[],[],"[1, 3, 7, 12]","[2125, 8175, 11961]",False
437,39,1,none,simple,5,4,"[3, 0, 1]",5.0,0,[],[],"[1, 4, 8, 15]","[3015, 9045, 11456]",False
438,39,1,none,simple,6,1,"[3, 0, 1]",-11.0,0,[],[],"[1, 2, 6, 11]","[668, 6618, 8851]",False
439,39,1,none,simple,7,9,[],14.0,0,[],[],"[1, 4, 8, 14]","[619, 3608, 5535]",True
440,39,1,none,simple,8,8,[],50.0,0,[],[],"[1, 4, 8, 15]","[1078, 2554, 8876]",True
441,39,1,none,simple,9,11,[],30.0,0,[],[],"[1, 4, 8, 14]","[612, 4284, 6431]",True
442,39,1,none,simple,10,7,[],57.0,0,[],[],"[1, 4, 8, 14]","[1306, 3191, 5105]",True
443,39,1,none,simple,11,10,[],28.0,0,[],[],"[1, 4, 8, 15]","[1097, 2296, 3747]",True
444,39,1,none,simple,12,6,[],10.0,0,[],[],"[1, 4, 8, 14]","[639, 2092, 3976]",True
445,40,1,none,full,1,1,"[3, 0, 1]",20.0,5,"[2, 5, 9, 17, 16]","[7273, 12700, 22813, 25452, 27897]","[1, 5, 9, 16]","[13838, 30628, 34591]",False
446,40,1,none,full,2,3,"[3, 0, 1]",-4.0,8,"[2, 6, 3, 4, 5, 12, 7, 13]","[3513, 6384, 9810, 11422, 12321, 22806, 23372, 24153]","[1, 3, 7, 13]","[15169, 27469, 29223]",False
447,40,1,none,full,3,4,"[3, 0, 1]",34.0,8,"[3, 4, 5, 2, 9, 8, 16, 17]","[2092, 3182, 3783, 4369, 6052, 7721, 21520, 23304]","[1, 5, 9, 17]","[10596, 18907, 24370]",False
448,40,1,none,full,4,5,"[3, 0, 1]",29.0,8,"[3, 2, 5, 4, 8, 6, 10, 11]","[2764, 4244, 5150, 5767, 7001, 9142, 19879, 20544]","[1, 2, 6, 10]","[10079, 17915, 21172]",False
449,40,1,none,full,5,0,"[3, 0, 1]",45.0,9,"[2, 3, 4, 5, 9, 6, 8, 15, 14]","[4546, 6110, 7730, 8470, 10854, 12138, 13856, 25166, 25766]","[1, 4, 8, 14]","[15084, 22922, 26304]",False
450,40,1,none,full,6,2,"[3, 0, 1]",25.0,9,"[4, 3, 5, 2, 7, 9, 6, 11, 10]","[1993, 3790, 4934, 5603, 7690, 9394, 10414, 22184, 22945]","[1, 2, 6, 10]","[11069, 18976, 23525]",False
451,40,1,none,full,7,9,[],34.0,7,"[2, 3, 4, 5, 8, 15, 14]","[1130, 1789, 2602, 3042, 3994, 10305, 10796]","[1, 4, 8, 15]","[5182, 8518, 11412]",True
452,40,1,none,full,8,11,[],47.0,9,"[4, 3, 5, 2, 6, 9, 7, 11, 10]","[1313, 1920, 2550, 3008, 4117, 5849, 6906, 11146, 11770]","[1, 2, 6, 11]","[9102, 10118, 12319]",True
453,40,1,none,full,9,6,[],46.0,10,"[3, 2, 5, 4, 7, 8, 6, 9, 10, 11]","[1022, 1457, 2087, 2553, 3379, 4435, 5595, 7331, 9998, 10777]","[1, 2, 6, 11]","[8141, 8748, 11311]",True
454,40,1,none,full,10,10,[],32.0,8,"[2, 3, 4, 5, 8, 7, 12, 13]","[4359, 5005, 5826, 6273, 7161, 8444, 12552, 13051]","[1, 3, 7, 12]","[10002, 10797, 14212]",True
455,40,1,none,full,11,7,[],48.0,9,"[3, 2, 5, 4, 7, 6, 8, 15, 14]","[1763, 2484, 3412, 3916, 4734, 5463, 6739, 9875, 10537]","[1, 4, 8, 14]","[7697, 8620, 11089]",True
456,40,1,none,full,12,8,[],41.0,9,"[4, 5, 2, 3, 9, 8, 7, 14, 15]","[3433, 3914, 4431, 5307, 6343, 7384, 8232, 10944, 11505]","[1, 4, 8, 15]","[9117, 9975, 11947]",True
457,41,1,none,full,1,4,"[3, 0, 1]",16.0,3,"[6, 2, 10]","[11754, 15010, 18841]","[1, 2, 6, 10]","[4777, 13174, 19703]",False
458,41,1,none,full,2,3,"[3, 0, 1]",0.0,4,"[5, 3, 13, 12]","[2295, 5113, 14322, 15073]","[1, 3, 7, 13]","[6480, 13169, 16384]",False
459,41,1,none,full,3,2,"[3, 0, 1]",28.0,6,"[4, 3, 2, 6, 10, 11]","[939, 1882, 2626, 11870, 15533, 16677]","[1, 2, 6, 10]","[4505, 12980, 18284]",False
460,41,1,none,full,4,1,"[3, 0, 1]",22.0,3,"[5, 16, 17]","[1212, 10205, 11028]","[1, 5, 9, 16]","[2652, 8660, 12459]",False
461,41,1,none,full,5,5,"[3, 0, 1]",-10.0,6,"[3, 4, 2, 5, 14, 15]","[795, 1634, 2538, 3194, 13090, 13754]","[1, 4, 8, 15]","[5169, 11848, 17402]",False
462,41,1,none,full,6,0,"[3, 0, 1]",17.0,4,"[3, 7, 13, 12]","[1232, 8768, 13031, 13719]","[1, 3, 7, 13]","[2446, 10574, 15054]",False
