action_times,actions,correct,delays,path,queries,questions,responses,rt,score,time_elapsed,trial_index,trial_i,trial_type,view_history,pid
"[22584, 25319, 26651]","[u'down', u'down', u'right']",,"[0, 0, 0]","[1, 5, 9, 17]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'6', u'10', u'11', u'17', u'9', u'16', u'5', u'3', u'7', u'13', u'12', u'4', u'8', u'14', u'15'], u'time': [657, 1225, 2101, 2837, 3676, 4132, 4641, 5272, 7573, 8097, 8615, 9178, 9798, 10216, 10681, 11442]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[22584, 1, 810]",33.84,955302,5.0,7.0,mouselab-mdp,,9
"[24387, 27290, 29224]","[u'left', u'left', u'up']",,"[0, 0, 0]","[1, 4, 8, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'2', u'6', u'10', u'11', u'7', u'13', u'12', u'4', u'8', u'14', u'15', u'5', u'9', u'17', u'16'], u'time': [2549, 3077, 3685, 4273, 5024, 6166, 6616, 7360, 8121, 8628, 10765, 11754, 13561, 14045, 14753, 16090]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[24387, 2, 1417]",33.84,1004056,6.0,5.0,mouselab-mdp,,9
"[17280, 19971, 21322]","[u'right', u'right', u'down']",,"[0, 0, 0]","[1, 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'12', u'7', u'13', u'3', u'2', u'6', u'10', u'11', u'17', u'9', u'16', u'5', u'15', u'8', u'4', u'14'], u'time': [709, 1206, 1700, 2378, 2957, 3682, 4181, 4834, 5523, 6082, 6591, 7367, 8014, 8529, 9041, 9631]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[17280, 1, 828]",37.84,1053212,7.0,11.0,mouselab-mdp,,9
"[14516, 17242, 18775]","[u'up', u'up', u'left']",,"[0, 0, 0]","[1, 3, 7, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'12', u'7', u'13', u'3', u'4', u'8', u'14', u'15', u'16', u'9', u'17', u'5', u'2', u'6', u'10', u'11'], u'time': [1575, 2094, 3292, 3838, 4426, 4871, 5578, 6178, 6927, 8560, 9108, 9689, 10298, 10962, 11496, 12101]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[14516, 2, 1016]",36.84,1105924,8.0,9.0,mouselab-mdp,,9
"[15878, 19309, 20485]","[u'down', u'down', u'right']",,"[0, 0, 0]","[1, 5, 9, 17]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'12', u'7', u'13', u'3', u'2', u'6', u'10', u'11', u'17', u'9', u'16', u'5', u'4', u'8', u'14', u'15'], u'time': [1382, 2038, 2502, 3114, 3701, 4227, 4820, 5306, 5967, 6520, 7014, 7874, 9062, 9519, 10063, 10663]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[15878, 564, 658]",41.84,1157015,9.0,4.0,mouselab-mdp,,9
"[23261, 26094, 27659]","[u'right', u'right', u'up']",,"[0, 0, 0]","[1, 2, 6, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'12', u'3', u'7', u'13', u'10', u'6', u'11', u'2', u'5', u'9', u'17', u'16', u'4', u'8', u'14', u'15'], u'time': [1580, 2000, 2508, 3868, 4418, 4842, 5481, 5994, 6817, 7359, 7815, 8330, 9077, 9554, 10257, 10821]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[23261, 1, 1045]",33.84,1233061,10.0,3.0,mouselab-mdp,,9
"[14254, 17425, 18769]","[u'right', u'right', u'down']",,"[0, 0, 0]","[1, 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'12', u'7', u'13', u'3', u'2', u'6', u'10', u'11', u'5', u'9', u'17', u'16', u'4', u'8', u'14', u'15'], u'time': [2968, 3427, 3886, 4360, 5139, 5610, 6562, 7179, 8909, 9395, 9892, 10575, 11314, 11806, 12290, 12978]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[14253, 298, 844]",37.84,1282225,11.0,6.0,mouselab-mdp,,9
"[17407, 20115, 21736]","[u'left', u'left', u'up']",,"[0, 0, 0]","[1, 4, 8, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'7', u'13', u'12', u'4', u'8', u'14', u'15', u'5', u'9', u'17', u'16', u'11', u'6', u'10', u'2'], u'time': [1624, 2163, 2630, 3244, 4477, 5042, 5608, 6222, 11494, 12063, 12613, 13144, 14045, 14506, 15000, 15551]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[17406, 1, 1102]",39.84,1345919,12.0,0.0,mouselab-mdp,,9
"[2647, 36484, 39143]","[u'left', u'left', u'up']",,"[29, 0, 19]","[1, 4, 8, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[2647, 1754, 1439]",10.0,193162,1.0,8.0,mouselab-mdp,,10
"[11154, 17435, 18107]","[u'left', u'left', u'up']",,"[0, 0, 0]","[1, 4, 8, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'3', u'2', u'5', u'17', u'9', u'16', u'15', u'8', u'14', u'12', u'7', u'13', u'10', u'6', u'11'], u'time': [825, 1391, 1880, 2456, 3066, 3367, 3655, 4456, 4704, 4971, 5403, 5659, 5911, 6347, 6696, 7011]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[11154, 3, 146]",33.84,245760,2.0,5.0,mouselab-mdp,,10
"[8047, 14415, 15153]","[u'right', u'right', u'up']",,"[0, 0, 0]","[1, 2, 6, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'3', u'2', u'5', u'16', u'9', u'17', u'10', u'6', u'11', u'13', u'7', u'12'], u'time': [524, 922, 1305, 1702, 2913, 3306, 3634, 4844, 5087, 5323, 5842, 6107, 6326]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[8047, 4, 27]",33.87,300424,3.0,3.0,mouselab-mdp,,10
"[8162, 14570, 15246]","[u'right', u'right', u'down']",,"[0, 0, 0]","[1, 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'3', u'2', u'5', u'16', u'9', u'17', u'6', u'11', u'10', u'13', u'7', u'12', u'14', u'8', u'15'], u'time': [610, 1021, 1425, 1810, 2570, 2805, 3007, 3759, 3982, 4291, 4670, 4920, 5165, 5642, 5942, 6197]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[8161, 4, 148]",37.84,357766,4.0,6.0,mouselab-mdp,,10
"[11754, 18110, 18992]","[u'up', u'up', u'left']",,"[0, 0, 0]","[1, 3, 7, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'4', u'5', u'2', u'15', u'8', u'14', u'12', u'7', u'13'], u'time': [667, 1103, 1419, 1755, 2699, 2937, 3213, 3750, 3981, 4213]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[11753, 4, 3]",36.9,412143,5.0,9.0,mouselab-mdp,,10
"[5763, 12992, 14204]","[u'down', u'down', u'left']",,"[0, 0, 0]","[1, 5, 9, 16]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'3', u'2', u'5', u'17', u'9', u'16', u'12', u'7', u'13'], u'time': [855, 1311, 1680, 2098, 2713, 2963, 3347, 3973, 4227, 4461]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[5763, 567, 292]",45.9,464515,6.0,1.0,mouselab-mdp,,10
"[8803, 15531, 16661]","[u'right', u'right', u'up']",,"[0, 0, 0]","[1, 2, 6, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'5', u'2', u'3', u'14', u'8', u'15', u'16', u'9', u'17', u'11', u'6', u'10'], u'time': [1388, 1748, 2112, 2431, 3158, 3376, 3642, 4034, 4260, 4472, 4887, 5123, 5366]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[8803, 287, 427]",33.87,516679,7.0,2.0,mouselab-mdp,,10
"[8304, 15175, 16297]","[u'down', u'down', u'left']",,"[0, 0, 0]","[1, 5, 9, 16]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'2', u'5', u'3', u'10', u'6', u'11', u'17', u'9', u'16', u'12', u'7', u'13'], u'time': [943, 1750, 2077, 2696, 3842, 4090, 4315, 4807, 5084, 5331, 5935, 6193, 6388]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[8304, 331, 417]",33.87,568624,8.0,7.0,mouselab-mdp,,10
"[12721, 23457, 24722]","[u'right', u'right', u'up']",,"[4, 0, 0]","[1, 2, 6, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'3', u'2', u'5', u'15', u'8', u'14', u'12', u'7', u'13', u'6', u'11', u'10', u'16', u'9', u'17'], u'time': [391, 775, 1154, 1506, 2429, 2702, 2907, 3315, 3611, 3829, 4551, 4767, 5039, 27411, 27816, 28104]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[12721, 360, 576]",21.84,625604,9.0,10.0,mouselab-mdp,,10
"[10216, 17630, 18604]","[u'left', u'left', u'up']",,"[0, 0, 0]","[1, 4, 8, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'3', u'2', u'5', u'17', u'9', u'16', u'15', u'8', u'14', u'12', u'7', u'13'], u'time': [961, 1325, 2026, 2299, 3083, 3312, 3937, 4384, 4633, 4881, 5415, 6062, 6772]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[10216, 317, 269]",39.87,680160,10.0,0.0,mouselab-mdp,,10
"[11104, 18365, 19350]","[u'down', u'down', u'right']",,"[0, 0, 0]","[1, 5, 9, 17]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'3', u'2', u'5', u'17', u'9', u'16', u'15', u'8', u'14', u'12', u'13', u'7'], u'time': [2046, 2367, 2715, 2992, 3539, 3771, 3978, 4494, 4712, 5602, 5974, 7344, 7618]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[11104, 533, 268]",41.87,734006,11.0,4.0,mouselab-mdp,,10
"[12891, 19819, 20742]","[u'right', u'right', u'down']",,"[0, 0, 0]","[1, 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'5', u'2', u'3', u'10', u'6', u'11', u'17', u'9', u'16', u'15', u'8', u'14', u'12', u'7', u'13'], u'time': [673, 1407, 2020, 2303, 3072, 3293, 3560, 4101, 4362, 4619, 5150, 5395, 5649, 6129, 6337, 6606]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[12891, 331, 412]",37.84,786273,12.0,11.0,mouselab-mdp,,10
"[8120, 18014, 20366]","[u'right', u'right', u'up']",,"[4, 0, 0]","[1, 2, 6, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'6', u'10', u'11'], u'time': [2467, 2834, 4411, 5837]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[8118, 2212, 1411]",33.96,675814,1.0,2.0,mouselab-mdp,,11
"[42349, 48204, 50051]","[u'down', u'down', u'left']",,"[1, 0, 2]","[1, 5, 9, 16]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'5', u'9', u'16'], u'time': [5761, 7010, 7827, 8737]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[42349, 433, 709]",45.96,734185,2.0,1.0,mouselab-mdp,,11
"[32885, 39100, 41221]","[u'right', u'right', u'up']",,"[0, 0, 0]","[1, 2, 6, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'7', u'13', u'5', u'9', u'17', u'16', u'4', u'8', u'15', u'14', u'2', u'6', u'11', u'10'], u'time': [1657, 2309, 2838, 3742, 4331, 4923, 5789, 6898, 7360, 7731, 8314, 9303, 9676, 10196, 10749]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[32885, 3, 1406]",33.85,804190,3.0,3.0,mouselab-mdp,,11
"[13948, 27532, 30355]","[u'right', u'right', u'down']",,"[3, 0, 0]","[1, 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'6', u'11', u'10'], u'time': [7354, 7885, 8395, 8963]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[13948, 6808, 1854]",37.96,866163,4.0,11.0,mouselab-mdp,,11
"[41626, 52298, 53757]","[u'right', u'right', u'up']",,"[4, 0, 0]","[1, 2, 6, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'2', u'6', u'11', u'3', u'7', u'13', u'4', u'8', u'15', u'14', u'12', u'10'], u'time': [3479, 4383, 4876, 5462, 6855, 7649, 8278, 9764, 10319, 10940, 11804, 12837, 14690]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[41626, 479, 783]",21.87,990193,5.0,10.0,mouselab-mdp,,11
"[25290, 30744, 38493]","[u'right', u'right', u'down']",,"[0, 0, 0]","[1, 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'6', u'11', u'10', u'5', u'9', u'17', u'16', u'3', u'7', u'13', u'12', u'4', u'8', u'15', u'14'], u'time': [2636, 4184, 5056, 5903, 8793, 9510, 10208, 11180, 12300, 12733, 13456, 14062, 14730, 15308, 16033, 16381]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[25290, 318, 7226]",37.84,1052856,6.0,6.0,mouselab-mdp,,11
"[24250, 32840, 35624]","[u'down', u'down', u'right']",,"[4, 0, 2]","[1, 5, 9, 17]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'9', u'17'], u'time': [2124, 2774, 3487]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[24250, 705, 1695]",33.97,1120285,7.0,7.0,mouselab-mdp,,11
"[31190, 37020, 40053]","[u'up', u'up', u'left']",,"[0, 0, 0]","[1, 3, 7, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'3', u'7', u'13', u'12', u'2', u'4', u'8', u'14', u'15', u'9', u'17', u'16', u'11', u'6', u'10'], u'time': [1764, 2781, 3507, 4072, 5623, 6951, 8437, 9309, 10897, 11647, 21129, 21700, 22404, 23932, 24298, 24691]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[31189, 4, 2496]",36.84,1173001,8.0,9.0,mouselab-mdp,,11
"[15334, 24854, 28938]","[u'left', u'left', u'up']",,"[0, 0, 0]","[1, 4, 8, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'6', u'11', u'10', u'5', u'9', u'17', u'16', u'3', u'7', u'12', u'13', u'4', u'8', u'15', u'14'], u'time': [2145, 2726, 3339, 3924, 5082, 5793, 6259, 7023, 7671, 8013, 9311, 9981, 10610, 11123, 11593, 12339]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[15334, 4306, 3562]",33.84,1228458,9.0,5.0,mouselab-mdp,,11
"[37202, 44217, 46991]","[u'down', u'down', u'right']",,"[2, 0, 0]","[1, 5, 9, 17]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'5', u'9', u'16', u'17'], u'time': [3102, 4818, 5461, 6935, 7767]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[37202, 691, 1800]",41.95,1289405,10.0,4.0,mouselab-mdp,,11
"[20961, 26534, 33450]","[u'left', u'left', u'up']",,"[0, 0, 0]","[1, 4, 8, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'7', u'13', u'12', u'2', u'5', u'9', u'17', u'16', u'4', u'8', u'14', u'15'], u'time': [916, 1634, 2421, 3251, 4037, 4947, 5501, 5983, 6611, 7483, 8007, 8545, 9293]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[20961, 2, 6212]",39.87,1340965,11.0,0.0,mouselab-mdp,,11
"[11165, 18279, 25666]","[u'up', u'up', u'left']",,"[2, 0, 0]","[1, 3, 7, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'7', u'13', u'12'], u'time': [3160, 3847, 4558, 5599]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[11165, 1127, 6410]",40.96,1394597,12.0,8.0,mouselab-mdp,,11
"[1519, 3419, 7785]","[u'up', u'up', u'right']",,"[0, 0, 0]","[1, 3, 7, 13]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[1518, 2, 3112]",13.0,424276,1.0,2.0,mouselab-mdp,,12
"[1406, 5319, 7787]","[u'down', u'down', u'left']",,"[0, 0, 0]","[1, 5, 9, 16]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[1405, 2113, 1368]",2.0,476406,2.0,9.0,mouselab-mdp,,12
"[3145, 5621, 7682]","[u'right', u'right', u'down']",,"[0, 0, 0]","[1, 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[3145, 2, 1132]",0.0,525133,3.0,3.0,mouselab-mdp,,12
"[1170, 2991, 4449]","[u'right', u'right', u'up']",,"[0, 0, 0]","[1, 2, 6, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[1170, 2, 613]",8.0,583982,4.0,7.0,mouselab-mdp,,12
"[7003, 8797, 10204]","[u'left', u'left', u'up']",,"[0, 0, 0]","[1, 4, 8, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[7002, 3, 387]",18.0,631409,5.0,10.0,mouselab-mdp,,12
"[524, 2452, 3992]","[u'left', u'left', u'up']",,"[0, 0, 0]","[1, 4, 8, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[524, 2, 683]",34.0,679195,6.0,5.0,mouselab-mdp,,12
"[445, 2888, 4715]","[u'down', u'down', u'right']",,"[0, 0, 0]","[1, 5, 9, 17]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[445, 3, 865]",10.0,728774,7.0,1.0,mouselab-mdp,,12
"[458, 2359, 3538]","[u'left', u'left', u'up']",,"[0, 0, 0]","[1, 4, 8, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[458, 3, 173]",40.0,777866,8.0,0.0,mouselab-mdp,,12
"[457, 3070, 4935]","[u'left', u'left', u'down']",,"[0, 0, 0]","[1, 4, 8, 15]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[456, 630, 925]",6.0,827726,9.0,6.0,mouselab-mdp,,12
"[991, 3535, 5015]","[u'right', u'right', u'down']",,"[0, 0, 0]","[1, 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[991, 710, 574]",0.0,875113,10.0,4.0,mouselab-mdp,,12
"[777, 3322, 5689]","[u'up', u'up', u'left']",,"[0, 0, 0]","[1, 3, 7, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[777, 650, 1255]",15.0,931926,11.0,11.0,mouselab-mdp,,12
"[2452, 4841, 7559]","[u'right', u'right', u'up']",,"[0, 0, 0]","[1, 2, 6, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[2452, 386, 1761]",28.0,983245,12.0,8.0,mouselab-mdp,,12
"[3765, 11495, 14449]","[u'right', u'right', u'down']",,"[5, 0, 0]","[1, 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[3764, 870, 2070]",0.0,423698,1.0,3.0,mouselab-mdp,,13
"[4115, 6637, 8483]","[u'left', u'left', u'up']",,"[0, 0, 0]","[1, 4, 8, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'14'], u'time': [1061, 3321]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[4115, 80, 969]",6.8,474003,2.0,6.0,mouselab-mdp,,13
