,pid,temp,p_error,logp,satisfice,prune,model,trial_idx,k,N,bic
12394,297,1e-05,0.01,-1.806367572991136,,,optimal,25,2,2,4.999029507102162
12400,297,1e-05,0.01,-5.91969082609729,,,optimal,26,2,5,15.058257477062782
12406,297,1e-05,0.01,-4.8141660364000645,,,optimal,27,2,4,12.40092079503991
12412,297,1e-05,0.01,-6.629114438930426,,,optimal,28,2,7,17.15004917597148
12418,297,1e-05,0.01,-6.629114438930426,,,optimal,29,2,7,17.15004917597148
12420,302,1e-10,0.5,-16.955256712758676,15.0,-30.0,depth_first,0,3,13,41.60536149790196
12426,302,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,1,3,1,5.1298987149230735
12432,302,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,2,3,1,5.1298987149230735
12438,302,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,3,3,1,5.1298987149230735
12444,302,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,4,3,1,5.1298987149230735
12450,302,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,5,3,1,5.1298987149230735
12461,302,1e-10,1.0,-7.447751280047907,,,random,6,0,3,14.895502560095814
12466,302,1e-05,0.01,-1.806367572991136,,,optimal,7,2,2,4.999029507102162
12472,302,1e-05,0.01,-6.629114438930426,,,optimal,8,2,7,17.15004917597148
12478,302,1e-05,0.25,-10.384336834773977,,,optimal,9,2,6,24.352192608004064
12485,302,1e-10,1.0,-15.972912641113323,,,random,10,0,7,31.945825282226647
12490,302,0.4498432668969444,0.01,-16.61398151456378,,,optimal,11,2,9,37.622412183799995
12496,302,1e-05,0.01,-6.629114438930426,,,optimal,12,2,7,17.15004917597148
12502,302,1e-05,0.01,-3.4215794435813742,,,optimal,13,2,3,9.040383464498968
12508,302,1e-05,0.01,-5.91969082609729,,,optimal,14,2,5,15.058257477062782
12514,302,1e-05,0.01,-4.8141660364000645,,,optimal,15,2,4,12.40092079503991
12520,302,1e-05,0.01,-4.8141660364000645,,,optimal,16,2,4,12.40092079503991
12526,302,1e-05,0.01,-1.806367572991136,,,optimal,17,2,2,4.999029507102162
12532,302,1e-05,0.01,-1.806367572991136,,,optimal,18,2,2,4.999029507102162
12538,302,1e-05,0.01,-5.91969082609729,,,optimal,19,2,5,15.058257477062782
12544,302,1e-05,0.01,-4.8141660364000645,,,optimal,20,2,4,12.40092079503991
12550,302,1e-05,0.01,-4.8141660364000645,,,optimal,21,2,4,12.40092079503991
12556,302,1e-05,0.01,-4.8141660364000645,,,optimal,22,2,4,12.40092079503991
12562,302,1e-05,0.21,-11.020294876691398,,,optimal,23,2,7,25.932410051493424
12568,302,1e-05,0.01,-5.91969082609729,,,optimal,24,2,5,15.058257477062782
12574,302,1e-05,0.01,-6.629114438930426,,,optimal,25,2,7,17.15004917597148
12580,302,1e-05,0.01,-1.806367572991136,,,optimal,26,2,2,4.999029507102162
12587,302,1e-10,1.0,-22.55216385312343,,,random,27,0,13,45.10432770624686
12592,302,1e-05,0.01,-4.8141660364000645,,,optimal,28,2,4,12.40092079503991
12598,302,1e-05,0.01,-1.806367572991136,,,optimal,29,2,2,4.999029507102162
12603,310,2.44205309454865,0.01,-5.046575318700028,10.0,-30.0,best_first,0,4,7,17.876791233621308
12609,310,1e-05,0.01,-3.9581681272668927,30.0,-10.0,best_first,1,4,11,17.507917345727268
12617,310,1e-10,1.0,-21.85901667256348,,,random,2,0,11,43.71803334512696
12623,310,1e-10,1.0,-22.55216385312343,,,random,3,0,13,45.10432770624686
12629,310,1e-10,1.0,-22.55216385312343,,,random,4,0,12,45.10432770624686
12635,310,1e-10,1.0,-22.55216385312343,,,random,5,0,12,45.10432770624686
12641,310,1e-10,1.0,-22.55216385312343,,,random,6,0,12,45.10432770624686
12647,310,1e-10,1.0,-22.55216385312343,,,random,7,0,12,45.10432770624686
12653,310,1e-10,1.0,-19.37411002277548,,,random,8,0,9,38.74822004555096
12658,310,1e-05,0.51,-18.520944557003403,,,optimal,9,2,11,41.83767965960355
12665,310,1e-10,1.0,-19.37411002277548,,,random,10,0,9,38.74822004555096
12670,310,1e-05,0.31,-14.38309004665401,,,optimal,11,2,9,33.16062924798046
12677,310,1e-10,1.0,-22.55216385312343,,,random,12,0,13,45.10432770624686
12682,310,0.5963623316594636,0.01,-17.118952436378862,,,optimal,13,2,9,38.63235402743016
12689,310,1e-10,1.0,-20.76040438389537,,,random,14,0,10,41.52080876779074
12694,310,0.5963623316594636,0.01,-18.95625143651639,,,optimal,15,2,11,42.70829341862952
12701,310,1e-10,1.0,-21.85901667256348,,,random,16,0,11,43.71803334512696
12707,310,1e-10,1.0,-20.76040438389537,,,random,17,0,10,41.52080876779074
12713,310,1e-10,1.0,-20.76040438389537,,,random,18,0,10,41.52080876779074
12719,310,1e-10,1.0,-20.76040438389537,,,random,19,0,10,41.52080876779074
12724,310,1e-05,0.13,-12.72638532401889,,,optimal,20,2,11,30.248561193634522
12731,310,1e-10,1.0,-21.85901667256348,,,random,21,0,11,43.71803334512696
12736,310,0.5963623316594636,0.01,-16.941003836626027,,,optimal,22,2,9,38.27645682792449
12743,310,1e-10,1.0,-21.85901667256348,,,random,23,0,11,43.71803334512696
12749,310,1e-10,1.0,-19.37411002277548,,,random,24,0,9,38.74822004555096
12755,310,1e-10,1.0,-20.76040438389537,,,random,25,0,10,41.52080876779074
12761,310,1e-10,1.0,-19.37411002277548,,,random,26,0,9,38.74822004555096
12767,310,1e-10,1.0,-20.76040438389537,,,random,27,0,10,41.52080876779074
12773,310,1e-10,1.0,-15.972912641113323,,,random,28,0,7,31.945825282226647
12779,310,1e-10,1.0,-20.76040438389537,,,random,29,0,10,41.52080876779074
12780,312,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,0,3,1,5.1298987149230735
12786,312,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,1,3,1,5.1298987149230735
12792,312,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,2,3,1,5.1298987149230735
12798,312,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,3,3,1,5.1298987149230735
12804,312,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,4,3,1,5.1298987149230735
12810,312,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,5,3,1,5.1298987149230735
12816,312,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,6,3,1,5.1298987149230735
12822,312,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,7,3,1,5.1298987149230735
12828,312,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,8,3,1,5.1298987149230735
12834,312,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,9,3,1,5.1298987149230735
12840,312,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,10,3,1,5.1298987149230735
12846,312,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,11,3,1,5.1298987149230735
12852,312,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,12,3,1,5.1298987149230735
12858,312,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,13,3,1,5.1298987149230735
12864,312,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,14,3,1,5.1298987149230735
12870,312,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,15,3,1,5.1298987149230735
12876,312,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,16,3,1,5.1298987149230735
12882,312,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,17,3,1,5.1298987149230735
12888,312,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,18,3,1,5.1298987149230735
12894,312,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,19,3,1,5.1298987149230735
12900,312,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,20,3,1,5.1298987149230735
12906,312,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,21,3,1,5.1298987149230735
12912,312,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,22,3,1,5.1298987149230735
12918,312,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,23,3,1,5.1298987149230735
12924,312,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,24,3,1,5.1298987149230735
12930,312,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,25,3,1,5.1298987149230735
12936,312,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,26,3,1,5.1298987149230735
12942,312,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,27,3,1,5.1298987149230735
12948,312,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,28,3,1,5.1298987149230735
12954,312,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,29,3,1,5.1298987149230735
12965,314,1e-10,1.0,-5.049856007249537,,,random,0,0,2,10.099712014499074
12971,314,1e-10,1.0,-5.049856007249537,,,random,1,0,2,10.099712014499074
12977,314,1e-10,1.0,-5.049856007249537,,,random,2,0,2,10.099712014499074
12983,314,1e-10,1.0,-5.049856007249537,,,random,3,0,2,10.099712014499074
12989,314,1e-10,1.0,-5.049856007249537,,,random,4,0,2,10.099712014499074
12995,314,1e-10,1.0,-5.049856007249537,,,random,5,0,2,10.099712014499074
13001,314,1e-10,1.0,-5.049856007249537,,,random,6,0,2,10.099712014499074
13007,314,1e-10,1.0,-5.049856007249537,,,random,7,0,2,10.099712014499074
13009,314,1e-10,0.3,-6.166817434585845,5.0,-30.0,breadth_first,8,3,4,16.49251795253136
13015,314,1e-10,0.3,-6.166817434585845,5.0,-30.0,breadth_first,9,3,4,16.49251795253136
13021,314,1e-10,0.3,-6.166817434585845,5.0,-30.0,breadth_first,10,3,4,16.49251795253136
13027,314,1e-10,0.3,-6.166817434585845,5.0,-30.0,breadth_first,11,3,4,16.49251795253136
13037,314,1e-10,1.0,-5.049856007249537,,,random,12,0,2,10.099712014499074
13039,314,1e-10,0.3,-6.166817434585845,5.0,-30.0,breadth_first,13,3,4,16.49251795253136
13049,314,1e-10,1.0,-7.447751280047907,,,random,14,0,3,14.895502560095814
13051,314,1e-10,0.3,-6.166817434585845,5.0,-30.0,breadth_first,15,3,4,16.49251795253136
13057,314,1e-10,0.3,-6.166817434585845,5.0,-30.0,breadth_first,16,3,4,16.49251795253136
13062,314,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,17,3,1,5.1298987149230735
13069,314,1e-10,0.3,-6.166817434585845,5.0,-30.0,breadth_first,18,3,4,16.49251795253136
13075,314,1e-10,0.3,-6.166817434585845,5.0,-30.0,breadth_first,19,3,4,16.49251795253136
13084,314,1e-05,0.21,-11.020294876691398,,,optimal,20,2,7,25.932410051493424
13090,314,1e-05,0.01,-6.629114438930426,,,optimal,21,2,7,17.15004917597148
13096,314,1e-05,0.01,-6.629114438930426,,,optimal,22,2,7,17.15004917597148
13102,314,1e-05,0.01,-3.4215794435813742,,,optimal,23,2,3,9.040383464498968
13108,314,1e-05,0.01,-6.629114438930426,,,optimal,24,2,7,17.15004917597148
13114,314,1e-05,0.01,-5.91969082609729,,,optimal,25,2,5,15.058257477062782
13120,314,1e-05,0.01,-3.4215794435813742,,,optimal,26,2,3,9.040383464498968
13126,314,1e-05,0.3,-9.18460702534004,,,optimal,27,2,5,21.588089875548278
13132,314,1e-05,0.01,-1.806367572991136,,,optimal,28,2,2,4.999029507102162
13138,314,1e-05,0.01,-1.806367572991136,,,optimal,29,2,2,4.999029507102162
13145,315,1e-10,1.0,-7.447751280047907,,,random,0,0,3,14.895502560095814
13151,315,1e-10,1.0,-5.049856007249537,,,random,1,0,2,10.099712014499074
13157,315,1e-10,1.0,-7.447751280047907,,,random,2,0,3,14.895502560095814
13163,315,1e-10,1.0,-5.049856007249537,,,random,3,0,2,10.099712014499074
13169,315,1e-10,1.0,-5.049856007249537,,,random,4,0,2,10.099712014499074
13174,315,1e-05,0.38,-5.030267306577342,,,optimal,5,2,3,12.257759190490903
13177,315,1e-10,0.3,-6.258384628111334,5.0,-30.0,breadth_first,6,3,4,16.67565233958234
13186,315,1e-05,0.52,-9.98868273297768,,,optimal,7,2,5,23.196241290823558
13189,315,1e-10,0.3,-6.258384628111334,5.0,-30.0,breadth_first,8,3,4,16.67565233958234
13199,315,1e-10,1.0,-11.947560950378175,,,random,9,0,5,23.89512190075635
13201,315,1e-10,0.3,-6.258384628111334,5.0,-30.0,breadth_first,10,3,4,16.67565233958234
13210,315,1e-05,0.01,-1.806367572991136,,,optimal,11,2,2,4.999029507102162
13217,315,1e-10,1.0,-15.972912641113323,,,random,12,0,7,31.945825282226647
13223,315,1e-10,1.0,-11.947560950378175,,,random,13,0,5,23.89512190075635
13225,315,1e-10,0.3,-6.258384628111334,5.0,-30.0,breadth_first,14,3,4,16.67565233958234
13231,315,1e-10,0.48,-9.304494297423368,5.0,-30.0,breadth_first,15,3,5,23.437302332149038
13236,315,1e-10,0.4,-5.319519574198639,5.0,-30.0,depth_first,16,3,3,13.934876014401608
13246,315,1e-05,0.01,-4.8141660364000645,,,optimal,17,2,4,12.40092079503991
13252,315,1e-05,0.26,-10.928757134878204,,,optimal,18,2,6,25.441033208212517
13258,315,1e-05,0.01,-5.91969082609729,,,optimal,19,2,5,15.058257477062782
13264,315,1e-05,0.01,-4.8141660364000645,,,optimal,20,2,4,12.40092079503991
13271,315,1e-10,1.0,-9.750336373041954,,,random,21,0,4,19.500672746083907
13276,315,0.2559547922699533,0.01,-5.823829320919981,,,optimal,22,2,3,13.844883219176182
13282,315,1e-05,0.21,-11.020294876691398,,,optimal,23,2,7,25.932410051493424
13288,315,1e-05,0.01,-1.806367572991136,,,optimal,24,2,2,4.999029507102162
13294,315,1e-05,0.01,-5.91969082609729,,,optimal,25,2,5,15.058257477062782
13300,315,0.1930697728883249,0.27,-13.382180885280686,,,optimal,26,2,7,30.656182068672
13306,315,1e-05,0.01,-5.91969082609729,,,optimal,27,2,5,15.058257477062782
13312,315,1e-05,0.01,-1.806367572991136,,,optimal,28,2,2,4.999029507102162
13318,315,1e-05,0.21,-11.020294876691398,,,optimal,29,2,7,25.932410051493424
13321,317,1e-10,0.3,-6.166817434585845,5.0,-30.0,breadth_first,0,3,4,16.49251795253136
13326,317,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,1,3,1,5.1298987149230735
13337,317,1e-10,1.0,-5.049856007249537,,,random,2,0,2,10.099712014499074
13338,317,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,3,3,1,5.1298987149230735
13344,317,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,4,3,1,5.1298987149230735
13355,317,1e-10,1.0,-5.049856007249537,,,random,5,0,2,10.099712014499074
13361,317,1e-10,1.0,-7.447751280047907,,,random,6,0,3,14.895502560095814
13362,317,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,7,3,1,5.1298987149230735
13368,317,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,8,3,1,5.1298987149230735
13374,317,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,9,3,1,5.1298987149230735
13380,317,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,10,3,1,5.1298987149230735
13391,317,1e-10,1.0,-5.049856007249537,,,random,11,0,2,10.099712014499074
13393,317,1e-10,0.3,-6.166817434585845,5.0,-30.0,breadth_first,12,3,4,16.49251795253136
13403,317,1e-10,1.0,-5.049856007249537,,,random,13,0,2,10.099712014499074
13404,317,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,14,3,1,5.1298987149230735
13415,317,1e-10,1.0,-5.049856007249537,,,random,15,0,2,10.099712014499074
13416,317,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,16,3,1,5.1298987149230735
13427,317,1e-10,1.0,-5.049856007249537,,,random,17,0,2,10.099712014499074
13428,317,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,18,3,1,5.1298987149230735
13434,317,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,19,3,1,5.1298987149230735
13440,317,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,20,3,1,5.1298987149230735
13446,317,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,21,3,1,5.1298987149230735
13452,317,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,22,3,1,5.1298987149230735
13458,317,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,23,3,1,5.1298987149230735
13466,317,1e-10,0.23,-12.875115592427454,30.0,-30.0,progressive_deepening,24,3,12,33.20495113421891
13474,317,1e-05,0.29000000000000004,-13.118481350018447,,,optimal,25,2,9,30.631411854709334
13480,317,1e-05,0.01,-6.629114438930426,,,optimal,26,2,7,17.15004917597148
13486,317,1e-05,0.01,-1.806367572991136,,,optimal,27,2,2,4.999029507102162
13492,317,1e-05,0.01,-4.8141660364000645,,,optimal,28,2,4,12.40092079503991
13498,317,0.2559547922699533,0.01,-10.108954418349745,,,optimal,29,2,7,24.109729134810117
13503,328,1e-05,0.01,-2.5526036951400592,10.0,-30.0,best_first,0,4,8,13.422973556999462
13511,328,1e-10,1.0,-22.55216385312343,,,random,1,0,12,45.10432770624686
13517,328,1e-10,1.0,-15.972912641113323,,,random,2,0,7,31.945825282226647
13523,328,1e-10,1.0,-17.76467211034138,,,random,3,0,8,35.52934422068276
13529,328,1e-10,1.0,-15.972912641113323,,,random,4,0,7,31.945825282226647
13535,328,1e-10,1.0,-20.76040438389537,,,random,5,0,10,41.52080876779074
13541,328,1e-10,1.0,-19.37411002277548,,,random,6,0,9,38.74822004555096
13547,328,1e-10,1.0,-20.76040438389537,,,random,7,0,10,41.52080876779074
13553,328,1e-10,1.0,-21.85901667256348,,,random,8,0,11,43.71803334512696
13559,328,1e-10,1.0,-20.76040438389537,,,random,9,0,10,41.52080876779074
13565,328,1e-10,1.0,-21.85901667256348,,,random,10,0,11,43.71803334512696
13571,328,1e-10,1.0,-21.85901667256348,,,random,11,0,11,43.71803334512696
13577,328,1e-10,1.0,-22.55216385312343,,,random,12,0,13,45.10432770624686
13583,328,1e-10,1.0,-21.85901667256348,,,random,13,0,11,43.71803334512696
13589,328,1e-10,1.0,-17.76467211034138,,,random,14,0,8,35.52934422068276
13595,328,1e-10,1.0,-22.55216385312343,,,random,15,0,13,45.10432770624686
13601,328,1e-10,1.0,-22.55216385312343,,,random,16,0,12,45.10432770624686
13607,328,1e-10,1.0,-21.85901667256348,,,random,17,0,11,43.71803334512696
13613,328,1e-10,1.0,-20.76040438389537,,,random,18,0,10,41.52080876779074
13619,328,1e-10,1.0,-20.76040438389537,,,random,19,0,10,41.52080876779074
13625,328,1e-10,1.0,-22.55216385312343,,,random,20,0,13,45.10432770624686
13630,328,0.7906043210907702,0.01,-19.566730711857733,,,optimal,21,2,12,44.10327472329147
13637,328,1e-10,1.0,-22.55216385312343,,,random,22,0,13,45.10432770624686
13643,328,1e-10,1.0,-22.55216385312343,,,random,23,0,12,45.10432770624686
13649,328,1e-10,1.0,-21.85901667256348,,,random,24,0,11,43.71803334512696
13655,328,1e-10,1.0,-21.85901667256348,,,random,25,0,11,43.71803334512696
13661,328,1e-10,1.0,-20.76040438389537,,,random,26,0,10,41.52080876779074
13667,328,1e-10,1.0,-22.55216385312343,,,random,27,0,13,45.10432770624686
13673,328,1e-10,1.0,-21.85901667256348,,,random,28,0,11,43.71803334512696
13678,328,2.44205309454865,0.01,-19.905191167837074,,,optimal,29,2,13,44.94028105059722
13680,334,1e-10,0.27,-11.699784705810773,25.0,-30.0,depth_first,0,3,9,29.991243143630204
13690,334,0.2559547922699533,0.01,-10.302062583222282,,,optimal,1,2,6,24.187644104900674
13696,334,0.047148663634573935,0.26,-9.94955550501815,,,optimal,2,2,6,23.48262994849241
13702,334,1e-05,0.01,-5.91969082609729,,,optimal,3,2,5,15.058257477062782
13708,334,1e-05,0.01,-6.629114438930426,,,optimal,4,2,7,17.15004917597148
13714,334,1e-05,0.21,-11.020294876691398,,,optimal,5,2,7,25.932410051493424
13721,334,1e-10,1.0,-7.447751280047907,,,random,6,0,3,14.895502560095814
13726,334,1e-05,0.01,-3.4215794435813742,,,optimal,7,2,3,9.040383464498968
13732,334,1e-05,0.01,-1.806367572991136,,,optimal,8,2,2,4.999029507102162
13738,334,1e-05,0.01,-3.4215794435813742,,,optimal,9,2,3,9.040383464498968
13744,334,1e-05,0.01,-3.4215794435813742,,,optimal,10,2,3,9.040383464498968
13750,334,1e-05,0.01,-1.806367572991136,,,optimal,11,2,2,4.999029507102162
13756,334,1e-05,0.32,-10.099793070714627,,,optimal,12,2,5,23.418461966297453
13763,334,1e-10,1.0,-7.447751280047907,,,random,13,0,3,14.895502560095814
13768,334,1e-05,0.01,-1.806367572991136,,,optimal,14,2,2,4.999029507102162
13774,334,1e-05,0.01,-1.806367572991136,,,optimal,15,2,2,4.999029507102162
13781,334,1e-10,1.0,-7.447751280047907,,,random,16,0,3,14.895502560095814
13786,334,1e-05,0.01,-5.91969082609729,,,optimal,17,2,5,15.058257477062782
13792,334,1e-05,0.01,-6.620506064393825,,,optimal,18,2,6,16.82453106724376
13798,334,1e-05,0.01,-1.806367572991136,,,optimal,19,2,2,4.999029507102162
13804,334,1e-05,0.01,-4.8141660364000645,,,optimal,20,2,4,12.40092079503991
13810,334,1e-05,0.21,-11.020294876691398,,,optimal,21,2,7,25.932410051493424
13816,334,1e-05,0.01,-1.806367572991136,,,optimal,22,2,2,4.999029507102162
13822,334,1e-05,0.21,-11.020294876691398,,,optimal,23,2,7,25.932410051493424
13829,334,1e-10,1.0,-7.447751280047907,,,random,24,0,3,14.895502560095814
13830,334,1e-10,0.55,-3.8643017884476185,5.0,-30.0,depth_first,25,3,2,9.808045118575073
13840,334,1e-05,0.01,-6.620506064393825,,,optimal,26,2,6,16.82453106724376
13846,334,1e-05,0.01,-1.806367572991136,,,optimal,27,2,2,4.999029507102162
13852,334,1e-05,0.01,-4.8141660364000645,,,optimal,28,2,4,12.40092079503991
13858,334,1e-05,0.01,-1.806367572991136,,,optimal,29,2,2,4.999029507102162
13863,337,1e-05,0.24,-10.675136731308186,25.0,-30.0,best_first,0,4,10,30.560613834592555
13871,337,1e-10,1.0,-22.55216385312343,,,random,1,0,13,45.10432770624686
13877,337,1e-10,1.0,-22.55216385312343,,,random,2,0,13,45.10432770624686
13883,337,1e-10,1.0,-22.55216385312343,,,random,3,0,13,45.10432770624686
13889,337,1e-10,1.0,-19.37411002277548,,,random,4,0,9,38.74822004555096
13895,337,1e-10,1.0,-22.55216385312343,,,random,5,0,12,45.10432770624686
13901,337,1e-10,1.0,-22.55216385312343,,,random,6,0,13,45.10432770624686
13907,337,1e-10,1.0,-22.55216385312343,,,random,7,0,12,45.10432770624686
13913,337,1e-10,1.0,-22.55216385312343,,,random,8,0,13,45.10432770624686
13919,337,1e-10,1.0,-22.55216385312343,,,random,9,0,13,45.10432770624686
13925,337,1e-10,1.0,-22.55216385312343,,,random,10,0,13,45.10432770624686
13931,337,1e-10,1.0,-22.55216385312343,,,random,11,0,13,45.10432770624686
13937,337,1e-10,1.0,-22.55216385312343,,,random,12,0,13,45.10432770624686
13943,337,1e-10,1.0,-20.76040438389537,,,random,13,0,10,41.52080876779074
13948,337,0.3393221771895329,0.01,-9.702007315343113,,,optimal,14,2,5,22.622890455554426
13954,337,0.4498432668969444,0.02,-16.262918576323838,,,optimal,15,2,9,36.92028630732011
13961,337,1e-10,1.0,-21.85901667256348,,,random,16,0,11,43.71803334512696
