,pid,temp,p_error,logp,satisfice,prune,model,trial_idx,k,N,bic
7050,169,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,5,3,1,5.1298987149230735
7057,169,1e-10,0.48,-18.416093196891747,25.0,-30.0,breadth_first,6,3,13,44.527034466168104
7062,169,1e-10,0.55,-3.8643017884476185,5.0,-30.0,depth_first,7,3,2,9.808045118575073
7072,169,1e-05,0.01,-5.91969082609729,,,optimal,8,2,5,15.058257477062782
7078,169,1e-05,0.01,-3.4215794435813742,,,optimal,9,2,3,9.040383464498968
7085,169,1e-10,1.0,-15.972912641113323,,,random,10,0,7,31.945825282226647
7090,169,1e-05,0.01,-1.806367572991136,,,optimal,11,2,2,4.999029507102162
7096,169,1e-05,0.01,-6.620506064393825,,,optimal,12,2,6,16.82453106724376
7102,169,1e-05,0.01,-5.91969082609729,,,optimal,13,2,5,15.058257477062782
7108,169,1e-05,0.01,-6.629114438930426,,,optimal,14,2,7,17.15004917597148
7114,169,1e-05,0.01,-4.8141660364000645,,,optimal,15,2,4,12.40092079503991
7120,169,1e-05,0.01,-4.8141660364000645,,,optimal,16,2,4,12.40092079503991
7126,169,1e-05,0.01,-1.806367572991136,,,optimal,17,2,2,4.999029507102162
7132,169,1e-05,0.01,-6.620506064393825,,,optimal,18,2,6,16.82453106724376
7138,169,1e-05,0.01,-3.4215794435813742,,,optimal,19,2,3,9.040383464498968
7144,169,1e-05,0.01,-5.91969082609729,,,optimal,20,2,5,15.058257477062782
7150,169,1e-05,0.01,-3.4215794435813742,,,optimal,21,2,3,9.040383464498968
7156,169,1e-05,0.01,-3.4215794435813742,,,optimal,22,2,3,9.040383464498968
7162,169,1e-05,0.01,-5.91969082609729,,,optimal,23,2,5,15.058257477062782
7168,169,1e-05,0.01,-1.806367572991136,,,optimal,24,2,2,4.999029507102162
7174,169,1e-05,0.01,-1.806367572991136,,,optimal,25,2,2,4.999029507102162
7180,169,1e-05,0.01,-6.620506064393825,,,optimal,26,2,6,16.82453106724376
7186,169,1e-05,0.21,-11.020294876691398,,,optimal,27,2,7,25.932410051493424
7192,169,1e-05,0.01,-4.8141660364000645,,,optimal,28,2,4,12.40092079503991
7198,169,1e-05,0.01,-1.806367572991136,,,optimal,29,2,2,4.999029507102162
7201,172,1e-10,0.3,-6.166817434585845,5.0,-30.0,breadth_first,0,3,4,16.49251795253136
7211,172,1e-10,1.0,-7.447751280047907,,,random,1,0,3,14.895502560095814
7217,172,1e-10,1.0,-9.750336373041954,,,random,2,0,4,19.500672746083907
7223,172,1e-10,1.0,-7.447751280047907,,,random,3,0,3,14.895502560095814
7229,172,1e-10,1.0,-9.750336373041954,,,random,4,0,4,19.500672746083907
7230,172,1e-10,0.55,-3.8643017884476185,5.0,-30.0,depth_first,5,3,2,9.808045118575073
7241,172,1e-10,1.0,-9.750336373041954,,,random,6,0,4,19.500672746083907
7247,172,1e-10,1.0,-5.049856007249537,,,random,7,0,2,10.099712014499074
7248,172,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,8,3,1,5.1298987149230735
7258,172,1e-05,0.01,-1.806367572991136,,,optimal,9,2,2,4.999029507102162
7265,172,1e-10,1.0,-9.750336373041954,,,random,10,0,4,19.500672746083907
7271,172,1e-10,1.0,-9.750336373041954,,,random,11,0,4,19.500672746083907
7276,172,1e-05,0.32,-10.099793070714627,,,optimal,12,2,5,23.418461966297453
7282,172,1e-05,0.01,-6.620506064393825,,,optimal,13,2,6,16.82453106724376
7288,172,1e-05,0.01,-4.8141660364000645,,,optimal,14,2,4,12.40092079503991
7294,172,1e-05,0.01,-3.4215794435813742,,,optimal,15,2,3,9.040383464498968
7300,172,1e-05,0.01,-3.4215794435813742,,,optimal,16,2,3,9.040383464498968
7306,172,1e-05,0.01,-6.629114438930426,,,optimal,17,2,7,17.15004917597148
7312,172,0.1930697728883249,0.01,-9.04830661551726,,,optimal,18,2,6,21.68013216949063
7318,172,1e-05,0.01,-3.4215794435813742,,,optimal,19,2,3,9.040383464498968
7324,172,1e-05,0.01,-4.8141660364000645,,,optimal,20,2,4,12.40092079503991
7330,172,1e-05,0.45,-5.878744813408145,,,optimal,21,2,3,13.95471420415251
7337,172,1e-10,1.0,-7.447751280047907,,,random,22,0,3,14.895502560095814
7342,172,1e-05,0.01,-3.4215794435813742,,,optimal,23,2,3,9.040383464498968
7348,172,1e-05,0.01,-5.91969082609729,,,optimal,24,2,5,15.058257477062782
7354,172,1e-05,0.45,-5.878744813408145,,,optimal,25,2,3,13.95471420415251
7360,172,1e-05,0.01,-3.4215794435813742,,,optimal,26,2,3,9.040383464498968
7366,172,1e-05,0.01,-4.8141660364000645,,,optimal,27,2,4,12.40092079503991
7372,172,1e-05,0.01,-5.91969082609729,,,optimal,28,2,5,15.058257477062782
7378,172,1e-05,0.01,-6.629114438930426,,,optimal,29,2,7,17.15004917597148
7380,174,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,0,3,1,5.1298987149230735
7386,174,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,1,3,1,5.1298987149230735
7392,174,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,2,3,1,5.1298987149230735
7398,174,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,3,3,1,5.1298987149230735
7404,174,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,4,3,1,5.1298987149230735
7410,174,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,5,3,1,5.1298987149230735
7416,174,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,6,3,1,5.1298987149230735
7422,174,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,7,3,1,5.1298987149230735
7428,174,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,8,3,1,5.1298987149230735
7434,174,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,9,3,1,5.1298987149230735
7440,174,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,10,3,1,5.1298987149230735
7446,174,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,11,3,1,5.1298987149230735
7452,174,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,12,3,1,5.1298987149230735
7458,174,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,13,3,1,5.1298987149230735
7464,174,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,14,3,1,5.1298987149230735
7470,174,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,15,3,1,5.1298987149230735
7476,174,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,16,3,1,5.1298987149230735
7482,174,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,17,3,1,5.1298987149230735
7488,174,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,18,3,1,5.1298987149230735
7494,174,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,19,3,1,5.1298987149230735
7500,174,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,20,3,1,5.1298987149230735
7506,174,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,21,3,1,5.1298987149230735
7512,174,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,22,3,1,5.1298987149230735
7518,174,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,23,3,1,5.1298987149230735
7524,174,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,24,3,1,5.1298987149230735
7530,174,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,25,3,1,5.1298987149230735
7536,174,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,26,3,1,5.1298987149230735
7542,174,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,27,3,1,5.1298987149230735
7548,174,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,28,3,1,5.1298987149230735
7554,174,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,29,3,1,5.1298987149230735
7561,193,1e-10,0.3,-6.166817434585845,5.0,-30.0,breadth_first,0,3,4,16.49251795253136
7567,193,1e-10,0.27,-13.241103515898926,30.0,-5.0,breadth_first,1,3,10,33.38996231077999
7576,193,1e-05,0.25,-10.384336834773977,,,optimal,2,2,6,24.352192608004064
7583,193,1e-10,1.0,-14.02700249205801,,,random,3,0,6,28.05400498411602
7588,193,1e-05,0.01,-6.620506064393825,,,optimal,4,2,6,16.82453106724376
7595,193,1e-10,1.0,-21.85901667256348,,,random,5,0,11,43.71803334512696
7600,193,1e-05,0.01,-6.629114438930426,,,optimal,6,2,7,17.15004917597148
7606,193,0.3393221771895329,0.01,-12.730656319096672,,,optimal,7,2,7,29.35313293630397
7613,193,1e-10,1.0,-22.55216385312343,,,random,8,0,12,45.10432770624686
7618,193,1e-05,0.53,-19.84580492662592,,,optimal,9,2,13,44.82150856817491
7624,193,1e-05,0.01,-6.629114438930426,,,optimal,10,2,7,17.15004917597148
7630,193,0.4498432668969444,0.01,-17.975569872461318,,,optimal,11,2,11,40.74693029051937
7636,193,1e-05,0.15000000000000002,-12.843680096255989,,,optimal,12,2,10,30.292530378500068
7643,193,1e-10,1.0,-19.37411002277548,,,random,13,0,9,38.74822004555096
7649,193,1e-10,1.0,-15.972912641113323,,,random,14,0,7,31.945825282226647
7654,193,1e-05,0.01,-1.806367572991136,,,optimal,15,2,2,4.999029507102162
7660,193,1e-05,0.01,-6.629114438930426,,,optimal,16,2,7,17.15004917597148
7666,193,0.4498432668969444,0.01,-13.652999531000786,,,optimal,17,2,7,31.1978193601122
7672,193,1e-05,0.21,-11.149242609648264,,,optimal,18,2,7,26.190305517407154
7678,193,1e-05,0.01,-6.629114438930426,,,optimal,19,2,7,17.15004917597148
7684,193,1e-05,0.01,-6.629114438930426,,,optimal,20,2,7,17.15004917597148
7691,193,1e-10,1.0,-21.85901667256348,,,random,21,0,11,43.71803334512696
7697,193,1e-10,1.0,-20.76040438389537,,,random,22,0,10,41.52080876779074
7702,193,1e-05,0.34,-15.318465675221448,,,optimal,23,2,9,35.03138050511534
7708,193,0.4498432668969444,0.01,-17.453053108177887,,,optimal,24,2,10,39.51127640234387
7714,193,1e-05,0.21,-11.149242609648264,,,optimal,25,2,7,26.190305517407154
7721,193,1e-10,1.0,-15.972912641113323,,,random,26,0,7,31.945825282226647
7726,193,1e-05,0.01,-6.629114438930426,,,optimal,27,2,7,17.15004917597148
7732,193,0.4498432668969444,0.01,-13.921943781225641,,,optimal,28,2,7,31.73570786056191
7739,193,1e-10,1.0,-15.972912641113323,,,random,29,0,7,31.945825282226647
7745,199,1e-10,1.0,-22.55216385312343,,,random,0,0,13,45.10432770624686
7750,199,1e-05,0.21,-11.020294876691398,,,optimal,1,2,7,25.932410051493424
7756,199,1e-05,0.51,-19.567875002294702,,,optimal,2,2,13,44.26564871951248
7763,199,1e-10,1.0,-15.972912641113323,,,random,3,0,7,31.945825282226647
7769,199,1e-10,1.0,-15.972912641113323,,,random,4,0,7,31.945825282226647
7775,199,1e-10,1.0,-22.55216385312343,,,random,5,0,13,45.10432770624686
7781,199,1e-10,1.0,-21.85901667256348,,,random,6,0,11,43.71803334512696
7786,199,1e-05,0.27,-15.942225227913164,,,optimal,7,2,11,36.68024100142307
7793,199,1e-10,1.0,-22.55216385312343,,,random,8,0,13,45.10432770624686
7798,199,1e-05,0.01,-6.629114438930426,,,optimal,9,2,7,17.15004917597148
7804,199,1e-05,0.21,-11.149242609648264,,,optimal,10,2,7,26.190305517407154
7810,199,1e-05,0.01,-6.629114438930426,,,optimal,11,2,7,17.15004917597148
7816,199,1e-05,0.21,-11.149242609648264,,,optimal,12,2,7,26.190305517407154
7822,199,1e-05,0.21,-11.020294876691398,,,optimal,13,2,7,25.932410051493424
7829,199,1e-10,1.0,-15.972912641113323,,,random,14,0,7,31.945825282226647
7834,199,1e-05,0.01,-6.629114438930426,,,optimal,15,2,7,17.15004917597148
7840,199,1e-05,0.01,-6.629114438930426,,,optimal,16,2,7,17.15004917597148
7847,199,1e-10,1.0,-21.85901667256348,,,random,17,0,11,43.71803334512696
7853,199,1e-10,1.0,-15.972912641113323,,,random,18,0,7,31.945825282226647
7858,199,1e-05,0.26,-14.783386628707216,,,optimal,19,2,11,34.36256380301117
7864,199,0.4498432668969444,0.01,-13.682509378928025,,,optimal,20,2,7,31.256839055966676
7870,199,1e-05,0.21,-11.149242609648264,,,optimal,21,2,7,26.190305517407154
7876,199,0.4498432668969444,0.01,-16.929258376321947,,,optimal,22,2,9,38.25296590731633
7882,199,1e-05,0.01,-6.629114438930426,,,optimal,23,2,7,17.15004917597148
7888,199,0.4498432668969444,0.01,-13.894000326167939,,,optimal,24,2,7,31.679820950446505
7894,199,1e-05,0.01,-6.629114438930426,,,optimal,25,2,7,17.15004917597148
7901,199,1e-10,1.0,-22.55216385312343,,,random,26,0,12,45.10432770624686
7906,199,1e-05,0.01,-6.629114438930426,,,optimal,27,2,7,17.15004917597148
7912,199,0.3393221771895329,0.01,-11.68280465431362,,,optimal,28,2,7,27.257429606737865
7918,199,1e-05,0.21,-11.149242609648264,,,optimal,29,2,7,26.190305517407154
7925,207,1e-10,1.0,-5.049856007249537,,,random,0,0,2,10.099712014499074
7926,207,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,1,3,1,5.1298987149230735
7932,207,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,2,3,1,5.1298987149230735
7938,207,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,3,3,1,5.1298987149230735
7944,207,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,4,3,1,5.1298987149230735
7950,207,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,5,3,1,5.1298987149230735
7956,207,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,6,3,1,5.1298987149230735
7962,207,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,7,3,1,5.1298987149230735
7968,207,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,8,3,1,5.1298987149230735
7974,207,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,9,3,1,5.1298987149230735
7980,207,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,10,3,1,5.1298987149230735
7986,207,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,11,3,1,5.1298987149230735
7992,207,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,12,3,1,5.1298987149230735
7998,207,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,13,3,1,5.1298987149230735
8004,207,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,14,3,1,5.1298987149230735
8010,207,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,15,3,1,5.1298987149230735
8016,207,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,16,3,1,5.1298987149230735
8022,207,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,17,3,1,5.1298987149230735
8028,207,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,18,3,1,5.1298987149230735
8034,207,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,19,3,1,5.1298987149230735
8040,207,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,20,3,1,5.1298987149230735
8046,207,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,21,3,1,5.1298987149230735
8052,207,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,22,3,1,5.1298987149230735
8058,207,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,23,3,1,5.1298987149230735
8064,207,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,24,3,1,5.1298987149230735
8070,207,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,25,3,1,5.1298987149230735
8076,207,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,26,3,1,5.1298987149230735
8082,207,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,27,3,1,5.1298987149230735
8088,207,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,28,3,1,5.1298987149230735
8094,207,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,29,3,1,5.1298987149230735
8100,209,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,0,3,1,5.1298987149230735
8106,209,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,1,3,1,5.1298987149230735
8112,209,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,2,3,1,5.1298987149230735
8123,209,1e-10,1.0,-5.049856007249537,,,random,3,0,2,10.099712014499074
8124,209,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,4,3,1,5.1298987149230735
8130,209,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,5,3,1,5.1298987149230735
8136,209,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,6,3,1,5.1298987149230735
8142,209,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,7,3,1,5.1298987149230735
8153,209,1e-10,1.0,-7.447751280047907,,,random,8,0,3,14.895502560095814
8159,209,1e-10,1.0,-7.447751280047907,,,random,9,0,3,14.895502560095814
8160,209,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,10,3,1,5.1298987149230735
8170,209,1e-05,0.01,-1.806367572991136,,,optimal,11,2,2,4.999029507102162
8176,209,1e-05,0.01,-3.4215794435813742,,,optimal,12,2,3,9.040383464498968
8178,209,1e-10,0.55,-3.8643017884476185,5.0,-30.0,depth_first,13,3,2,9.808045118575073
8188,209,1e-05,0.01,-1.806367572991136,,,optimal,14,2,2,4.999029507102162
8194,209,1e-05,0.01,-1.806367572991136,,,optimal,15,2,2,4.999029507102162
8196,209,1e-10,0.55,-3.8643017884476185,5.0,-30.0,depth_first,16,3,2,9.808045118575073
8207,209,1e-10,1.0,-14.02700249205801,,,random,17,0,6,28.05400498411602
8213,209,1e-10,1.0,-14.02700249205801,,,random,18,0,6,28.05400498411602
8218,209,1e-05,0.01,-1.806367572991136,,,optimal,19,2,2,4.999029507102162
8224,209,1e-05,0.01,-4.8141660364000645,,,optimal,20,2,4,12.40092079503991
8226,209,1e-10,0.55,-3.8643017884476185,5.0,-30.0,depth_first,21,3,2,9.808045118575073
8236,209,1e-05,0.01,-3.4215794435813742,,,optimal,22,2,3,9.040383464498968
8243,209,1e-10,1.0,-7.447751280047907,,,random,23,0,3,14.895502560095814
8249,209,1e-10,1.0,-15.972912641113323,,,random,24,0,7,31.945825282226647
8255,209,1e-10,1.0,-7.447751280047907,,,random,25,0,3,14.895502560095814
8261,209,1e-10,1.0,-5.049856007249537,,,random,26,0,2,10.099712014499074
8267,209,1e-10,1.0,-5.049856007249537,,,random,27,0,2,10.099712014499074
8272,209,1e-05,0.01,-6.620506064393825,,,optimal,28,2,6,16.82453106724376
8274,209,1e-10,0.55,-3.8643017884476185,5.0,-30.0,depth_first,29,3,2,9.808045118575073
8285,210,1e-10,1.0,-7.447751280047907,,,random,0,0,3,14.895502560095814
8287,210,1e-10,0.3,-6.166817434585845,5.0,-30.0,breadth_first,1,3,4,16.49251795253136
8293,210,1e-10,0.3,-6.166817434585845,5.0,-30.0,breadth_first,2,3,4,16.49251795253136
8299,210,1e-10,0.3,-6.166817434585845,5.0,-30.0,breadth_first,3,3,4,16.49251795253136
8304,210,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,4,3,1,5.1298987149230735
8310,210,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,5,3,1,5.1298987149230735
8317,210,1e-10,0.3,-6.166817434585845,5.0,-30.0,breadth_first,6,3,4,16.49251795253136
8322,210,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,7,3,1,5.1298987149230735
8328,210,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,8,3,1,5.1298987149230735
8339,210,1e-10,1.0,-5.049856007249537,,,random,9,0,2,10.099712014499074
8345,210,1e-10,1.0,-7.447751280047907,,,random,10,0,3,14.895502560095814
8347,210,1e-10,0.3,-6.166817434585845,5.0,-30.0,breadth_first,11,3,4,16.49251795253136
8352,210,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,12,3,1,5.1298987149230735
8363,210,1e-10,1.0,-5.049856007249537,,,random,13,0,2,10.099712014499074
8364,210,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,14,3,1,5.1298987149230735
8374,210,1e-05,0.01,-4.8141660364000645,,,optimal,15,2,4,12.40092079503991
8380,210,1e-05,0.01,-3.4215794435813742,,,optimal,16,2,3,9.040383464498968
8386,210,1e-05,0.01,-4.8141660364000645,,,optimal,17,2,4,12.40092079503991
8392,210,1e-05,0.01,-5.91969082609729,,,optimal,18,2,5,15.058257477062782
8398,210,1e-05,0.01,-1.806367572991136,,,optimal,19,2,2,4.999029507102162
8404,210,1e-05,0.01,-5.91969082609729,,,optimal,20,2,5,15.058257477062782
8410,210,1e-05,0.01,-5.91969082609729,,,optimal,21,2,5,15.058257477062782
8416,210,1e-05,0.01,-4.8141660364000645,,,optimal,22,2,4,12.40092079503991
8422,210,1e-05,0.01,-4.8141660364000645,,,optimal,23,2,4,12.40092079503991
8428,210,1e-05,0.01,-4.8141660364000645,,,optimal,24,2,4,12.40092079503991
8434,210,1e-05,0.21,-11.020294876691398,,,optimal,25,2,7,25.932410051493424
8440,210,1e-05,0.01,-6.629114438930426,,,optimal,26,2,7,17.15004917597148
8446,210,1e-05,0.01,-6.620506064393825,,,optimal,27,2,6,16.82453106724376
8452,210,1e-05,0.01,-1.806367572991136,,,optimal,28,2,2,4.999029507102162
8458,210,1e-05,0.01,-1.806367572991136,,,optimal,29,2,2,4.999029507102162
8465,221,1e-10,1.0,-22.55216385312343,,,random,0,0,13,45.10432770624686
8471,221,1e-10,1.0,-22.55216385312343,,,random,1,0,13,45.10432770624686
8472,221,1e-10,0.01,-1.8348753027571167,10.0,-30.0,depth_first,2,3,5,8.498064342816534
8483,221,1e-10,1.0,-22.55216385312343,,,random,3,0,13,45.10432770624686
8488,221,1e-05,0.41,-17.8347637694076,,,optimal,4,2,11,40.46531808441195
8494,221,0.3393221771895329,0.01,-7.804359323573736,,,optimal,5,2,4,18.38130736938725
8501,221,1e-10,1.0,-20.76040438389537,,,random,6,0,10,41.52080876779074
8506,221,1e-05,0.37,-14.334668514347007,,,optimal,7,2,8,32.828220112053685
8512,221,1e-05,0.31,-14.38309004665401,,,optimal,8,2,9,33.16062924798046
8518,221,1e-05,0.31,-14.38309004665401,,,optimal,9,2,9,33.16062924798046
8524,221,1e-05,0.01,-1.806367572991136,,,optimal,10,2,2,4.999029507102162
8530,221,1e-05,0.13,-12.336589642840655,,,optimal,11,2,11,29.468969831278052
8536,221,1e-05,0.13,-12.72638532401889,,,optimal,12,2,11,30.248561193634522
8543,221,1e-10,1.0,-14.02700249205801,,,random,13,0,6,28.05400498411602
8548,221,0.3393221771895329,0.01,-11.45182925738152,,,optimal,14,2,6,26.48717745321915
8554,221,1e-05,0.21,-11.149242609648264,,,optimal,15,2,7,26.190305517407154
8560,221,1e-05,0.01,-1.806367572991136,,,optimal,16,2,2,4.999029507102162
8566,221,1e-05,0.01,-5.91969082609729,,,optimal,17,2,5,15.058257477062782
8572,221,1e-05,0.01,-5.91969082609729,,,optimal,18,2,5,15.058257477062782
8578,221,1e-05,0.01,-3.4215794435813742,,,optimal,19,2,3,9.040383464498968
8584,221,1e-05,0.01,-5.91969082609729,,,optimal,20,2,5,15.058257477062782
8590,221,1e-05,0.01,-5.91969082609729,,,optimal,21,2,5,15.058257477062782
8596,221,1e-05,0.01,-1.806367572991136,,,optimal,22,2,2,4.999029507102162
8602,221,1e-05,0.01,-4.8141660364000645,,,optimal,23,2,4,12.40092079503991
8608,221,1e-05,0.01,-3.4215794435813742,,,optimal,24,2,3,9.040383464498968
8614,221,1e-05,0.21,-11.149242609648264,,,optimal,25,2,7,26.190305517407154
8620,221,1e-05,0.01,-6.629114438930426,,,optimal,26,2,7,17.15004917597148
8626,221,1e-05,0.01,-1.806367572991136,,,optimal,27,2,2,4.999029507102162
8632,221,1e-05,0.01,-5.91969082609729,,,optimal,28,2,5,15.058257477062782
8638,221,1e-05,0.01,-3.4215794435813742,,,optimal,29,2,3,9.040383464498968
8645,229,1e-10,1.0,-19.37411002277548,,,random,0,0,9,38.74822004555096
8650,229,1e-05,0.61,-18.12060042902301,,,optimal,1,2,10,40.846371044034115
8657,229,1e-10,1.0,-22.55216385312343,,,random,2,0,12,45.10432770624686
8663,229,1e-10,1.0,-20.76040438389537,,,random,3,0,10,41.52080876779074
8668,229,0.2559547922699533,0.43,-18.340525763725715,,,optimal,4,2,10,41.286221713439524
8675,229,1e-10,1.0,-20.76040438389537,,,random,5,0,10,41.52080876779074
8681,229,1e-10,1.0,-22.55216385312343,,,random,6,0,13,45.10432770624686
8687,229,1e-10,1.0,-20.76040438389537,,,random,7,0,10,41.52080876779074
8693,229,1e-10,1.0,-20.76040438389537,,,random,8,0,10,41.52080876779074
8695,229,1e-10,0.39,-9.779715419201217,5.0,-30.0,breadth_first,9,3,6,24.934709246086598
8701,229,1e-10,0.24,-6.434783564689473,5.0,-30.0,breadth_first,10,3,5,17.697880866681245
8711,229,1e-10,1.0,-19.37411002277548,,,random,11,0,9,38.74822004555096
8713,229,1e-10,0.39,-9.779715419201217,5.0,-30.0,breadth_first,12,3,6,24.934709246086598
8722,229,1e-05,0.41,-16.480058540817886,,,optimal,13,2,10,37.565287267623866
8725,229,1e-10,0.39,-9.779715419201217,5.0,-30.0,breadth_first,14,3,6,24.934709246086598
8731,229,1e-10,0.24,-6.434783564689473,5.0,-30.0,breadth_first,15,3,5,17.697880866681245
8741,229,1e-10,1.0,-22.55216385312343,,,random,16,0,12,45.10432770624686
8746,229,1e-05,0.62,-18.38420923552313,,,optimal,17,2,10,41.373588657034354
8749,229,1e-10,0.24,-6.434783564689473,5.0,-30.0,breadth_first,18,3,5,17.697880866681245
8758,229,1e-05,0.38,-16.733941364596802,,,optimal,19,2,11,38.26367327479035
8765,229,1e-10,1.0,-21.85901667256348,,,random,20,0,11,43.71803334512696
8767,229,1e-10,0.24,-6.434783564689473,5.0,-30.0,breadth_first,21,3,5,17.697880866681245
8777,229,1e-10,1.0,-21.85901667256348,,,random,22,0,11,43.71803334512696
8779,229,1e-10,0.24,-6.434783564689473,5.0,-30.0,breadth_first,23,3,5,17.697880866681245
8788,229,1e-05,0.51,-16.91257092881419,,,optimal,24,2,10,38.430312043616475
8795,229,1e-10,1.0,-21.85901667256348,,,random,25,0,11,43.71803334512696
8797,229,1e-10,0.24,-6.434783564689473,5.0,-30.0,breadth_first,26,3,5,17.697880866681245
8806,229,1e-05,0.41,-17.875273438301598,,,optimal,27,2,11,40.54633742219994
8809,229,1e-10,0.24,-6.434783564689473,5.0,-30.0,breadth_first,28,3,5,17.697880866681245
8818,229,1e-05,0.46,-8.828435361255842,,,optimal,29,2,5,20.875746547379883
8825,231,1e-10,1.0,-5.049856007249537,,,random,0,0,2,10.099712014499074
8831,231,1e-10,1.0,-7.447751280047907,,,random,1,0,3,14.895502560095814
8832,231,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,2,3,1,5.1298987149230735
8838,231,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,3,3,1,5.1298987149230735
8849,231,1e-10,1.0,-7.447751280047907,,,random,4,0,3,14.895502560095814
8850,231,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,5,3,1,5.1298987149230735
8861,231,1e-10,1.0,-5.049856007249537,,,random,6,0,2,10.099712014499074
