PR_type,bonus,bonus_rate,completed,condition,delay_hours,delay_window,feedback,frequencyOfFB,info_cost,message,pid,score,test_idx,time_limit,version
none,1.12,0.01,True,0,24,4,False,after_each_move,2.5,none,76,111.5,"[8, 9, 1, 11, 4, 0]",True,0.993
none,0.0,0.01,True,6,24,4,False,after_each_move,3.5,none,77,-47.0,"[2, 6, 1, 5, 3, 4]",True,0.993
none,0.57,0.01,True,0,24,4,False,after_each_move,2.5,none,78,56.5,"[7, 8, 2, 12, 14, 10]",True,0.993
none,0.8,0.01,True,5,24,4,False,after_each_move,2.95,none,79,79.5,"[7, 11, 14, 13, 9, 4]",True,0.993
none,0.9,0.01,True,0,24,4,False,after_each_move,2.5,none,80,90.0,"[0, 8, 2, 9, 15, 3]",True,0.993
none,0.0,0.01,False,4,24,4,False,after_each_move,2.5,none,81,,,True,0.993
none,0.0,0.01,True,1,24,4,False,after_each_move,2.95,none,82,-15.7,"[9, 2, 4, 1, 0, 11]",True,0.993
none,0.93,0.01,True,4,24,4,False,after_each_move,2.5,none,83,93.0,"[11, 13, 9, 10, 12, 2]",True,0.993
none,0.0,0.01,False,3,24,4,False,after_each_move,3.95,none,84,,,True,0.993
none,0.6,0.01,True,1,24,4,False,after_each_move,2.95,none,85,60.0,"[3, 9, 6, 12, 10, 14]",True,0.993
none,0.06,0.01,True,4,24,4,False,after_each_move,2.5,none,86,5.5,"[10, 15, 9, 2, 14, 0]",True,0.993
none,0.58,0.01,True,6,24,4,False,after_each_move,3.5,none,87,58.0,"[1, 6, 0, 4, 10, 13]",True,0.993
none,0.0,0.01,True,5,24,4,False,after_each_move,2.95,none,88,-64.85,"[12, 8, 6, 10, 5, 13]",True,0.993
none,0.0,0.01,True,2,24,4,False,after_each_move,3.5,none,89,-111.0,"[4, 15, 13, 1, 8, 10]",True,0.993
none,0.0,0.01,True,5,24,4,False,after_each_move,2.95,none,90,-112.05,"[0, 11, 3, 13, 1, 10]",True,0.993
none,0.56,0.01,True,0,24,4,False,after_each_move,2.5,none,91,56.0,"[1, 0, 5, 13, 9, 8]",True,0.993
none,0.78,0.01,True,1,24,4,False,after_each_move,2.95,none,92,78.25,"[1, 13, 10, 2, 14, 6]",True,0.993
none,0.51,0.01,True,0,24,4,False,after_each_move,2.5,none,93,50.5,"[3, 13, 7, 1, 5, 14]",True,0.993
none,0.76,0.01,True,0,24,4,False,after_each_move,2.5,none,94,75.5,"[9, 14, 1, 8, 12, 2]",True,0.993
none,0.0,0.01,True,6,24,4,False,after_each_move,3.5,none,95,-56.0,"[1, 4, 9, 10, 8, 5]",True,0.993
none,0.56,0.01,True,1,24,4,False,after_each_move,2.95,none,96,55.85,"[10, 0, 13, 3, 5, 6]",True,0.993
none,0.29,0.01,True,2,24,4,False,after_each_move,3.5,none,97,28.5,"[11, 13, 1, 7, 12, 6]",True,0.993
none,0.0,0.01,True,3,24,4,False,after_each_move,3.95,none,98,-16.0,"[15, 0, 1, 8, 13, 5]",True,0.993
none,0.0,0.01,True,1,24,4,False,after_each_move,2.95,none,99,-129.8,"[8, 13, 2, 6, 12, 10]",True,0.993
none,0.0,0.01,True,5,24,4,False,after_each_move,2.95,none,100,-136.0,"[12, 14, 4, 13, 7, 11]",True,0.993
none,0.0,0.01,False,1,24,4,False,after_each_move,2.95,none,101,,,True,0.993
none,0.97,0.01,True,5,24,4,False,after_each_move,2.95,none,102,96.75,"[9, 15, 0, 11, 10, 7]",True,0.993
none,1.08,0.01,True,1,24,4,False,after_each_move,2.95,none,103,108.0,"[15, 5, 2, 4, 8, 11]",True,0.993
none,2.02,0.01,True,4,24,4,False,after_each_move,2.5,none,104,202.0,"[1, 5, 13, 8, 12, 9]",True,0.993
none,0.0,0.01,False,1,24,4,False,after_each_move,2.95,none,105,,,True,0.993
none,0.0,0.01,False,3,24,4,False,after_each_move,3.95,none,106,,,True,0.993
none,0.05,0.01,True,1,24,4,False,after_each_move,2.95,none,107,5.35,"[15, 12, 9, 1, 6, 13]",True,0.993
none,0.0,0.01,False,3,24,4,False,after_each_move,3.95,none,108,,,True,0.993
none,1.54,0.01,True,4,24,4,False,after_each_move,2.5,none,109,154.0,"[1, 7, 10, 6, 11, 0]",True,0.993
none,0.08,0.01,True,4,24,4,False,after_each_move,2.5,none,110,8.0,"[7, 10, 11, 9, 15, 6]",True,0.993
none,0.0,0.01,True,6,24,4,False,after_each_move,3.5,none,111,-87.5,"[14, 5, 0, 7, 3, 15]",True,0.993
none,0.0,0.01,True,2,24,4,False,after_each_move,3.5,none,112,-49.0,"[9, 10, 11, 2, 4, 6]",True,0.993
none,0.0,0.01,False,2,24,4,False,after_each_move,3.5,none,113,,,True,0.993
none,0.0,0.01,True,3,24,4,False,after_each_move,3.95,none,114,-9.65,"[3, 4, 8, 6, 10, 11]",True,0.993
none,0.71,0.01,True,1,24,4,False,after_each_move,2.95,none,115,71.05,"[8, 2, 0, 5, 11, 15]",True,0.993
none,0.0,0.01,True,6,24,4,False,after_each_move,3.5,none,116,-40.0,"[13, 15, 7, 14, 8, 10]",True,0.993
none,0.0,0.01,True,4,24,4,False,after_each_move,2.5,none,117,-98.5,"[12, 6, 9, 4, 3, 5]",True,0.993
none,0.0,0.01,True,3,24,4,False,after_each_move,3.95,none,118,-61.5,"[15, 6, 8, 7, 9, 14]",True,0.993
none,0.23,0.01,True,0,24,4,False,after_each_move,2.5,none,119,23.0,"[10, 2, 4, 7, 1, 14]",True,0.993
none,0.0,0.01,True,2,24,4,False,after_each_move,3.5,none,120,-40.0,"[15, 5, 11, 6, 2, 4]",True,0.993
none,0.56,0.01,True,2,24,4,False,after_each_move,3.5,none,121,56.0,"[1, 10, 12, 9, 4, 3]",True,0.993
none,0.51,0.01,True,5,24,4,False,after_each_move,2.95,none,122,51.1,"[2, 6, 3, 8, 0, 11]",True,0.993
none,0.0,0.01,True,3,24,4,False,after_each_move,3.95,none,123,-98.15,"[14, 6, 4, 5, 7, 1]",True,0.993
none,0.0,0.01,True,1,24,4,False,after_each_move,2.95,none,124,-6.85,"[15, 13, 1, 10, 11, 12]",True,0.993
none,0.0,0.01,True,1,24,4,False,after_each_move,2.95,none,125,-8.0,"[3, 6, 9, 5, 1, 4]",True,0.993
none,0.0,0.01,True,0,24,4,False,after_each_move,2.5,none,126,-40.0,"[12, 1, 4, 13, 11, 6]",True,0.993
none,0.98,0.01,True,6,24,4,False,after_each_move,3.5,none,127,97.5,"[6, 9, 8, 7, 14, 11]",True,0.993
none,0.0,0.01,True,6,24,4,False,after_each_move,3.5,none,128,-106.5,"[1, 11, 0, 12, 4, 2]",True,0.993
none,0.19,0.01,True,0,24,4,False,after_each_move,2.5,none,129,18.5,"[7, 12, 11, 13, 8, 0]",True,0.993
none,0.0,0.01,True,6,24,4,False,after_each_move,3.5,none,130,-12.0,"[12, 5, 7, 1, 2, 11]",True,0.993
none,0.32,0.01,True,4,24,4,False,after_each_move,2.5,none,131,31.5,"[7, 2, 8, 4, 12, 13]",True,0.993
none,0.0,0.01,True,2,24,4,False,after_each_move,3.5,none,132,-16.0,"[1, 9, 4, 14, 3, 10]",True,0.993
none,0.08,0.01,True,2,24,4,False,after_each_move,3.5,none,133,8.0,"[2, 5, 0, 4, 13, 9]",True,0.993
none,0.0,0.01,False,3,24,4,False,after_each_move,3.95,none,134,,,True,0.993
none,0.0,0.01,True,3,24,4,False,after_each_move,3.95,none,135,-152.0,"[13, 15, 7, 4, 3, 14]",True,0.993
none,0.0,0.01,True,4,24,4,False,after_each_move,2.5,none,136,-24.0,"[8, 14, 13, 0, 15, 5]",True,0.993
none,1.31,0.01,True,0,24,4,False,after_each_move,2.5,none,137,130.5,"[3, 9, 0, 6, 2, 10]",True,0.993
none,0.0,0.01,True,3,24,4,False,after_each_move,3.95,none,138,-79.05,"[1, 14, 7, 11, 2, 13]",True,0.993
none,1.18,0.01,True,6,24,4,False,after_each_move,3.5,none,139,117.5,"[1, 9, 0, 5, 7, 3]",True,0.993
none,0.99,0.01,True,4,24,4,False,after_each_move,2.5,none,140,98.5,"[11, 10, 0, 7, 6, 5]",True,0.993
none,0.0,0.01,False,6,24,4,False,after_each_move,3.5,none,141,,,True,0.993
none,0.04,0.01,True,3,24,4,False,after_each_move,3.95,none,142,4.45,"[9, 4, 12, 1, 8, 6]",True,0.993
none,0.77,0.01,True,2,24,4,False,after_each_move,3.5,none,143,76.5,"[3, 8, 5, 12, 14, 11]",True,0.993
none,0.0,0.01,True,1,24,4,False,after_each_move,2.95,none,144,-30.35,"[0, 6, 12, 7, 10, 14]",True,0.993
none,0.0,0.01,True,3,24,4,False,after_each_move,3.95,none,145,-11.95,"[0, 6, 5, 4, 3, 1]",True,0.993
none,0.08,0.01,True,1,24,4,False,after_each_move,2.95,none,146,8.4,"[13, 5, 14, 0, 7, 9]",True,0.993
none,0.11,0.01,True,1,24,4,False,after_each_move,2.95,none,147,10.5,"[5, 13, 3, 7, 9, 11]",True,0.993
none,0.0,0.01,True,2,24,4,False,after_each_move,3.5,none,148,-67.0,"[0, 6, 3, 14, 11, 2]",True,0.993
none,0.0,0.01,True,1,24,4,False,after_each_move,2.95,none,149,-92.7,"[0, 7, 12, 8, 13, 3]",True,0.993
none,0.0,0.01,True,6,24,4,False,after_each_move,3.5,none,150,-8.0,"[11, 13, 10, 2, 3, 9]",True,0.993
none,1.23,0.01,True,6,24,4,False,after_each_move,3.5,none,151,123.0,"[12, 2, 11, 6, 7, 5]",True,0.993
none,0.44,0.01,True,2,24,4,False,after_each_move,3.5,none,152,43.5,"[0, 7, 15, 14, 11, 12]",True,0.993
none,0.0,0.01,True,5,24,4,False,after_each_move,2.95,none,153,-7.45,"[8, 5, 2, 3, 13, 4]",True,0.993
none,0.43,0.01,True,3,24,4,False,after_each_move,3.95,none,154,43.1,"[8, 11, 0, 3, 7, 5]",True,0.993
none,0.0,0.01,True,6,24,4,False,after_each_move,3.5,none,155,-12.0,"[1, 8, 13, 10, 9, 12]",True,0.993
none,0.0,0.01,False,4,24,4,False,after_each_move,2.5,none,156,,,True,0.993
