action_times,actions,block,button_pressed,key_press,path,queries,responses,rewards,rt,score,simulation_mode,stimulus,time_elapsed,trial_index,trial_type,pid
"[5590, 6174, 6974]","[u'left', u'left', u'down']",train_inspect_cost,,,"[0, 3, 7, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'8', u'4', u'15', u'7', u'3', u'14'], u'time': [763, 1235, 2060, 2869, 3315, 4204]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 8, 24]","[5587, 78, 295]",50.0,"[None, None, None]",,342321,24.0,mouselab-mdp,6
"[12615, 13230, 13935]","[u'right', u'right', u'up']",train_final,,,"[0, 1, 5, 9]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'5', u'10', u'9'], u'time': [7165, 9911, 10663, 11452]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 8, 24]","[12614, 98, 190]",52.0,"[None, None, None]",,361408,25.0,mouselab-mdp,6
"[4867, 5507, 6218]","[u'left', u'left', u'up']",train_final,,,"[0, 3, 7, 13]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'7', u'13'], u'time': [2937, 3347, 3763]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-8, 24, 8]","[4865, 125, 200]",21.0,"[None, None, None]",,370584,26.0,mouselab-mdp,6
"[15131, 15778, 17874]","[u'up', u'up', u'right']",train_final,,,"[0, 2, 6, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'1', u'4', u'3', u'7', u'14', u'13', u'9', u'5', u'10', u'6', u'11'], u'time': [898, 3315, 4019, 4604, 5816, 6378, 7827, 8402, 9010, 9408, 12659, 13475]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-24, 24, -24]","[15129, 139, 1585]",-36.0,"[None, None, None]",,392832,27.0,mouselab-mdp,6
"[13840, 14410, 15082]","[u'down', u'down', u'left']",train_final,,,"[0, 4, 8, 15]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'6', u'11', u'12', u'1', u'5', u'7', u'3', u'8', u'4', u'15'], u'time': [1005, 1568, 2282, 3193, 4388, 4875, 6649, 7130, 7912, 8282, 12352]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-24, 24, 24]","[13839, 53, 159]",13.0,"[None, None, None]",,410713,28.0,mouselab-mdp,6
"[3188, 3836, 4996]","[u'down', u'down', u'left']",train_final,,,"[0, 4, 8, 15]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'8'], u'time': [1260, 1794]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 24, 24]","[3187, 138, 652]",54.0,"[None, None, None]",,418577,29.0,mouselab-mdp,6
"[7555, 8099, 8706]","[u'left', u'left', u'down']",test,,,"[0, 3, 7, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'6', u'8', u'4', u'7', u'3', u'14'], u'time': [1009, 1866, 3067, 4074, 4908, 5349, 6091]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-8, 8, 24]","[7554, 36, 80]",17.0,"[None, None, None]",,432360,30.0,mouselab-mdp,6
"[9713, 10330, 10986]","[u'down', u'down', u'left']",test,,,"[0, 4, 8, 15]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'1', u'5', u'2', u'6', u'4', u'8', u'15'], u'time': [818, 1871, 3231, 4505, 5162, 6626, 7879, 8609]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 8, 40]","[9711, 104, 141]",64.0,"[None, None, None]",,445897,31.0,mouselab-mdp,6
"[3873, 4480, 5176]","[u'down', u'down', u'left']",test,,,"[0, 4, 8, 15]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'8', u'4', u'15'], u'time': [734, 1248, 2207]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-8, 24, 8]","[3870, 81, 181]",21.0,"[None, None, None]",,453657,32.0,mouselab-mdp,6
"[11203, 11747, 12428]","[u'right', u'right', u'down']",test,,,"[0, 1, 5, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'1', u'2', u'8', u'4', u'6', u'11', u'12', u'7', u'13', u'14', u'9', u'5', u'10'], u'time': [761, 1673, 2331, 3091, 3634, 4340, 5346, 6044, 6906, 7403, 8002, 8892, 9300, 9875]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-8, 24, 8]","[11202, 31, 147]",10.0,"[None, None, None]",,468816,33.0,mouselab-mdp,6
"[10114, 10674, 11306]","[u'up', u'up', u'left']",test,,,"[0, 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'4', u'8', u'15', u'16', u'13', u'7', u'3', u'14', u'6', u'11', u'2'], u'time': [919, 1674, 2504, 3225, 3858, 4970, 5498, 5970, 6514, 7505, 7946, 9003]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-8, 8, 40]","[10111, 49, 114]",28.0,"[None, None, None]",,482858,34.0,mouselab-mdp,6
"[7142, 7693, 8301]","[u'down', u'down', u'right']",test,,,"[0, 4, 8, 16]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'6', u'4', u'8', u'15', u'16'], u'time': [774, 1163, 2405, 3582, 5310, 6038]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, -8, 8]","[7141, 37, 79]",18.0,"[None, None, None]",,493632,35.0,mouselab-mdp,6
"[9567, 10775, 11734]","[u'left', u'left', u'down']",test,,,"[0, 3, 7, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'1', u'5', u'10', u'9', u'7'], u'time': [911, 2140, 4588, 5324, 6096, 7239]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[40, 24, -24]","[9563, 701, 442]",34.0,"[None, None, None]",,508744,36.0,mouselab-mdp,6
"[2563, 3947, 5322]","[u'left', u'left', u'up']",test,,,"[0, 3, 7, 13]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[40, -8, -24]","[2561, 874, 866]",8.0,"[None, None, None]",,517848,37.0,mouselab-mdp,6
"[13530, 14178, 14810]","[u'down', u'down', u'left']",test,,,"[0, 4, 8, 15]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'1', u'2', u'4', u'8', u'15', u'16', u'7', u'14', u'13'], u'time': [1008, 1938, 2747, 3468, 6376, 7104, 8051, 9967, 10527, 12199]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, -8, 8]","[13528, 127, 125]",-2.0,"[None, None, None]",,534975,38.0,mouselab-mdp,6
"[3275, 3907, 4451]","[u'left', u'left', u'up']",test,,,"[0, 3, 7, 13]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'7', u'13'], u'time': [1076, 1545, 2043]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-8, 8, 8]","[3274, 117, 28]",5.0,"[None, None, None]",,542111,39.0,mouselab-mdp,6
"[2932, 5772, 6749]","[u'right', u'right', u'up']",test,,,"[0, 1, 5, 9]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'1'], u'time': [770, 1746]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, -40, 8]","[2931, 2325, 468]",-10.0,"[None, None, None]",,551975,40.0,mouselab-mdp,6
"[9244, 9868, 10500]","[u'down', u'down', u'right']",test,,,"[0, 4, 8, 16]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'5', u'9', u'10', u'8', u'4', u'16'], u'time': [964, 2201, 4914, 5686, 6589, 7009, 7692]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-24, 24, 24]","[9243, 111, 126]",17.0,"[None, None, None]",,565135,41.0,mouselab-mdp,6
"[7109, 7716, 8317]","[u'left', u'left', u'down']",test,,,"[0, 3, 7, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'7', u'13', u'3', u'2', u'6', u'12', u'14'], u'time': [877, 1316, 1818, 2660, 3092, 3773, 4628]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[40, -24, 8]","[7107, 93, 94]",17.0,"[None, None, None]",,575791,42.0,mouselab-mdp,6
"[7937, 8538, 9154]","[u'down', u'down', u'left']",test,,,"[0, 4, 8, 15]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'7', u'13', u'14', u'4', u'8', u'15'], u'time': [1073, 2648, 3240, 3855, 5182, 5688, 6880]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 40, 8]","[7935, 91, 107]",65.0,"[None, None, None]",,587652,43.0,mouselab-mdp,6
"[6537, 7145, 7833]","[u'up', u'up', u'right']",test,,,"[0, 2, 6, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'8', u'16', u'15', u'2', u'6', u'12'], u'time': [858, 1466, 1935, 2595, 3456, 4904, 5559]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 24, 24]","[6535, 88, 177]",65.0,"[None, None, None]",,597872,44.0,mouselab-mdp,6
"[8389, 9053, 9692]","[u'right', u'right', u'up']",test,,,"[0, 1, 5, 9]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'7', u'14', u'8', u'4', u'16', u'10', u'5', u'1', u'9'], u'time': [811, 1330, 1866, 3026, 3418, 3932, 4636, 5053, 5596, 6275]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[40, -24, 24]","[8386, 149, 124]",30.0,"[None, None, None]",,609985,45.0,mouselab-mdp,6
"[3541, 4069, 4620]","[u'up', u'up', u'right']",test,,,"[0, 2, 6, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'6', u'12'], u'time': [741, 1358, 1749]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, -8, 24]","[3538, 19, 38]",37.0,"[None, None, None]",,616776,46.0,mouselab-mdp,6
"[4822, 5462, 6077]","[u'down', u'down', u'left']",test,,,"[0, 4, 8, 15]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'8', u'15'], u'time': [2019, 2622, 3723]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 24, 40]","[4819, 123, 102]",69.0,"[None, None, None]",,625264,47.0,mouselab-mdp,6
"[3010, 3625, 4410]","[u'down', u'down', u'left']",test,,,"[0, 4, 8, 15]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'8', u'4', u'15'], u'time': [927, 1410, 1999]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 8, 8]","[3007, 96, 280]",21.0,"[None, None, None]",,632081,48.0,mouselab-mdp,6
"[7286, 7942, 8502]","[u'left', u'left', u'down']",test,,,"[0, 3, 7, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'8', u'5', u'1', u'6', u'2', u'7', u'3', u'13', u'14'], u'time': [744, 1259, 1894, 2341, 3046, 3494, 4165, 4635, 5335, 5939]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 8, 24]","[7284, 140, 50]",30.0,"[None, None, None]",,642888,49.0,mouselab-mdp,6
"[28874, 30710, 31599]","[u'left', u'left', u'up']",train_basic,,,"[0, 3, 7, 13]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-8, 24, 24]","[28868, 1313, 382]",40.0,"[None, None, None]",,35866,0.0,mouselab-mdp,7
"[4518, 5228, 6357]","[u'right', u'right', u'up']",train_basic,,,"[0, 1, 5, 9]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[40, 8, 24]","[4516, 188, 619]",72.0,"[None, None, None]",,45318,1.0,mouselab-mdp,7
"[5033, 5803, 6593]","[u'down', u'down', u'right']",train_basic,,,"[0, 4, 8, 16]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-8, -8, 24]","[5029, 251, 268]",8.0,"[None, None, None]",,59078,2.0,mouselab-mdp,7
"[6862, 7473, 8166]","[u'right', u'right', u'up']",train_basic,,,"[0, 1, 5, 9]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[40, -8, 8]","[6859, 88, 184]",40.0,"[None, None, None]",,69953,3.0,mouselab-mdp,7
"[3796, 4458, 5115]","[u'down', u'down', u'right']",train_basic,,,"[0, 4, 8, 16]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 8, 8]","[3793, 133, 142]",40.0,"[None, None, None]",,78759,4.0,mouselab-mdp,7
"[3794, 4428, 5077]","[u'left', u'left', u'down']",train_basic,,,"[0, 3, 7, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 24, 40]","[3791, 116, 142]",72.0,"[None, None, None]",,86406,5.0,mouselab-mdp,7
"[4896, 5529, 6343]","[u'up', u'up', u'right']",train_basic,,,"[0, 2, 6, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 24, -8]","[4893, 119, 284]",40.0,"[None, None, None]",,95460,6.0,mouselab-mdp,7
"[7889, 8487, 9102]","[u'left', u'left', u'up']",train_basic,,,"[0, 3, 7, 13]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 8, 24]","[7885, 77, 92]",40.0,"[None, None, None]",,108135,7.0,mouselab-mdp,7
"[5650, 6289, 6956]","[u'down', u'down', u'right']",train_basic,,,"[0, 4, 8, 16]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-8, -8, 24]","[5648, 115, 159]",8.0,"[None, None, None]",,117351,8.0,mouselab-mdp,7
"[3634, 4232, 4862]","[u'left', u'left', u'up']",train_basic,,,"[0, 3, 7, 13]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 8, 24]","[3629, 74, 106]",56.0,"[None, None, None]",,124853,9.0,mouselab-mdp,7
"[7513, 8559, 9694]","[u'right', u'right', u'up']",train_hidden,,,"[0, 1, 5, 9]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[40, -40, 24]","[7510, 518, 607]",24.0,"[None, None, None]",,139866,10.0,mouselab-mdp,7
"[630, 1357, 2604]","[u'left', u'left', u'up']",train_hidden,,,"[0, 3, 7, 13]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-8, 8, -8]","[627, 222, 720]",-8.0,"[None, None, None]",,146713,11.0,mouselab-mdp,7
"[613, 1637, 2509]","[u'left', u'left', u'down']",train_hidden,,,"[0, 3, 7, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-8, 8, 24]","[610, 497, 345]",24.0,"[None, None, None]",,151467,12.0,mouselab-mdp,7
"[779, 1729, 2662]","[u'down', u'down', u'left']",train_hidden,,,"[0, 4, 8, 15]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-24, -24, -40]","[775, 423, 406]",-88.0,"[None, None, None]",,156981,13.0,mouselab-mdp,7
"[503, 1151, 2184]","[u'up', u'up', u'right']",train_hidden,,,"[0, 2, 6, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-8, -24, -40]","[501, 126, 510]",-72.0,"[None, None, None]",,162361,14.0,mouselab-mdp,7
"[25106, 25837, 27035]","[u'left', u'left', u'down']",train_inspector,,,"[0, 3, 7, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'7', u'5', u'1', u'2', u'6', u'4', u'15', u'13', u'14', u'8', u'16', u'9', u'11'], u'time': [11162, 11824, 13527, 14234, 15201, 15935, 17160, 18016, 18775, 19705, 20930, 21368, 22509, 23499]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[40, -8, -8]","[25102, 215, 689]",24.0,"[None, None, None]",,194830,15.0,mouselab-mdp,7
"[13307, 13917, 14534]","[u'right', u'right', u'down']",train_inspector,,,"[0, 1, 5, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'4', u'3', u'2', u'6', u'11', u'12', u'8', u'16', u'5', u'7', u'9', u'10'], u'time': [2031, 2853, 3612, 4446, 4935, 5890, 6697, 7774, 8925, 9746, 10871, 11815, 12350]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-8, 8, 8]","[13300, 98, 90]",8.0,"[None, None, None]",,211507,16.0,mouselab-mdp,7
"[10213, 10814, 11703]","[u'right', u'right', u'down']",train_inspector,,,"[0, 1, 5, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'3', u'4', u'1', u'5'], u'time': [2133, 3221, 3833, 4654, 6967]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[40, 8, 24]","[10208, 72, 362]",72.0,"[None, None, None]",,226741,17.0,mouselab-mdp,7
"[8591, 9194, 9920]","[u'right', u'right', u'up']",train_inspector,,,"[0, 1, 5, 9]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'4', u'1'], u'time': [2605, 4151, 7321]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, -24, -24]","[8588, 90, 214]",-24.0,"[None, None, None]",,239454,18.0,mouselab-mdp,7
"[12158, 12796, 13833]","[u'right', u'right', u'down']",train_inspector,,,"[0, 1, 5, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'4', u'8', u'16', u'2', u'6', u'1'], u'time': [824, 1551, 2995, 3828, 4599, 5700, 7426]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[40, 8, -24]","[12156, 124, 513]",24.0,"[None, None, None]",,256026,19.0,mouselab-mdp,7
"[29761, 30969, 31728]","[u'left', u'left', u'down']",train_inspect_cost,,,"[0, 3, 7, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'4', u'3', u'7', u'13', u'6', u'12', u'11', u'1', u'5', u'9', u'14', u'8'], u'time': [10100, 13065, 14705, 16003, 16909, 17951, 18698, 20031, 21166, 21709, 22284, 24035, 28000]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 8, 8]","[29758, 693, 230]",11.0,"[None, None, None]",,292843,20.0,mouselab-mdp,7
"[21340, 22020, 22639]","[u'right', u'right', u'up']",train_inspect_cost,,,"[0, 1, 5, 9]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'4', u'6', u'7', u'8', u'16', u'15', u'1', u'5', u'10', u'9'], u'time': [1643, 5680, 10283, 12193, 13750, 14494, 15573, 16881, 17881, 18987, 20028]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 8, 8]","[21338, 150, 96]",13.0,"[None, None, None]",,318975,21.0,mouselab-mdp,7
"[14865, 15529, 16197]","[u'left', u'left', u'up']",train_inspect_cost,,,"[0, 3, 7, 13]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'2', u'4', u'1', u'6', u'7', u'11', u'13', u'14'], u'time': [820, 1492, 2675, 3587, 5164, 7062, 8420, 9229, 13326]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, -8, 24]","[14861, 135, 154]",31.0,"[None, None, None]",,338998,22.0,mouselab-mdp,7
