action_times,actions,block,button_pressed,key_press,path,queries,responses,rewards,rt,score,simulation_mode,stimulus,time_elapsed,trial_index,trial_type,pid
"[2676, 3364, 3924]","[u'up', u'up', u'right']",train_basic,,,"[0, 2, 6, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 24, 24]","[2673, 170, 62]",56.0,"[None, None, None]",,153458,6.0,mouselab-mdp,11
"[6558, 7125, 8453]","[u'up', u'up', u'right']",train_basic,,,"[0, 2, 6, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 40, -8]","[6556, 53, 831]",56.0,"[None, None, None]",,163642,7.0,mouselab-mdp,11
"[2320, 2936, 3624]","[u'up', u'up', u'right']",train_basic,,,"[0, 2, 6, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 8, 8]","[2318, 106, 193]",40.0,"[None, None, None]",,170642,8.0,mouselab-mdp,11
"[6154, 6737, 7249]","[u'up', u'up', u'right']",train_basic,,,"[0, 2, 6, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 24, 8]","[6153, 73, 18]",40.0,"[None, None, None]",,179889,9.0,mouselab-mdp,11
"[9396, 10035, 10675]","[u'up', u'up', u'right']",train_hidden,,,"[0, 2, 6, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 8, 8]","[9393, 123, 146]",40.0,"[None, None, None]",,194531,10.0,mouselab-mdp,11
"[1026, 1610, 2242]","[u'left', u'left', u'up']",train_hidden,,,"[0, 3, 7, 13]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-8, -8, 8]","[1024, 79, 130]",-8.0,"[None, None, None]",,199147,11.0,mouselab-mdp,11
"[623, 1127, 2119]","[u'down', u'down', u'right']",train_hidden,,,"[0, 4, 8, 16]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-24, 8, -24]","[621, 5, 481]",-40.0,"[None, None, None]",,203652,12.0,mouselab-mdp,11
"[942, 1502, 2045]","[u'right', u'right', u'up']",train_hidden,,,"[0, 1, 5, 9]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, -8, 8]","[940, 58, 53]",8.0,"[None, None, None]",,207858,13.0,mouselab-mdp,11
"[468, 1027, 1588]","[u'up', u'up', u'left']",train_hidden,,,"[0, 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 8, 8]","[465, 61, 52]",24.0,"[None, None, None]",,212018,14.0,mouselab-mdp,11
"[32408, 33207, 33791]","[u'down', u'down', u'left']",train_inspector,,,"[0, 4, 8, 15]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'6', u'3', u'13', u'7', u'14', u'12', u'2', u'11', u'1', u'9', u'5', u'10', u'16', u'8', u'4', u'15'], u'time': [11651, 13276, 15311, 19166, 22220, 24109, 24507, 25434, 26567, 27289, 27551, 27857, 28748, 29242, 29902, 31054]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-8, 24, 40]","[32404, 298, 82]",56.0,"[None, None, None]",,250859,15.0,mouselab-mdp,11
"[13776, 15031, 15679]","[u'right', u'right', u'up']",train_inspector,,,"[0, 1, 5, 9]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'10', u'9', u'1', u'16', u'15', u'8', u'4', u'6', u'12', u'11', u'2', u'13', u'7', u'14', u'3'], u'time': [1417, 1845, 2525, 3035, 3791, 5239, 5720, 6139, 7265, 7678, 8235, 9255, 9984, 10566, 11000, 11449]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 8, -24]","[13773, 743, 154]",8.0,"[None, None, None]",,270091,16.0,mouselab-mdp,11
"[10862, 11374, 12670]","[u'left', u'left', u'down']",train_inspector,,,"[0, 3, 7, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'16', u'8', u'15', u'4', u'10', u'5', u'9', u'1', u'12', u'6', u'2', u'11', u'3', u'7', u'13', u'14'], u'time': [960, 1572, 1851, 2291, 3279, 3565, 3940, 4616, 5353, 5665, 6689, 7339, 8123, 8580, 8933, 9525]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, -8, 24]","[10861, 4, 781]",40.0,"[None, None, None]",,284690,17.0,mouselab-mdp,11
"[11279, 11830, 12574]","[u'down', u'down', u'right']",train_inspector,,,"[0, 4, 8, 16]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'5', u'10', u'9', u'4', u'16', u'8', u'15', u'3', u'13', u'14', u'7', u'6', u'11', u'2', u'12'], u'time': [776, 1073, 1346, 1730, 2348, 2714, 3108, 3372, 4176, 5103, 6142, 6423, 8907, 9374, 10069, 10413]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-8, 24, 40]","[11276, 51, 242]",56.0,"[None, None, None]",,304723,18.0,mouselab-mdp,11
"[16581, 17901, 18484]","[u'right', u'right', u'up']",train_inspector,,,"[0, 1, 5, 9]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'6', u'11', u'12', u'2', u'9', u'5', u'10', u'1', u'8', u'4', u'15', u'16', u'3', u'7', u'14', u'13'], u'time': [790, 1180, 2047, 2335, 3881, 4337, 4649, 5533, 7823, 8135, 8759, 9173, 10249, 10672, 11411, 12179]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[40, -8, 8]","[16578, 815, 77]",40.0,"[None, None, None]",,325898,19.0,mouselab-mdp,11
"[33209, 33784, 34375]","[u'up', u'up', u'left']",train_inspect_cost,,,"[0, 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'6', u'12', u'11', u'9', u'5', u'1', u'4', u'3', u'7', u'14', u'13', u'8', u'15', u'10'], u'time': [10770, 11388, 13439, 14119, 15329, 15769, 16963, 19631, 21890, 22329, 22947, 24755, 25928, 26335, 30381]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-8, 24, 8]","[33207, 75, 96]",9.0,"[None, None, None]",,364681,20.0,mouselab-mdp,11
"[5632, 6167, 6768]","[u'right', u'right', u'down']",train_inspect_cost,,,"[0, 1, 5, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'1', u'10'], u'time': [896, 1417, 3917]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 8, 40]","[5630, 36, 100]",53.0,"[None, None, None]",,374753,21.0,mouselab-mdp,11
"[15523, 16099, 16597]","[u'up', u'up', u'left']",train_inspect_cost,,,"[0, 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'5', u'10', u'9', u'16', u'8', u'15', u'4', u'3', u'7', u'14', u'13', u'11', u'6', u'2', u'12'], u'time': [829, 1212, 1670, 3216, 3967, 4344, 4890, 5315, 6069, 6490, 6909, 7654, 8151, 8654, 9032, 9761]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-8, -8, 24]","[15520, 54, 1]",-8.0,"[None, None, None]",,393177,22.0,mouselab-mdp,11
"[14253, 14829, 15725]","[u'left', u'left', u'up']",train_inspect_cost,,,"[0, 3, 7, 13]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'5', u'8', u'4', u'3', u'7', u'6', u'13', u'14', u'11', u'2', u'12'], u'time': [638, 1006, 1985, 2393, 3086, 3563, 4963, 6526, 7079, 7864, 8432, 9363]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-24, 24, 8]","[14251, 80, 395]",-4.0,"[None, None, None]",,410704,23.0,mouselab-mdp,11
"[17433, 18528, 19040]","[u'up', u'up', u'left']",train_inspect_cost,,,"[0, 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'6', u'5', u'8', u'7', u'3', u'13', u'14', u'9', u'1', u'10', u'4', u'11', u'12'], u'time': [1382, 1933, 2678, 3357, 4598, 5683, 6971, 7628, 9076, 9726, 12101, 13489, 15084, 16040]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-8, 8, 40]","[17431, 589, 16]",26.0,"[None, None, None]",,433193,24.0,mouselab-mdp,11
"[20677, 21668, 22277]","[u'right', u'right', u'up']",train_final,,,"[0, 1, 5, 9]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'6', u'2', u'1', u'5', u'9'], u'time': [12339, 13140, 16576, 17761, 18954]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 40, 40]","[20674, 470, 110]",99.0,"[None, None, None]",,460401,25.0,mouselab-mdp,11
"[13416, 14368, 14984]","[u'right', u'right', u'up']",train_final,,,"[0, 1, 5, 9]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'5', u'9', u'4', u'8', u'7', u'3', u'6'], u'time': [1734, 2605, 3695, 5641, 7613, 10434, 11049, 11859]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, -8, 40]","[13414, 445, 105]",48.0,"[None, None, None]",,478256,26.0,mouselab-mdp,11
"[13205, 13796, 14404]","[u'up', u'up', u'right']",train_final,,,"[0, 2, 6, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'2', u'6', u'11', u'12', u'3', u'7', u'13', u'14', u'4', u'8'], u'time': [1522, 2877, 3548, 4317, 5209, 7821, 8557, 9719, 10561, 11625, 12122]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[40, 8, 8]","[13204, 86, 110]",45.0,"[None, None, None]",,494633,27.0,mouselab-mdp,11
"[15644, 16252, 16836]","[u'left', u'left', u'up']",train_final,,,"[0, 3, 7, 13]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'6', u'12', u'11', u'1', u'5', u'4', u'8', u'15', u'16', u'3', u'7', u'14', u'13'], u'time': [852, 1454, 2406, 3703, 5612, 6060, 7622, 8551, 9665, 10882, 12453, 13253, 13997, 14791]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[40, 40, -8]","[15642, 108, 90]",58.0,"[None, None, None]",,514513,28.0,mouselab-mdp,11
"[19001, 19968, 20472]","[u'left', u'left', u'down']",train_final,,,"[0, 3, 7, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'6', u'1', u'5', u'9', u'10', u'4', u'8', u'15', u'16', u'3', u'7', u'14', u'13'], u'time': [2810, 3251, 5506, 5886, 7967, 9331, 10548, 11116, 11957, 12525, 13358, 13752, 14216, 18016]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 8, 40]","[18999, 471, 4]",42.0,"[None, None, None]",,538463,29.0,mouselab-mdp,11
"[12782, 13718, 14277]","[u'up', u'up', u'left']",test,,,"[0, 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'6', u'5', u'4', u'8', u'7', u'11', u'12'], u'time': [1815, 3609, 5949, 7775, 8367, 9459, 11123, 11709]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 24, 8]","[12779, 438, 60]",48.0,"[None, None, None]",,561936,30.0,mouselab-mdp,11
"[15185, 15712, 16280]","[u'right', u'right', u'up']",test,,,"[0, 1, 5, 9]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'6', u'1', u'5', u'4', u'8', u'3', u'7', u'13', u'14', u'15', u'16', u'10', u'9'], u'time': [1428, 2403, 3694, 4215, 5239, 5680, 6361, 6871, 7700, 8435, 9254, 9901, 10911, 11529]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 8, 40]","[15183, 8, 58]",42.0,"[None, None, None]",,580184,31.0,mouselab-mdp,11
"[19541, 20108, 20780]","[u'left', u'left', u'down']",test,,,"[0, 3, 7, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'6', u'1', u'5', u'4', u'8', u'3', u'7', u'9', u'10', u'13', u'14'], u'time': [2461, 2997, 4071, 5250, 6042, 7324, 8047, 9125, 12689, 13276, 15279, 17040]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[40, -24, 40]","[19537, 60, 165]",44.0,"[None, None, None]",,603727,32.0,mouselab-mdp,11
"[12760, 13343, 14703]","[u'left', u'left', u'down']",test,,,"[0, 3, 7, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'6', u'1', u'5', u'4', u'8', u'3', u'7', u'13', u'14'], u'time': [1756, 2357, 4542, 4935, 6337, 7074, 8180, 8738, 10614, 11600]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 40, 8]","[12753, 84, 856]",46.0,"[None, None, None]",,620160,33.0,mouselab-mdp,11
"[14582, 15086, 16070]","[u'up', u'up', u'left']",test,,,"[0, 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'6', u'1', u'5', u'4', u'8', u'3', u'7', u'11', u'12'], u'time': [1443, 1771, 4823, 6599, 8269, 9116, 10292, 11639, 12730, 13546]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 24, 24]","[14579, 4, 470]",46.0,"[None, None, None]",,638095,34.0,mouselab-mdp,11
"[9828, 10388, 10980]","[u'up', u'up', u'left']",test,,,"[0, 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'6', u'1', u'4', u'3', u'7', u'11', u'12'], u'time': [877, 2104, 3408, 4681, 5739, 6629, 8096, 8943]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 24, 24]","[9827, 59, 97]",64.0,"[None, None, None]",,651031,35.0,mouselab-mdp,11
"[20572, 21115, 21947]","[u'right', u'right', u'down']",test,,,"[0, 1, 5, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'1', u'5', u'9', u'10', u'4', u'8', u'15', u'16', u'3', u'7', u'14', u'6'], u'time': [3092, 4054, 5156, 6287, 6887, 7969, 8466, 9449, 11697, 15761, 16488, 18211, 19255]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 8, 40]","[20569, 29, 330]",43.0,"[None, None, None]",,674951,36.0,mouselab-mdp,11
"[27736, 28327, 28975]","[u'right', u'right', u'down']",test,,,"[0, 1, 5, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'6', u'12', u'11', u'1', u'5', u'9', u'10', u'4', u'8', u'16', u'15', u'3', u'7', u'14', u'13'], u'time': [4099, 4579, 5859, 6653, 7452, 9191, 10081, 10955, 15111, 16408, 17370, 17986, 18875, 19781, 20727, 21648]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-24, 40, 8]","[27734, 88, 155]",8.0,"[None, None, None]",,709327,37.0,mouselab-mdp,11
"[21685, 22325, 22924]","[u'up', u'up', u'right']",test,,,"[0, 2, 6, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'6', u'5', u'8', u'4', u'7', u'3', u'13', u'14', u'15', u'16', u'1', u'12', u'11'], u'time': [822, 1134, 2366, 3729, 4290, 5184, 5884, 7238, 8076, 9785, 11017, 13197, 16043, 17114]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, -8, 8]","[21683, 125, 106]",-6.0,"[None, None, None]",,735751,38.0,mouselab-mdp,11
"[15053, 15589, 16196]","[u'down', u'down', u'right']",test,,,"[0, 4, 8, 16]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'6', u'1', u'5', u'4', u'8', u'15', u'16', u'7', u'3', u'13', u'14'], u'time': [2569, 3005, 3858, 4418, 5517, 6248, 6944, 7474, 10135, 10887, 12705, 13882]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 8, 8]","[15051, 32, 107]",28.0,"[None, None, None]",,754831,39.0,mouselab-mdp,11
"[17870, 18758, 19414]","[u'right', u'right', u'up']",test,,,"[0, 1, 5, 9]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'6', u'1', u'5', u'4', u'8', u'9', u'10', u'16', u'15', u'3', u'7'], u'time': [705, 960, 2104, 2553, 4570, 5269, 7423, 10622, 13369, 14097, 15205, 16182]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 24, 8]","[17868, 376, 148]",28.0,"[None, None, None]",,776542,40.0,mouselab-mdp,11
