action_times,actions,beliefs,correct,delays,information_used_correctly,meta_actions,path,planned_too_little,planned_too_much,queries,questions,responses,rt,score,time_elapsed,trial_index,trial_i,trial_type,view_history,pid
"[2656, 3240, 3904]","[u'0', u'0', u'1']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__']]",,[],[],[],"[u'0', 1, 2, 3]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[2656, 58, 154]",4.0,703636,10.0,,mouselab-mdp,,14
"[3105, 3745, 4337]","[u'0', u'0', u'1']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__']]",,[],[],[],"[u'0', 1, 2, 3]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[3105, 123, 80]",4.0,753674,11.0,,mouselab-mdp,,14
"[1683, 2419, 4010]","[u'0', u'0', u'1']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__']]",,[],[],[],"[u'0', 1, 2, 3]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[1683, 212, 1068]",-4.0,805171,12.0,,mouselab-mdp,,14
"[736, 1279, 1839]","[u'0', u'0', u'1']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__']]",,[],[],[],"[u'0', 1, 2, 3]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[736, 17, 42]",-20.0,853032,13.0,,mouselab-mdp,,14
"[1300, 2372, 3052]","[u'0', u'0', u'1']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__']]",,[],[],[],"[u'0', 1, 2, 3]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[1300, 552, 162]",4.0,901873,14.0,,mouselab-mdp,,14
"[641, 1537, 2097]","[u'0', u'0', u'1']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__']]",,[],[],[],"[u'0', 1, 2, 3]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[641, 372, 29]",-20.0,949731,15.0,,mouselab-mdp,,14
"[598, 1787, 2395]","[u'0', u'0', u'1']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__']]",,[],[],[],"[u'0', 1, 2, 3]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[597, 667, 87]",12.0,997573,16.0,,mouselab-mdp,,14
"[17360, 29607, 31280]","[u'2', u'2', u'3']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', 4, u'__', -12, u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', 4, u'__', -12, -12], [0, u'__', u'__', u'__', u'__', -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', 4, u'__', -12, -12], [0, u'__', u'__', u'__', u'__', -4, u'__', u'__', u'__', 20, u'__', u'__', u'__', 4, u'__', -12, -12]]",,[],[],[],"[u'0', 9, 10, 11]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [13, 15, 16, 5, 9], u'time': [6119, 10822, 11773, 13116, 14548]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[17360, 11735, 1160]",23.0,138986,1.0,,mouselab-mdp,,15
"[29274, 31241, 33770]","[u'1', u'1', u'0']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, 4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, 4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, 4, u'__', u'__', u'__', 4, u'__', u'__', u'__', -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, 4, u'__', u'__', u'__', 4, u'__', u'__', u'__', -4, u'__', u'__', u'__', 4, u'__', u'__', u'__'], [0, 4, u'__', u'__', u'__', 4, u'__', u'__', 4, -4, u'__', u'__', u'__', 4, u'__', u'__', u'__'], [0, 4, u'__', u'__', -4, 4, u'__', u'__', 4, -4, u'__', u'__', u'__', 4, u'__', u'__', u'__'], [0, 4, u'__', u'__', -4, 4, u'__', u'__', 4, -4, u'__', u'__', 12, 4, u'__', u'__', u'__'], [0, 4, u'__', u'__', -4, 4, u'__', u'__', 4, -4, u'__', u'__', 12, 4, u'__', u'__', 12]]",,[],[],[],"[u'0', 5, 6, 8]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [1, 9, 5, 13, 8, 4, 12, 16], u'time': [2935, 4046, 7437, 8918, 11783, 14199, 18758, 22901]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[29274, 1447, 2012]",-4.0,187008,2.0,,mouselab-mdp,,15
"[15974, 17462, 18702]","[u'0', u'0', u'3']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', -4, u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', 12, u'__', u'__', -4, u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', 12, u'__', u'__', -4, -12], [0, u'__', u'__', u'__', 12, u'__', u'__', u'__', u'__', u'__', u'__', u'__', 12, u'__', u'__', -4, -12], [0, 12, u'__', u'__', 12, u'__', u'__', u'__', u'__', u'__', u'__', u'__', 12, u'__', u'__', -4, -12]]",,[],[],[],"[u'0', 1, 2, 4]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [15, 12, 16, 4, 1], u'time': [3691, 4987, 8938, 12401, 14105]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[15974, 981, 722]",23.0,234142,3.0,,mouselab-mdp,,15
"[26611, 27611, 28587]","[u'2', u'2', u'3']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', u'__'], [0, u'__', u'__', 12, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', u'__'], [0, u'__', u'__', 12, u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', 4, u'__', u'__', u'__', u'__'], [0, u'__', u'__', 12, u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', 4, u'__', u'__', -20, u'__'], [0, u'__', u'__', 12, u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', 4, u'__', u'__', -20, -4], [0, u'__', u'__', 12, u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', 4, -4, u'__', -20, -4], [0, u'__', u'__', 12, u'__', u'__', u'__', u'__', 4, u'__', u'__', 20, 4, -4, u'__', -20, -4], [0, u'__', u'__', 12, u'__', u'__', u'__', u'__', 4, u'__', 4, 20, 4, -4, u'__', -20, -4], [0, u'__', u'__', 12, u'__', u'__', u'__', u'__', 4, 4, 4, 20, 4, -4, u'__', -20, -4], [0, u'__', u'__', 12, u'__', u'__', 4, u'__', 4, 4, 4, 20, 4, -4, u'__', -20, -4]]",,[],[],[],"[u'0', 9, 10, 11]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [12, 3, 8, 15, 16, 13, 11, 10, 9, 6], u'time': [4361, 5776, 6799, 8423, 10448, 11159, 15167, 17982, 18566, 23696]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[26611, 486, 462]",18.0,282030,4.0,,mouselab-mdp,,15
"[45546, 46364, 47043]","[u'0', u'0', u'1']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', -4, u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', -4, u'__', u'__', 4, u'__'], [0, u'__', u'__', 4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', -4, u'__', u'__', 4, u'__'], [0, u'__', u'__', 4, u'__', u'__', u'__', u'__', -12, u'__', u'__', u'__', -4, u'__', u'__', 4, u'__'], [0, u'__', u'__', 4, u'__', u'__', u'__', -12, -12, u'__', u'__', u'__', -4, u'__', u'__', 4, u'__'], [0, u'__', u'__', 4, u'__', u'__', u'__', -12, -12, u'__', u'__', u'__', -4, u'__', -12, 4, u'__'], [0, -4, u'__', 4, u'__', u'__', u'__', -12, -12, u'__', u'__', u'__', -4, u'__', -12, 4, u'__'], [0, -4, u'__', 4, u'__', 20, u'__', -12, -12, u'__', u'__', u'__', -4, u'__', -12, 4, u'__'], [0, -4, u'__', 4, u'__', 20, u'__', -12, -12, 4, u'__', u'__', -4, u'__', -12, 4, u'__'], [0, -4, u'__', 4, u'__', 20, u'__', -12, -12, 4, u'__', -4, -4, u'__', -12, 4, u'__'], [0, -4, u'__', 4, u'__', 20, u'__', -12, -12, 4, u'__', -4, -4, u'__', -12, 4, -12], [0, -4, u'__', 4, -4, 20, u'__', -12, -12, 4, u'__', -4, -4, u'__', -12, 4, -12], [0, -4, -4, 4, -4, 20, u'__', -12, -12, 4, u'__', -4, -4, u'__', -12, 4, -12], [0, -4, -4, 4, -4, 20, u'__', -12, -12, 4, -4, -4, -4, u'__', -12, 4, -12], [0, -4, -4, 4, -4, 20, -12, -12, -12, 4, -4, -4, -4, u'__', -12, 4, -12], [0, -4, -4, 4, -4, 20, -12, -12, -12, 4, -4, -4, -4, -12, -12, 4, -12]]",,[],[],[],"[u'0', 1, 2, 3]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [12, 15, 3, 8, 7, 14, 1, 5, 9, 11, 16, 4, 2, 10, 6, 13], u'time': [2106, 3106, 4905, 5601, 6585, 8274, 9306, 10497, 14297, 15480, 16920, 18640, 21496, 33465, 36343, 39031]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[45546, 302, 165]",-20.0,345627,5.0,,mouselab-mdp,,15
"[12372, 13340, 14829]","[u'3', u'3', u'2']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', -4, u'__'], [0, u'__', u'__', 4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', -4, u'__'], [0, u'__', u'__', 4, u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', u'__', u'__', u'__', -4, u'__'], [0, u'__', u'__', 4, u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', -4, u'__', u'__', -4, u'__'], [0, u'__', u'__', 4, u'__', u'__', u'__', 4, 4, u'__', u'__', u'__', -4, u'__', u'__', -4, u'__'], [0, u'__', u'__', 4, -4, u'__', u'__', 4, 4, u'__', u'__', u'__', -4, u'__', u'__', -4, u'__'], [0, u'__', u'__', 4, -4, u'__', u'__', 4, 4, u'__', u'__', u'__', -4, u'__', u'__', -4, 12], [0, u'__', u'__', 4, -4, u'__', u'__', 4, 4, u'__', u'__', u'__', -4, 12, u'__', -4, 12]]",,[],[],[],"[u'0', 13, 14, 16]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [15, 3, 8, 12, 7, 4, 16, 13], u'time': [2497, 3951, 4807, 5951, 6728, 7439, 8391, 10128]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[12372, 460, 985]",12.0,404577,6.0,,mouselab-mdp,,15
"[16400, 17200, 18136]","[u'0', u'0', u'1']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', -4, u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', -4, u'__', u'__', u'__', 4, u'__'], [0, u'__', u'__', 4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', -4, u'__', u'__', u'__', 4, u'__'], [0, u'__', u'__', 4, u'__', u'__', u'__', u'__', -4, u'__', u'__', -4, u'__', u'__', u'__', 4, u'__'], [0, u'__', u'__', 4, -4, u'__', u'__', u'__', -4, u'__', u'__', -4, u'__', u'__', u'__', 4, u'__'], [0, u'__', u'__', 4, -4, u'__', u'__', u'__', -4, u'__', u'__', -4, u'__', u'__', u'__', 4, -4], [0, u'__', u'__', 4, -4, u'__', u'__', u'__', -4, u'__', u'__', -4, u'__', u'__', -12, 4, -4], [0, u'__', u'__', 4, -4, u'__', -4, u'__', -4, u'__', u'__', -4, u'__', u'__', -12, 4, -4], [0, u'__', 12, 4, -4, u'__', -4, u'__', -4, u'__', u'__', -4, u'__', u'__', -12, 4, -4]]",,[],[],[],"[u'0', 1, 2, 3]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [11, 15, 3, 8, 4, 16, 14, 6, 2], u'time': [3190, 4261, 5260, 6477, 7941, 8821, 11358, 13372, 14388]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[16400, 294, 430]",-5.0,454782,7.0,,mouselab-mdp,,15
"[8807, 10025, 10904]","[u'3', u'3', u'0']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', -4, u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', 4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', -4, u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', 4, u'__', u'__', u'__', u'__', -12, u'__', u'__', -4, u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', 4, u'__', u'__', u'__', u'__', -12, u'__', u'__', -4, u'__', u'__', u'__', 12, u'__']]",,[],[],[],"[u'0', 13, 14, 15]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [11, 3, 8, 15], u'time': [4412, 5499, 6619, 7371]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[8807, 704, 361]",16.0,519989,8.0,,mouselab-mdp,,15
"[5328, 6360, 7272]","[u'0', u'0', u'1']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', -4, u'__'], [0, u'__', u'__', 12, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', -4, u'__']]",,[],[],[],"[u'0', 1, 2, 3]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [15, 3], u'time': [1419, 3036]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[5328, 320, 407]",-6.0,566554,9.0,,mouselab-mdp,,15
"[12476, 13381, 14371]","[u'1', u'1', u'2']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', -12, u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', 4, -12, u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', 4, -12, u'__', u'__', u'__', -12], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', 4, -12, u'__', u'__', -12, -12], [0, u'__', u'__', u'__', 4, u'__', u'__', u'__', u'__', u'__', u'__', 4, -12, u'__', u'__', -12, -12], [0, u'__', u'__', -20, 4, u'__', u'__', u'__', u'__', u'__', u'__', 4, -12, u'__', u'__', -12, -12], [0, u'__', u'__', -20, 4, u'__', u'__', u'__', 4, u'__', u'__', 4, -12, u'__', u'__', -12, -12], [0, u'__', u'__', -20, 4, u'__', u'__', 12, 4, u'__', u'__', 4, -12, u'__', u'__', -12, -12]]",,[],[],[],"[u'0', 5, 6, 7]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [12, 11, 16, 15, 4, 3, 8, 7], u'time': [2328, 3192, 4135, 4766, 5408, 5967, 7015, 7727]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[12476, 394, 486]",12.0,616298,10.0,,mouselab-mdp,,15
"[15348, 16995, 18827]","[u'1', u'1', u'0']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', 4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', 4, u'__', u'__', u'__', -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', 4, u'__', u'__', u'__', -4, -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', 4, -4, u'__', u'__', -4, -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', 4, -4, u'__', u'__', -4, -4, u'__', u'__', u'__', u'__', u'__', u'__', -4, u'__'], [0, u'__', u'__', 4, -4, u'__', u'__', -4, -4, u'__', u'__', u'__', u'__', u'__', u'__', -4, 4], [0, u'__', u'__', 4, -4, u'__', u'__', -4, -4, u'__', u'__', -12, u'__', u'__', u'__', -4, 4], [0, u'__', u'__', 4, -4, u'__', u'__', -4, -4, u'__', u'__', -12, -4, u'__', u'__', -4, 4], [0, u'__', u'__', 4, -4, 20, u'__', -4, -4, u'__', u'__', -12, -4, u'__', u'__', -4, 4]]",,[],[],[],"[u'0', 5, 6, 8]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [3, 7, 8, 4, 15, 16, 11, 12, 5], u'time': [4040, 5471, 6271, 7414, 8448, 9192, 9975, 10679, 13919]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[15348, 1141, 1307]",11.0,672630,11.0,,mouselab-mdp,,15
"[9589, 10387, 11355]","[u'1', u'1', u'2']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', 20, -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', -12, 20, -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 12, -12, 20, -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__']]",,[],[],[],"[u'0', 5, 6, 7]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [8, 7, 6, 5], u'time': [3408, 4087, 5079, 6278]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[9589, 294, 462]",16.0,727500,12.0,,mouselab-mdp,,15
"[13427, 14322, 15690]","[u'0', u'0', u'1']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', 4, -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', 4, 4, -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', -12, 4, 4, -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', -12, 4, 4, -4, u'__', u'__', 4, u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', -12, 4, 4, -4, u'__', u'__', 4, u'__', u'__', u'__', u'__', -12], [0, u'__', u'__', u'__', -20, -12, 4, 4, -4, u'__', u'__', 4, u'__', u'__', u'__', u'__', -12], [0, u'__', u'__', 4, -20, -12, 4, 4, -4, u'__', u'__', 4, u'__', u'__', u'__', u'__', -12], [0, u'__', 12, 4, -20, -12, 4, 4, -4, u'__', u'__', 4, u'__', u'__', u'__', u'__', -12], [0, -4, 12, 4, -20, -12, 4, 4, -4, u'__', u'__', 4, u'__', u'__', u'__', u'__', -12]]",,[],[],[],"[u'0', 1, 2, 3]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [7, 8, 6, 5, 11, 16, 4, 3, 2, 1], u'time': [2777, 3376, 4199, 4845, 6407, 7502, 8518, 9167, 9814, 11118]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[13426, 378, 862]",2.0,775105,13.0,,mouselab-mdp,,15
"[15624, 16312, 17304]","[u'1', u'1', u'0']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', -12, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', -12, u'__', u'__', u'__', 4, u'__', u'__', u'__'], [0, -20, u'__', u'__', u'__', u'__', u'__', u'__', u'__', -12, u'__', u'__', u'__', 4, u'__', u'__', u'__'], [0, -20, u'__', u'__', u'__', 20, u'__', u'__', u'__', -12, u'__', u'__', u'__', 4, u'__', u'__', u'__'], [0, -20, u'__', u'__', u'__', 20, 12, u'__', u'__', -12, u'__', u'__', u'__', 4, u'__', u'__', u'__'], [0, -20, u'__', u'__', u'__', 20, 12, -4, u'__', -12, u'__', u'__', u'__', 4, u'__', u'__', u'__']]",,[],[],[],"[u'0', 5, 6, 8]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [9, 13, 1, 5, 6, 7], u'time': [2749, 3660, 4308, 5356, 9501, 13236]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[15624, 170, 478]",30.0,823130,14.0,,mouselab-mdp,,15
