action_times,actions,beliefs,correct,delays,information_used_correctly,meta_actions,path,planned_too_little,planned_too_much,queries,questions,responses,rt,score,time_elapsed,trial_index,trial_i,trial_type,view_history,pid
"[8936, 9696, 10681]","[u'2', u'2', u'3']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', 20, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, -12, u'__', u'__', u'__', u'__', u'__', u'__', u'__', 20, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, -12, u'__', u'__', u'__', u'__', u'__', u'__', u'__', 20, u'__', u'__', u'__', -4, u'__', u'__', u'__'], [0, -12, u'__', u'__', u'__', 12, u'__', u'__', u'__', 20, u'__', u'__', u'__', -4, u'__', u'__', u'__'], [0, -12, u'__', u'__', u'__', 12, u'__', u'__', u'__', 20, 4, u'__', u'__', -4, u'__', u'__', u'__'], [0, -12, u'__', u'__', u'__', 12, u'__', u'__', u'__', 20, 4, u'__', -20, -4, u'__', u'__', u'__'], [0, -12, u'__', u'__', u'__', 12, u'__', u'__', u'__', 20, 4, 4, -20, -4, u'__', u'__', u'__']]",,[],[],[],"[u'0', 9, 10, 11]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [9, 1, 13, 5, 10, 12, 11], u'time': [2559, 3614, 4430, 5089, 6527, 7170, 8272]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[8936, 269, 470]",21.0,659398,11.0,,mouselab-mdp,,0
"[8038, 8745, 9476]","[u'1', u'1', u'2']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', -4, u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 12, u'__', u'__', u'__', 4, u'__', u'__', u'__', -4, u'__', u'__', u'__'], [0, 4, u'__', u'__', u'__', 12, u'__', u'__', u'__', 4, u'__', u'__', u'__', -4, u'__', u'__', u'__'], [0, 4, u'__', u'__', u'__', 12, 4, u'__', u'__', 4, u'__', u'__', u'__', -4, u'__', u'__', u'__'], [0, 4, u'__', u'__', u'__', 12, 4, 12, u'__', 4, u'__', u'__', u'__', -4, u'__', u'__', u'__']]",,[],[],[],"[u'0', 5, 6, 7]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [9, 13, 5, 1, 6, 7], u'time': [2581, 3631, 4372, 5158, 6434, 7190]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[8038, 202, 217]",22.0,707004,12.0,,mouselab-mdp,,0
"[7560, 8213, 8947]","[u'2', u'2', u'3']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', -12, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', -12, u'__', u'__', u'__', 12, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', -12, u'__', u'__', u'__', 12, 4, u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', -12, u'__', u'__', u'__', 12, 4, 4, u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', -12, u'__', u'__', u'__', 12, 4, 4, u'__', 4, u'__', u'__', u'__']]",,[],[],[],"[u'0', 9, 10, 11]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [5, 9, 10, 11, 13], u'time': [886, 1617, 2721, 3548, 6594]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[7560, 147, 231]",15.0,756953,13.0,,mouselab-mdp,,0
"[7680, 8331, 9158]","[u'1', u'1', u'0']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, -20, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, -20, u'__', u'__', u'__', u'__', u'__', u'__', u'__', -12, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, -20, u'__', u'__', u'__', u'__', u'__', u'__', u'__', -12, u'__', u'__', u'__', 4, u'__', u'__', u'__'], [0, -20, u'__', u'__', u'__', 20, u'__', u'__', u'__', -12, u'__', u'__', u'__', 4, u'__', u'__', u'__'], [0, -20, u'__', u'__', u'__', 20, 12, u'__', u'__', -12, u'__', u'__', u'__', 4, u'__', u'__', u'__'], [0, -20, u'__', u'__', u'__', 20, 12, -4, u'__', -12, u'__', u'__', u'__', 4, u'__', u'__', u'__'], [0, -20, u'__', u'__', u'__', 20, 12, -4, 4, -12, u'__', u'__', u'__', 4, u'__', u'__', u'__']]",,[],[],[],"[u'0', 5, 6, 8]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [1, 9, 13, 5, 6, 7, 8], u'time': [2421, 3450, 4190, 4797, 5621, 6188, 6979]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[7680, 139, 315]",29.0,808415,14.0,,mouselab-mdp,,0
"[9187, 10034, 10745]","[u'1', u'1', u'0']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', -4, u'__', u'__', u'__', -4, u'__', u'__', u'__'], [0, 4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', -4, u'__', u'__', u'__', -4, u'__', u'__', u'__'], [0, 4, u'__', u'__', u'__', 4, u'__', u'__', u'__', -4, u'__', u'__', u'__', -4, u'__', u'__', u'__'], [0, 4, u'__', u'__', u'__', 4, -4, u'__', u'__', -4, u'__', u'__', u'__', -4, u'__', u'__', u'__'], [0, 4, -20, u'__', u'__', 4, -4, u'__', u'__', -4, u'__', u'__', u'__', -4, u'__', u'__', u'__'], [0, 4, -20, u'__', u'__', 4, -4, 4, u'__', -4, u'__', u'__', u'__', -4, u'__', u'__', u'__'], [0, 4, -20, u'__', u'__', 4, -4, 4, 20, -4, u'__', u'__', u'__', -4, u'__', u'__', u'__']]",,[],[],[],"[u'0', 5, 6, 8]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [9, 13, 1, 5, 6, 2, 7, 8], u'time': [927, 1623, 2219, 3281, 4367, 6182, 7265, 8146]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[9187, 328, 206]",12.0,858932,15.0,,mouselab-mdp,,0
"[6596, 7214, 7898]","[u'3', u'3', u'2']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', -4, u'__', u'__', u'__', 4, u'__', u'__', u'__'], [0, 4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', -4, u'__', u'__', u'__', 4, u'__', u'__', u'__'], [0, 4, u'__', u'__', u'__', 4, u'__', u'__', u'__', -4, u'__', u'__', u'__', 4, u'__', u'__', u'__'], [0, 4, u'__', u'__', u'__', 4, -4, u'__', u'__', -4, u'__', u'__', u'__', 4, u'__', u'__', u'__'], [0, 4, u'__', u'__', u'__', 4, -4, u'__', u'__', -4, u'__', u'__', u'__', 4, 12, u'__', u'__'], [0, 4, u'__', u'__', u'__', 4, -4, u'__', u'__', -4, u'__', u'__', u'__', 4, 12, u'__', 12]]",,[],[],[],"[u'0', 13, 14, 16]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [9, 13, 1, 5, 6, 14, 16], u'time': [910, 1612, 2353, 3102, 4173, 5003, 5706]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[6596, 101, 167]",21.0,907057,16.0,,mouselab-mdp,,0
"[9558, 11773, 12997]","[u'2', u'2', u'1']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', 4, u'__', u'__', u'__', u'__', u'__', u'__', u'__']]",,[],[],[],"[u'0', 9, 10, 12]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [9, 5], u'time': [2338, 6460]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[9557, 1689, 703]",18.0,212525,1.0,,mouselab-mdp,,2
"[12859, 14450, 15610]","[u'1', u'1', u'0']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 20, u'__', u'__', -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__']]",,[],[],[],"[u'0', 5, 6, 8]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [8, 5], u'time': [3923, 10963]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[12858, 1066, 635]",18.0,262220,2.0,,mouselab-mdp,,2
"[9820, 11244, 12635]","[u'1', u'1', u'2']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', 12, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, -12, u'__', 12, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__']]",,[],[],[],"[u'0', 5, 6, 7]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [3, 1], u'time': [4773, 6125]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[9819, 815, 867]",18.0,310371,3.0,,mouselab-mdp,,2
"[12711, 14136, 15216]","[u'2', u'2', u'3']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', 4, u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', -12, u'__', u'__', u'__', u'__', u'__', u'__', u'__', 4, u'__']]",,[],[],[],"[u'0', 9, 10, 11]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [15, 7], u'time': [3837, 9953]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[12711, 869, 548]",-6.0,358946,4.0,,mouselab-mdp,,2
